cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,inst.webaddr,lnreres,LNRERSFM,LNRERSF2,lnreloc,LNRERSF1
"58292","0","3392975","3404524","Freedom Bank","Overland Park","KS","66223","12/31/2014","2/18/2015","NM","6640 West 143rd Street","FREEDOM BANCSHARES, INC.","1","0","0","4","0","Johnson","28140","Kansas City, MO-KS","6/19/2006","6/19/2006","6/19/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","www.ibankwithfreedom.com","12675","10760","349","1566","249"
"58712","0","3729124","0","Freedom Bank","Maywood","NJ","7607","12/31/2014","2/18/2015","NM","99 West Essex Street","","2","0","0","4","0","Bergen","35620","New York-Newark-Jersey City, NY-NJ-PA","4/17/2008","4/17/2008","1/17/2014","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","http://www.freedombanknj.com","34331","20913","1507","11911","915"
"58010","0","3314119","3314100","Freedom Bank","Columbia Falls","MT","59912","12/31/2014","2/18/2015","NM","530 9th Street West","FREEDOM BANCORPORATION","1","0","0","4","1","Flathead","","","4/12/2005","4/12/2005","3/31/2006","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","https://www.freedombankmt.com","11013","10187","142","684","2111"
"57945","0","3345065","0","Freedom Bank of America","Saint Petersburg","FL","33701","12/31/2014","2/18/2015","NM","1200 4th Street North","","4","0","0","4","0","Pinellas","45300","Tampa-St. Petersburg-Clearwater, FL","4/4/2005","4/4/2005","5/22/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","http://www.freedombank.com","12588","5567","0","7021","2767"
"18856","53452","284154","0","Freedom Bank of Oklahoma","Tulsa","OK","74156","12/31/2014","2/18/2015","SM","6555 North Peoria Street","","2","0","0","4","1","Tulsa","46140","Tulsa, OK","8/10/1963","8/10/1963","3/31/2006","Stock","0","0","FED","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","http://www.freedombankok.com","13739","13739","0","0","174"
"35276","0","2835103","3216754","Freedom Bank of Southern Missouri","Cassville","MO","65625","12/31/2014","2/18/2015","NM","97 South Main","FREEDOM BANCSHARES OF SOUTHERN MISSOURI, INC.","5","0","0","2","1","Barry","","","11/22/1999","11/22/1999","4/6/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","St. louis","Western","West","www.freedombk.com","45181","41854","502","2825","0"
"15664","0","629522","1250053","Freedom Bank, Inc.","Belington","WV","26250","12/31/2014","2/18/2015","NM","315 Crim Avenue","FREEDOM BANCSHARES, INC.","5","0","0","4","0","Barbour","","","5/10/1939","5/10/1939","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Scott Depot","Richmond","Northeastern","Northeast","www.freedombankwv.com","62039","58120","1320","2599","26039"
"35031","0","2735137","2734439","Freedom Financial Bank","West Des Moines","IA","50266","12/31/2014","2/18/2015","SM","1255 Jordan Creek Parkway","FREEDOM HOLDINGS COMPANY","2","0","0","4","1","Dallas","19780","Des Moines-West Des Moines, IA","2/22/1999","2/22/1999","3/11/2011","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","http://www.freedomfinancialbank.com","13327","11920","0","1407","0"
"57254","0","3051432","1985131","Freedom National Bank","Greenville","RI","2828","12/31/2014","2/18/2015","N","584 Putnam Pike","BERKSHIRE FINANCIAL SERVICES, INC.","2","0","0","4","0","Providence","39300","Providence-Warwick, RI-MA","11/29/2001","11/29/2001","1/1/2011","Stock","0","0","OCC","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","www.freedomnationalbank.com","15155","9735","435","4985","3507"
"11767","9867","652043","2208033","FreedomBank","Elkader","IA","52043","12/31/2014","2/18/2015","NM","210 South Main","LEROY C. DARBY, INC. ESOP","3","0","0","2","1","Clayton","","","1/1/1903","1/1/1934","4/3/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","www.myfreedomaccount.com","46063","45753","310","0","50"
"30519","5489","588478","0","Freehold Savings Bank","Freehold","NJ","7728","12/31/2014","2/18/2015","SA","68 W Main St","","2","0","0","5","0","Monmouth","35620","New York-Newark-Jersey City, NY-NJ-PA","1/1/1869","9/11/1951","3/11/2014","Stock","0","0","OCC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","www.freeholdsavingsbank.com","50277","46401","2948","928","0"
"14926","0","735049","0","Freeland State Bank","Freeland","MI","48623","12/31/2014","2/18/2015","NM","185 East Washington Street","","1","0","0","7","0","Saginaw","40980","Saginaw, MI","1/1/1904","10/8/1934","8/9/2013","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","www.freelandstatebank.com","10577","10577","0","0","0"
"8210","0","72454","1125795","Freeport State Bank","Freeport","MN","56331","12/31/2014","2/18/2015","NM","111 Main Street East","FREEPORT BANCSHARES, INC.","4","0","0","2","0","Stearns","41060","St. Cloud, MN","1/1/1908","1/1/1934","6/2/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","www.freeportstatebank.com","14467","9940","928","3599","0"
"19222","9846","739560","1026801","Fremont Bank","Fremont","CA","94538","12/31/2014","2/18/2015","NM","39150 Fremont Boulevard","FREMONT BANCORPORATION","19","0","0","4","1","Alameda","41860","San Francisco-Oakland-Hayward, CA","9/3/1964","9/3/1964","3/31/2006","Stock","0","1","FDIC","DIF","San Francisco","SAN FRANCISCO","Sacramento","San Francisco","Western","Western","http://www.fremontbank.com","1174320","760613","28882","384825","580072"
"58090","0","3398623","4666280","Fresno First Bank","Fresno","CA","93711","12/31/2014","2/18/2015","NM","7690 N. Palm Ave., Ste. 101","COMMUNITIES FIRST FINANCIAL CORPORATION","1","0","0","4","0","Fresno","23420","Fresno, CA","12/23/2005","12/23/2005","11/7/2014","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Sacramento","San Francisco","Western","Western","www.fresnofirstbank.com","14629","12714","238","1677","3434"
"2828","10482","244037","2848653","Friend Bank","Slocomb","AL","36375","12/31/2014","2/18/2015","NM","220 E. Lawrence Harris Hwy","SNB HOLDINGS, INC.","3","0","0","4","1","Geneva","20020","Dothan, AL","10/1/1905","1/1/1934","12/31/2014","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","http://www.friendbank.net","25193","24029","194","970","9647"
"58218","0","3470930","0","Friendly Hills Bank","Whittier","CA","90603","12/31/2014","2/18/2015","SM","16011 E. Whittier Boulevard","","2","0","0","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","9/18/2006","9/18/2006","9/29/2014","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Los Angeles (North)","San Francisco","Western","Western","www.friendlyhillsbank.com","22351","15163","0","7188","7628"
"35376","0","2911856","0","Friends Bank","New Smyrna Beach","FL","32168","12/31/2014","2/18/2015","NM","2222 State Route 44","","3","0","0","4","0","Volusia","19660","Deltona-Daytona Beach-Ormond Beach, FL","5/15/2000","5/15/2000","7/24/2012","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Gainesville","Atlanta","Southern","Southeast","www.friendsbank.com","22500","18255","98","4147","8903"
"34401","17324","2515320","3559198","Front Range Bank","Lakewood","CO","80228","12/31/2014","2/18/2015","NM","13013 West Alameda Parkway","FRB BANCSHARES, INC.","3","0","0","4","0","Jefferson","19740","Denver-Aurora-Lakewood, CO","5/13/1997","5/13/1997","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","WWW.FRONTRANGEBANK.COM","35814","25104","1365","9345","6234"
"34986","0","2724757","3157071","Frontenac Bank","Earth City","MO","63045","12/31/2014","2/18/2015","NM","3330 Rider Trail S. Drive","FRONTENAC BANCSHARES, INC.","4","0","0","4","0","Saint Louis","41180","St. Louis, MO-IL","1/29/1999","1/29/1999","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","WWW.FRONTENACBANK.COM","32462","27173","1162","4127","4893"
"15545","15948","33857","3309713","Frontier Bank","Madison","NE","68748","12/31/2014","2/18/2015","NM","301 South Main","FRONTIER HOLDINGS, LLC","5","0","0","4","1","Madison","","","10/6/1937","10/6/1937","10/2/2009","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Sioux City","Kansas City","Western","West","www.frontbank.com","50584","41345","5457","3782","662"
"33922","12117","2218443","0","Frontier Bank","Rock Rapids","IA","51246","12/31/2014","2/18/2015","SA","301 First Avenue","","4","0","1","2","1","Lyon","","","6/24/1994","6/24/1994","7/21/2011","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Sioux City","Chicago","Western","Western","www.frotnierbk.com","21141","16823","1620","2698","14699"
"14730","10577","191355","1051979","Frontier Bank","Lamar","CO","81052","12/31/2014","2/18/2015","NM","200 South Main","WHITCORP FINANCIAL COMPANY","8","0","0","2","1","Prowers","","","8/25/1934","8/25/1934","10/1/2013","Stock","0","1","FDIC","DIF","Dallas","KANSAS CITY","Denver","Kansas City","Western","Western","http://www.frontierbankco.com","32224","29983","235","2006","11242"
"58509","0","3472046","4721291","Frontier Bank of Texas","Elgin","TX","78621","12/31/2014","2/18/2015","NM","1213 Highway 290","FRONTIER COMMUNITY BANCSHARES, INC.","2","0","0","8","0","Bastrop","12420","Austin-Round Rock, TX","6/11/2007","6/11/2007","10/1/2014","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","https://www.frontierbankoftexas.com","33439","32947","492","0","0"
"58743","0","3627109","0","Frontier Community Bank","Waynesboro","VA","22980","12/31/2014","2/18/2015","SM","400 Lou Dewitt Boulevard","","1","0","0","4","0","Waynesboro City","44420","Staunton-Waynesboro, VA","2/6/2008","2/6/2008","4/9/2009","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","www.frontiercommunitybank.com","26805","21198","2252","3355","12830"
"35432","0","2856939","1204421","Frontier Savings Bank","Council Bluffs","IA","51503","12/31/2014","2/18/2015","SM","940 Valley View Drive","GLENWOOD BANCORPORATION","2","0","0","8","0","Pottawattamie","36540","Omaha-Council Bluffs, NE-IA","3/20/2000","3/20/2000","2/13/2012","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Omaha","Chicago","Western","Western","http://www.frontiersb.com","7406","6506","233","667","0"
"21978","9994","632858","0","Frontier State Bank","Oklahoma City","OK","73129","12/31/2014","2/18/2015","NM","5100 South Interstate 35","","1","0","0","4","1","Oklahoma","36420","Oklahoma City, OK","4/14/1975","4/14/1975","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","http://www.frontier-ok.com","98387","97954","312","121","66616"
"5510","15825","682563","1102367","Frost  Bank","San Antonio","TX","78205","12/31/2014","2/18/2015","SM","100 West Houston Street","CULLEN/FROST BANKERS, INC.","136","0","0","4","0","Bexar","41700","San Antonio-New Braunfels, TX","2/20/1899","1/1/1934","6/21/2014","Stock","0","1","FED","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","http://www.frostbank.com","914819","428251","266440","220128","4095"
"26519","0","943853","0","Frost State Bank","Frost","MN","56033","12/31/2014","2/18/2015","NM","205 Main St","","1","0","0","2","0","Faribault","","","12/20/1985","12/20/1985","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","","3054","2826","228","0","0"
"35525","0","2920737","2836801","FSGBANK, National Association","Chattanooga","TN","37402","12/31/2014","2/18/2015","N","531 Broad Street","FIRST SECURITY GROUP, INC.","26","0","1","4","0","Hamilton","16860","Chattanooga, TN-GA","6/26/2000","6/26/2000","12/11/2006","Stock","0","1","OCC","DIF","Dallas","DALLAS","Knoxville","Atlanta","Southern","Southeast","http://www.fsgbank.com","183953","113718","7694","62541","29786"
"27614","11970","1407932","1117129","Fulton Bank of New Jersey","Mount Laurel","NJ","8054","12/31/2014","2/18/2015","NM","533 Fellowship Road","FULTON FINANCIAL CORPORATION","73","0","0","4","0","Burlington","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10/30/1989","10/30/1989","1/22/2013","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","www.fultonbanknj.com","565889","265942","28248","271699","171107"
"7551","9396","474919","1117129","Fulton Bank, National Association","Lancaster","PA","17604","12/31/2014","2/18/2015","N","One Penn Square, P.O. Box 48","FULTON FINANCIAL CORPORATION","120","0","1","4","0","Lancaster","29540","Lancaster, PA","1/1/1882","1/1/1934","12/3/2010","Stock","0","1","OCC","DIF","New York","NEW YORK","Harrisburg","Philadelphia","Northeastern","Northeast","www.fultonbank.com","1982542","1081891","52348","848303","625079"
"15966","13348","900502","0","Fulton Savings Bank","Fulton","NY","13069","12/31/2014","2/18/2015","SB","75 South First Street","","7","0","0","8","0","Oswego","45060","Syracuse, NY","1/1/1871","7/1/1943","3/31/2006","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","www.fultonsavings.com","133553","109027","1647","22879","6333"
"6065","0","467957","0","Fulton State Bank","Fulton","SD","57340","12/31/2014","2/18/2015","SM","221 North Main Avenue","","2","0","0","2","0","Hanson","","","8/25/1924","1/1/1934","6/2/2010","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","http://www.fultonstatebank.com","0","0","0","0","0"
"999","10335","540542","2004039","G. W. Jones Exchange Bank","Marcellus","MI","49067","12/31/2014","2/18/2015","SM","119-21 West Main Street","JONES BANCORP, INC.","5","0","0","8","0","Cass","43780","South Bend-Mishawaka, IN-MI","5/28/1877","1/1/1934","3/31/2006","Stock","0","1","FED","DIF","Chicago","CHICAGO","Grand Rapids","Chicago","Central","Central","www.gwjonesbank.com","21586","19008","223","2355","18053"
"19660","9891","552732","1206546","Galena State Bank & Trust Co.","Galena","IL","61036","12/31/2014","2/18/2015","NM","971 Gear Street","HEARTLAND FINANCIAL USA, INC.","5","0","0","4","0","Jo Daviess","","","1/3/1967","1/3/1967","1/23/2015","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","http://www.galenastate.com","45225","37326","1923","5976","15564"
"32307","8123","24378","0","Galion Building and Loan Bank","Galion","OH","44833","12/31/2014","2/18/2015","SA","135 South Market Street","","2","0","0","5","0","Crawford","","","2/13/1884","4/17/1985","7/21/2011","Non-Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","www.gblbank.com","40439","39367","670","402","9"
"19687","13038","987651","1139756","Garden Plain State Bank","Wichita","KS","67209","12/31/2014","2/18/2015","NM","10526 West Maple Street","GARDEN PLAIN BANCSHARES, INC.","2","0","0","4","0","Sedgwick","48620","Wichita, KS","12/21/1966","3/17/1967","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","http://www.gpsbank.com","12535","10762","1773","0","1855"
"25744","11205","663656","1067617","Gardner Bank","Gardner","KS","66030","12/31/2014","2/18/2015","SM","840 East Main Street","GARDNER BANCSHARES, INC.","3","0","0","4","0","Johnson","28140","Kansas City, MO-KS","11/7/1984","11/7/1984","1/26/2009","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","www.gardnerbank.com","12601","11979","622","0","5394"
"18164","0","608358","1842551","Garfield County Bank","Jordan","MT","59337","12/31/2014","2/18/2015","NM","444 Main Street","GARFIELD COUNTY BANCSHARES, INC.","2","0","0","2","0","Garfield","","","3/14/1960","3/14/1960","3/31/2006","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","www.garfieldcountybank.com","2288","2288","0","0","497"
"15306","0","808653","1126523","Garrison State Bank and Trust","Garrison","ND","58540","12/31/2014","2/18/2015","NM","102 North Main Street","MCLEAN BANK HOLDING COMPANY","1","0","0","2","0","Mclean","","","11/2/1935","11/19/1935","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Grand Forks","Minneapolis","Central","West","http://www.garrisonstatebank.com","3601","3428","173","0","0"
"27774","257","657271","0","Gate City Bank","Fargo","ND","58102","12/31/2014","2/18/2015","SA","500 Second Avenue North","","34","0","1","5","0","Cass","22020","Fargo, ND-MN","1/1/1923","7/12/1935","7/21/2011","Non-Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","www.gatecitybank.com","963847","879238","56575","28034","285674"
"10306","13807","136459","1135374","Gates Banking and Trust Company","Gates","TN","38037","12/31/2014","2/18/2015","SM","Wardlaw And Third Streets","SECURITY BANCORP OF TENNESSEE, INC.","1","0","0","2","0","Lauderdale","","","9/1/1904","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","Dallas","DALLAS","Memphis","St. louis","Southern","Southeast","","1248","1171","0","77","18"
"57644","0","3223417","3223396","Gateway Bank","Mendota Heights","MN","55118","12/31/2014","2/18/2015","NM","745 Market Street","GATEWAY BANCORPORATION, INC.","1","0","0","4","1","Dakota","33460","Minneapolis-St. Paul-Bloomington, MN-WI","1/20/2004","1/20/2004","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","www.gateway-banking.com","29871","13126","2579","14166","4699"
"58506","0","3590016","3367094","Gateway Bank of Central Florida","Ocala","FL","34470","12/31/2014","2/18/2015","NM","1632 E Silver Springs Blvd","GATEWAY FINANCIAL HOLDINGS OF FLORIDA, INC.","4","0","0","4","0","Marion","36100","Ocala, FL","5/29/2007","5/29/2007","12/5/2008","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Gainesville","Atlanta","Southern","Southeast","WWW.GATEWAYBANKCFL.COM","36572","25597","1623","9352","2185"
"58176","0","3367085","3367094","Gateway Bank of Florida","Daytona Beach","FL","32114","12/31/2014","2/18/2015","NM","1950 W International Speedwa","GATEWAY FINANCIAL HOLDINGS OF FLORIDA, INC.","4","0","0","4","0","Volusia","19660","Deltona-Daytona Beach-Ormond Beach, FL","1/26/2006","1/26/2006","2/14/2007","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Gainesville","Atlanta","Southern","Southeast","www.gatewaybankfl.com","21135","10983","1413","8739","253"
"58725","0","3717167","3367094","Gateway Bank of Southwest Florida","Sarasota","FL","34236","12/31/2014","2/18/2015","NM","1100 S. Tamiami Trail","GATEWAY FINANCIAL HOLDINGS OF FLORIDA, INC.","4","0","0","4","0","Sarasota","35840","North Port-Sarasota-Bradenton, FL","5/19/2008","5/19/2008","10/26/2009","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","www.gatewaybankswf.com","29052","18642","335","10075","15547"
"33103","8857","1493319","0","Gateway Bank, F.S.B.","Oakland","CA","94607","12/31/2014","2/18/2015","SA","360 Eighth Street","","3","0","0","5","0","Alameda","41860","San Francisco-Oakland-Hayward, CA","6/8/1990","6/8/1990","3/4/2014","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","www.gatewayfsb.com","90550","88735","1181","634","66420"
"58678","0","3667132","0","Gateway Commercial Bank","Mesa","AZ","85212","12/31/2014","2/18/2015","NM","6860 East Warner Road","","1","0","0","4","0","Maricopa","38060","Phoenix-Mesa-Scottsdale, AZ","12/3/2007","12/3/2007","1/20/2010","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Phoenix","San Francisco","Western","Western","www.gcbaz.com","8374","5257","178","2939","0"
"57275","0","3145162","3438800","Gateway Community Bank","Roscoe","IL","61073","12/31/2014","2/18/2015","NM","5390 Williams Drive","GATEWAY BANC CORP.","3","0","1","4","0","Winnebago","40420","Rockford, IL","10/29/2002","10/29/2002","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","http://www.gatewaycb.com","14013","13718","231","64","0"
"9293","15821","475046","1200311","Gateway State Bank","Clinton","IA","52732","12/31/2014","2/18/2015","NM","1427 North Second Street","OHNWARD BANCSHARES, INC.","4","0","0","2","0","Clinton","","","1/1/1907","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","http://WWW.GATEWAYSB.COM","17891","17020","664","207","300"
"22366","0","972769","2017673","GBC International Bank","Los Angeles","CA","90036","12/31/2014","2/18/2015","NM","5670 Wilshire Blvd, # 1780","GBC HOLDINGS, INC.","8","0","1","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","11/15/1976","11/15/1976","10/21/2011","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (West)","San Francisco","Western","Western","http://www.gbcib.com","5630","2361","816","2453","323"
"33778","0","2017570","0","GE Capital Bank","Salt Lake City","UT","84121","12/31/2014","2/18/2015","NM","6510 Millrock Drive, # No 20","","1","0","0","4","0","Salt Lake","41620","Salt Lake City, UT","2/12/1993","2/12/1993","3/25/2014","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","San Francisco","Western","West","http://www.gecapitalbank.com","0","0","0","0","0"
"32287","8095","291273","0","Geauga Savings Bank","Newbury","OH","44065","12/31/2014","2/18/2015","SB","10800 Kinsman Road","","1","0","0","5","0","Geauga","17460","Cleveland-Elyria, OH","8/30/1983","3/25/1985","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","http://www.geaugasavings.com","94720","91713","1129","1878","59879"
"30397","5278","451273","0","Geddes Federal Savings and Loan Association","Syracuse","NY","13219","12/31/2014","2/18/2015","SA","2208 West Genesee St","","1","0","0","5","0","Onondaga","45060","Syracuse, NY","1/1/1948","3/30/1949","7/21/2011","Non-Stock","0","0","OCC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","www.geddesfederal.com","488469","470217","5340","12912","75432"
"14096","0","1016558","4195285","Generations Bank","Exeter","NE","68351","12/31/2014","2/18/2015","NM","139 South Exeter Avenue","GLAASS FINANCIAL, LLC","1","0","0","2","0","Fillmore","","","1/1/1934","3/21/1934","12/17/2012","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","https://www.connectfnb.com","3594","3404","190","0","456"
"16040","18024","442011","0","Generations Bank","Seneca Falls","NY","13148","12/31/2014","2/18/2015","SA","19 Cayuga Street","","9","0","0","6","0","Seneca","","","5/21/1870","7/1/1943","4/24/2012","Stock","0","0","OCC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","www.mygenbank.com","99166","93061","1014","5091","14803"
"26333","0","852704","3644722","Genesee Regional Bank","Rochester","NY","14618","12/31/2014","2/18/2015","NM","3380 Monroe Avenue","GREATER ROCHESTER BANCORP, INC.","3","0","0","4","0","Monroe","40380","Rochester, NY","8/12/1985","8/12/1985","3/31/2006","Stock","0","0","FDIC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","www.grbbank.com","50804","32554","70","18180","13257"
"5408","0","2750","0","Genoa Community Bank","Genoa","NE","68640","12/31/2014","2/18/2015","NM","Willard Ave. & Oak St.","","1","0","0","2","1","Nance","","","1/1/1903","1/1/1934","6/30/2011","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","www.genoacb.com","3219","3101","118","0","946"
"90202","17986","904201","0","Georgetown Bank","Georgetown","MA","1833","12/31/2014","2/18/2015","SA","2 East Main Street","","3","0","0","4","0","Essex","14460","Boston-Cambridge-Newton, MA-NH","5/21/1868","8/26/1985","8/27/2012","Stock","0","1","OCC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","georgetownbank.com","110661","93968","1096","15597","28991"
"27574","10479","1402610","1938865","Georgia Bank & Trust Company of Augusta","Augusta","GA","30909","12/31/2014","2/18/2015","NM","3530 Wheeler Road","SOUTHEASTERN BANK FINANCIAL CORPORATION","12","0","1","4","0","Richmond","12260","Augusta-Richmond County, GA-SC","8/28/1989","8/28/1989","12/5/2011","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","www.georgiabankandtrust.com","256100","215694","6757","33649","58822"
"57071","0","3016347","3016338","Georgia Banking Company","Atlanta","GA","30339","12/31/2014","2/18/2015","NM","6190 Powers Ferry Road","GEORGIA BANKING COMPANY, INC.","2","0","0","5","0","Fulton","12060","Atlanta-Sandy Springs-Roswell, GA","11/1/2001","11/1/2001","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","www.geobanking.com","158923","156541","1713","669","10735"
"57521","0","3165320","3165311","Georgia Commerce Bank","Atlanta","GA","30339","12/31/2014","2/18/2015","NM","3625 Cumberland Blvd, Bldg 2","GEORGIA COMMERCE BANCSHARES, INC.","9","0","0","4","0","Cobb","12060","Atlanta-Sandy Springs-Roswell, GA","7/1/2003","7/1/2003","12/31/2013","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","WWW.GACOMMERCEBANK.COM","126846","90063","8697","28086","16489"
"58005","0","3388419","0","Georgia Heritage Bank","Dallas","GA","30132","12/31/2014","2/18/2015","NM","18 Georgia Heritage Place","","2","0","0","4","0","Paulding","12060","Atlanta-Sandy Springs-Roswell, GA","10/26/2005","10/26/2005","6/4/2007","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","http://www.georgiaheritagebank.com","13971","10863","398","2710","2934"
"58523","0","3646397","0","Georgia Primary Bank","Atlanta","GA","30342","12/31/2014","2/18/2015","NM","3880 Roswell Road, Ne","","1","0","0","4","0","Fulton","12060","Atlanta-Sandy Springs-Roswell, GA","10/22/2007","10/22/2007","2/25/2013","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","www.georgiaprimarybank.com","8655","7657","60","938","5160"
"17393","9936","37640","1098620","German American Bancorp","Jasper","IN","47546","12/31/2014","2/18/2015","NM","711 Main Street","GERMAN AMERICAN BANCORP, INC.","39","0","0","4","0","Dubois","","","11/10/1910","1/18/1955","10/1/2013","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","St. louis","Central","Central","http://www.germanamerican.com","267468","171145","10034","86289","95490"
"5749","15373","556936","1137453","German-American State Bank","German Valley","IL","61039","12/31/2014","2/18/2015","NM","100 Church Street","FORESIGHT FINANCIAL GROUP, INC.","4","0","0","2","0","Stephenson","","","1/6/1907","1/1/1934","6/2/2010","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","http://www.germanamericanstatebank.com","28970","21754","1276","5940","2672"
"12113","12626","830748","1098741","Germantown Trust & Savings Bank","Breese","IL","62230","12/31/2014","2/18/2015","NM","205 Germantown Road","GERMANTOWN BANC CORP.","4","0","0","2","1","Clinton","41180","St. Louis, MO-IL","2/6/1906","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","http://www.gtsb.com","46551","43414","3137","0","0"
