cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,inst.webaddr,intinc,eintexp,nim,elnatr,nonii,ifiduc,iserchg,igltrad,idothnii,nonix,esal,epremagg,IDEOTH,idpretx,iglsec,itax,ibefxtr,extra,netinc,NETIMIN,NETINBM,ntlnls,eqcdiv,eqcstkrx,noij
"5336","10712","143952","1128639","The First Bank of Baldwin","Baldwin","WI","54002","12/31/2014","2/18/2015","SM","990 Main Street","BALDWIN BANCSHARES, INC.","4","0","0","4","1","Saint Croix","33460","Minneapolis-St. Paul-Bloomington, MN-WI","9/23/1883","1/1/1934","8/4/2007","Stock","0","0","FED","DIF","Chicago","CHICAGO","Eau Claire","Minneapolis","Central","Central","http://WWW.FIRSTBANKBALDWIN.COM","5706","476","5230","0","445","0","190","0","255","5279","2980","737","1562","396","8","0","404","0","404","0","404","302","0","0","396"
"3133","0","871956","1107492","The First Bank of Celeste","Celeste","TX","75423","12/31/2014","2/18/2015","NM","301 N. Hwy 69","METROPLEX NORTH BANCSHARES, INC.","1","0","0","4","1","Hunt","19100","Dallas-Fort Worth-Arlington, TX","1/1/1900","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","www.firstbankceleste.com","1481","90","1391","0","395","0","202","0","193","1431","758","104","569","355","0","0","355","0","355","0","355","-1","307","0","355"
"4096","0","182652","2584429","The First Bank of Fairland","Fairland","OK","74343","12/31/2014","2/18/2015","SM","32 West Conner Avenue","FIRST FAIRLAND BANCSHARES, INC.","1","0","0","2","1","Ottawa","","","12/1/1897","1/1/1934","6/1/2010","Stock","0","0","FED","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","","523","21","502","6","103","0","82","0","21","479","299","86","94","120","0","1","119","0","119","0","119","0","108","0","119"
"58307","0","3466988","0","The First Bank of Greenwich","Cos Cob","CT","6807","12/31/2014","2/18/2015","NM","444 East Putnam Avenue","","2","0","0","4","0","Fairfield","14860","Bridgeport-Stamford-Norwalk, CT","12/20/2006","12/20/2006","3/14/2012","Stock","0","0","FDIC","DIF","New York","NEW YORK","Hartford","New York","Northeastern","Northeast","http://greenwichfirst.com","6102","931","5171","210","325","0","167","0","158","4626","2325","606","1695","660","97","318","439","0","439","0","439","-4","0","7245","376.92"
"1165","0","918150","0","The First Bank of Okarche","Okarche","OK","73762","12/31/2014","2/18/2015","NM","202 Oklahoma Avenue","","1","0","0","2","1","Canadian","36420","Oklahoma City, OK","10/28/1892","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","http://www.firstbankokarche.com","2767","108","2659","30","214","0","82","0","132","1265","763","86","416","1578","0","0","1578","0","1578","0","1578","-5","1080","0","1578"
"34125","14769","2399119","2900355","The First Capital Bank of Kentucky","Louisville","KY","40207","12/31/2014","2/18/2015","SM","293 North Hubbards Lane","FCB BANCORP, INC.","11","0","0","4","0","Jefferson","31140","Louisville-Jefferson County, KY-IN","2/6/1996","2/6/1996","3/11/2013","Stock","0","0","FED","DIF","Chicago","CHICAGO","Elizabethtown","St. louis","Central","Southeast","http://www.fcbok.com","19540","4011","15529","433","1827","0","557","0","1270","13330","6810","2276","4244","3593","2","1158","2437","0","2437","0","2437","1083","1200","0","2435.64"
"15214","0","538222","2024318","The First Central National Bank of St. Paris","St. Paris","OH","43072","12/31/2014","2/18/2015","N","103 South Springfield","CENTRAL BANCSHARES, INC.","3","0","0","2","0","Champaign","","","8/8/1880","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","http://www.firststparis.com","2996","325","2671","0","356","0","154","0","202","2199","1142","124","933","828","0","193","635","0","635","0","635","7","189","0","635"
"14355","0","230423","0","The First Citizens National Bank of Upper Sandusky","Upper Sandusky","OH","43351","12/31/2014","2/18/2015","N","100 North Sandusky","","7","0","0","8","0","Wyandot","","","12/1/1902","5/11/1934","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","http://www.firstcitizensnational.com","6892","99","6793","211","1558","0","560","0","998","6906","3881","651","2374","1234","-20","141","1073","0","1073","0","1073","82","680","0","1090.6"
"6212","11281","58207","1132636","The First Colebrook Bank","Colebrook","NH","3576","12/31/2014","2/18/2015","NM","132 Main Street","FIRST COLEBROOK BANCORP, INC.","4","0","0","4","0","Coos","","","11/1/1889","1/1/1934","5/3/2012","Stock","0","0","FDIC","DIF","New York","NEW YORK","Concord","Boston","Northeastern","Northeast","http://www.firstcolebrookbank.com","9553","1246","8307","0","961","0","386","0","575","7323","3844","884","2595","1945","271","558","1658","0","1658","0","1658","281","455","0","1454.75"
"2721","10796","511618","1071043","The First Commonwealth Bank of Prestonsburg, Inc.","Prestonsburg","KY","41653","12/31/2014","2/18/2015","NM","311 North Arnold Avenue","FIRST PRESTONSBURG BANCSHARES, INC.","12","0","0","8","1","Floyd","","","5/12/1904","1/1/1934","4/22/2011","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","www.myfcb.com","10427","983","9444","300","2708","0","1341","0","1367","7888","4185","1274","2429","3964","198","0","4162","0","4162","0","4162","308","4258","0","3964"
"4222","12805","353957","0","The First Farmers National Bank of Waurika","Waurika","OK","73573","12/31/2014","2/18/2015","N","106 North Main","","1","0","0","2","1","Jefferson","","","3/26/1906","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","http://www.ffnbank.com","1658","118","1540","-10","113","0","47","0","66","1215","756","85","374","448","-77","0","371","0","371","0","371","29","198","0","448"
"3301","0","629353","1233627","The First Liberty National Bank","Liberty","TX","77575","12/31/2014","2/18/2015","N","1900 Sam Houston Street","FIRST LIBERTY NATIONAL BANCSHARES, INC.","2","0","0","8","1","Liberty","26420","Houston-The Woodlands-Sugar Land, TX","1/1/1913","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","flnb.com","9689","1111","8578","310","2622","135","1324","0","1163","7496","3980","1139","2377","3394","1","0","3395","0","3395","0","3395","214","2223","0","3394"
"3817","14344","388940","1407071","The First National Bank","Mattoon","IL","61938","12/31/2014","2/18/2015","N","511 Lake Land Boulevard","MGB BANCSHARES, INC.","2","0","0","4","1","Coles","","","9/1/1904","1/1/1934","2/18/2010","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","www.fnbbankingcenters.com","2595","421","2174","12","651","167","110","0","374","2569","1203","295","1071","244","180","2","422","0","422","0","422","56","300","0","242"
"3840","0","137447","1099654","The First National Bank","Vandalia","IL","62471","12/31/2014","2/18/2015","N","432 West Gallatin Street","FIRST VANDALIA CORP.","7","0","0","2","0","Fayette","","","1/1/1865","1/1/1934","9/27/2008","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","www.thefnb.com","10420","1296","9124","130","2372","472","509","0","1391","7768","4247","881","2640","3598","28","790","2836","0","2836","0","2836","11","1378","0","2814.16"
"4086","13889","114457","2293507","The First National Bank & Trust","Elk City","OK","73644","12/31/2014","2/18/2015","N","2714 West Third Street","WESTERN OKLAHOMA FINANCIAL SERVICES, INC.","3","0","0","4","1","Beckham","","","4/19/1901","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","www.fnbec.com","12692","1225","11467","657","1789","71","544","0","1174","6000","3524","698","1778","6599","44","0","6643","0","6643","0","6643","407","6175","0","6599"
"5062","11932","251558","1416671","The First National Bank & Trust Company of Iron Mountain","Iron Mountain","MI","49801","12/31/2014","2/18/2015","N","233 South Stephenson Avenue","FNB BANCSHARES, INC.","8","0","0","4","0","Dickinson","","","1/1/1887","1/1/1934","4/23/2013","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Appleton","Minneapolis","Central","Central","www.fnbimk.com","11168","1698","9470","500","2158","416","354","0","1388","9004","5000","1427","2577","2124","171","362","1933","0","1933","0","1933","435","1279","0","1789.36"
"14583","11579","678043","1206537","The First National Bank & Trust Company of Rochelle","Rochelle","IL","61068","12/31/2014","2/18/2015","N","340 May Mart Drive","OGLE COUNTY BANCSHARES, INC.","3","0","0","2","1","Ogle","","","7/12/1934","7/12/1934","3/31/2006","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","http://www.fnbrochelle.com","7574","966","6608","120","2531","7","778","0","1746","7050","3880","679","2491","1969","243","12","2200","0","2200","0","2200","49","1510","0","1959.43"
"5307","0","675949","1208876","The First National Bank - Fox Valley","Neenah","WI","54956","12/31/2014","2/18/2015","N","550 South Green Bay Road","FIRST MENASHA BANCSHARES, INC.","5","0","0","4","0","Winnebago","36780","Oshkosh-Neenah, WI","1/1/1887","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","www.fnbfoxvalley.com","15120","1800","13320","300","1484","0","337","0","1147","9919","5482","1299","3138","4585","0","1495","3090","0","3090","0","3090","814","365","3","3090"
"2779","0","670430","1141302","The First National Bank and Trust","Atmore","AL","36502","12/31/2014","2/18/2015","N","111 South Main Street","FIRST SUNCOAST TRUST BANCSHARES, INC.","4","0","0","8","1","Escambia","","","1/1/1915","1/1/1934","6/1/2010","Stock","0","1","OCC","DIF","Atlanta","ATLANTA","Pensacola","Atlanta","Southern","Southeast","www.fnbandt.com","4759","340","4419","-185","1558","224","682","0","652","5833","2545","587","2701","329","40","3","366","0","366","0","366","-250","460","0","326.4"
"4062","0","154154","1065163","The First National Bank and Trust Co., Chickasha, Oklahoma","Chickasha","OK","73018","12/31/2014","2/18/2015","N","302 Chickasha Avenue","FIRST INDEPENDENT BANCORP, INC.","11","0","0","4","0","Grady","36420","Oklahoma City, OK","8/21/1892","1/1/1934","3/1/2007","Stock","0","1","OCC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","http://www.bankfnbt.com","20526","831","19695","4406","5594","406","1896","0","3292","13596","7495","1557","4544","7287","3","1544","5746","0","5746","0","5746","4523","2000","0","5743.63"
"5285","10388","207845","1209042","The First National Bank and Trust Company","Beloit","WI","53511","12/31/2014","2/18/2015","N","345 East Grand Avenue","CENTRE 1 BANCORP, INC.","13","0","1","4","0","Rock","27500","Janesville-Beloit, WI","7/1/1882","1/1/1934","11/6/2009","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","http://www.bankatfirstnational.com","29559","2184","27375","1717","10078","1906","3541","0","4631","28047","15428","3444","9175","7689","74","756","7007","0","7007","0","7007","1039","2760","0","6940.4"
"4050","9945","145554","1062050","The First National Bank and Trust Company of Broken Arrow","Broken Arrow","OK","74012","12/31/2014","2/18/2015","N","121 South Main Street","FIRST BROKEN ARROW CORPORATION","4","0","0","4","0","Tulsa","46140","Tulsa, OK","1/29/1904","1/1/1934","7/24/2013","Stock","0","1","OCC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","www.fnbba.com","6410","381","6029","2","1583","42","458","1","1082","7255","3714","762","2779","355","5","23","337","0","337","0","337","173","291","0","332.3"
"4148","0","837158","1061316","The First National Bank and Trust Company of Miami","Miami","OK","74354","12/31/2014","2/18/2015","N","2 North Main Street","FIRST MIAMI BANCSHARES, INC.","3","0","0","2","0","Ottawa","","","1/1/1900","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","http://www.fnbmiami.com","4423","179","4244","120","787","68","226","0","493","4080","2403","426","1251","831","0","269","562","0","562","0","562","240","464","0","562"
"4170","11650","634955","1056330","The First National Bank and Trust Company of Okmulgee","Okmulgee","OK","74447","12/31/2014","2/18/2015","N","610 East Eighth Street","FIRST OKMULGEE CORPORATION","4","0","0","4","1","Okmulgee","46140","Tulsa, OK","4/2/1917","1/1/1934","8/9/2014","Stock","0","1","OCC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","www.firstokmulgee.com","11005","871","10134","359","2955","252","998","0","1705","9648","4303","729","4616","3082","28","0","3110","0","3110","0","3110","-73","3006","0","3082"
"4218","14185","288358","2072252","The First National Bank and Trust Company of Vinita","Vinita","OK","74301","12/31/2014","2/18/2015","N","102 West Illinois","CRACO, INC.","4","0","0","8","1","Craig","","","3/15/1892","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","www.fnbvinita.com","13453","1560","11893","713","1588","0","1259","0","329","8497","4094","871","3532","4271","-114","0","4157","0","4157","0","4157","478","2972","0","4271"
"14534","0","45047","1099805","The First National Bank at Paris","Paris","AR","72855","12/31/2014","2/18/2015","N","Main And Elm Streets","UNION BANKSHARES, INC.","4","0","0","2","1","Logan","","","9/1/1891","6/29/1934","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","www.firstparis.net","5652","415","5237","67","1343","0","947","0","396","4303","2418","409","1476","2210","0","0","2210","0","2210","0","2210","40","1608","0","2210"
"14853","0","794653","1142952","The First National Bank at St. James","Saint James","MN","56081","12/31/2014","2/18/2015","N","202 1st Ave S","FIRST NATIONAL AGENCY AT SAINT JAMES, INC.","1","0","0","2","0","Watonwan","","","10/31/1934","10/31/1934","11/26/2008","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","http://www.fnbstjames.com","1287","163","1124","26","279","0","141","0","138","1132","521","312","299","245","0","38","207","0","207","0","207","8","218","0","207"
"4031","0","245351","1056134","The First National Bank in Altus","Altus","OK","73521","12/31/2014","2/18/2015","N","110 East Broadway","FIRST ALTUS BANCORP, INC.","6","0","0","2","1","Jackson","","","1/1/1902","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","WWW.FNBALTUS.COM","10996","1282","9714","790","1216","0","635","0","581","6672","3757","751","2164","3468","155","0","3623","0","3623","0","3623","50","2670","0","3468"
"14674","13187","656032","1491753","The First National Bank in Amboy","Amboy","IL","61310","12/31/2014","2/18/2015","N","220 East Main Street","AMBOY BANCORP, INC.","3","0","0","2","1","Lee","","","8/11/1934","8/11/1934","11/26/2008","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","www.fnbamboy.com","6068","669","5399","120","1508","157","221","0","1130","4980","2813","397","1770","1807","-170","25","1612","0","1612","0","1612","45","583","0","1778.6"
"14761","10905","614948","1099618","The First National Bank in Carlyle","Carlyle","IL","62231","12/31/2014","2/18/2015","N","891 Fairfax Street","FIRST NATIONAL BANCORPORATION IN CARLYLE, INC.","3","0","0","2","0","Clinton","41180","St. Louis, MO-IL","1/1/1878","1/1/1934","6/30/2006","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","http://www.1nbcarlyle.com","4592","487","4105","4","891","95","269","0","527","3420","2014","361","1045","1572","68","400","1240","0","1240","0","1240","-2","1150","0","1188.32"
"4638","0","677354","1051625","The First National Bank in Cimarron","Cimarron","KS","67835","12/31/2014","2/18/2015","N","121 North Main","FIRST NATIONAL AGENCY, INC.","2","0","0","2","1","Gray","","","5/21/1929","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","http://www.fnbcimarron.com","3186","138","3048","52","334","0","188","93","53","2420","1588","252","580","910","68","40","938","0","938","0","938","33","750","0","872.72"
"3149","0","767152","1249280","The First National Bank in Cooper","Cooper","TX","75432","12/31/2014","2/18/2015","N","11 West Side Square","COOPER LAKE FINANCIAL CORPORATION","1","0","0","8","0","Delta","","","1/15/1891","1/1/1934","6/1/2010","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","www.fnbcooper.com","1506","218","1288","120","273","0","154","0","119","1086","485","146","455","355","99","102","352","0","352","0","352","27","175","0","274.78"
