cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,inst.webaddr,intinc,eintexp,nim,elnatr,nonii,ifiduc,iserchg,igltrad,idothnii,nonix,esal,epremagg,IDEOTH,idpretx,iglsec,itax,ibefxtr,extra,netinc,NETIMIN,NETINBM,ntlnls,eqcdiv,eqcstkrx,noij
"16308","11759","539667","0","Mainland Bank","Texas City","TX","77590","12/31/2014","2/18/2015","NM","2831 Palmer Highway","","3","0","0","4","1","Galveston","26420","Houston-The Woodlands-Sugar Land, TX","9/14/1945","9/14/1945","4/22/2010","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","www.mainlandbank.com","5715","300","5415","310","329","0","246","0","83","3636","2171","482","983","1798","193","0","1991","0","1991","0","1991","182","1380","0","1798"
"5766","0","623445","1209109","MainSource Bank","Greensburg","IN","47240","12/31/2014","2/18/2015","NM","201 North Broadway","MAINSOURCE FINANCIAL GROUP, INC.","84","0","1","4","0","Decatur","","","1/1/1904","1/1/1934","10/17/2014","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","http://www.mainsourcebank.com","102791","7320","95471","1500","42516","1200","21075","0","20241","92084","42661","13741","35682","44403","-476","10190","33737","0","33737","0","33737","5859","24000","0","34103.52"
"13585","0","894245","2868147","Mainstreet Bank","Ashland","MO","65010","12/31/2014","2/18/2015","SM","301 East Broadway","CALVERT FINANCIAL CORPORATION","3","0","0","8","0","Boone","17860","Columbia, MO","10/11/1923","1/9/1934","8/19/2010","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Columbia Mo","St. louis","Western","West","www.msbmo.com","2297","465","1832","885","-216","0","72","0","-288","1609","563","178","868","-878","-18","-304","-592","0","-592","0","-592","280","0","0","-580.12"
"57742","0","3248849","0","MainStreet Bank","Herndon","VA","20170","12/31/2014","2/18/2015","SM","727 Elden Street","","5","0","0","4","0","Fairfax","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","5/26/2004","5/26/2004","7/30/2013","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","www.mstreetbank.com","14262","2070","12192","586","891","0","180","0","711","10097","5687","1884","2526","2400","105","752","1753","0","1753","0","1753","297","0","12356","1679.5"
"57598","0","3217957","0","Mainstreet Community Bank of Florida","Deland","FL","32720","12/31/2014","2/18/2015","NM","204 S. Woodland Boulevard","","4","0","0","4","1","Volusia","19660","Deltona-Daytona Beach-Ormond Beach, FL","10/24/2003","10/24/2003","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","CHICAGO","Gainesville","Atlanta","Southern","Southeast","www.mainstreetcbf.com","10086","775","9311","50","1354","0","302","0","1052","7022","4047","786","2189","3593","28","0","3621","0","3621","0","3621","711","2059","51","3593"
"32282","8089","773470","0","Malaga Bank F.S.B.","Palos Verdes Pen","CA","90274","12/31/2014","2/18/2015","SA","2514 Via Tejon","","5","0","0","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","3/8/1985","3/8/1985","7/21/2011","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (West)","San Francisco","Western","Western","www.malagabank.com","36166","5237","30929","90","616","0","89","0","527","10718","5742","1449","3527","20737","0","8717","12020","0","12020","0","12020","7","5000","0","12020"
"27861","416","676478","0","Malvern Federal Savings Bank","Paoli","PA","19301","12/31/2014","2/18/2015","SA","42 East Lancaster Avenue","","7","0","0","5","0","Chester","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","1/1/1887","1/8/1947","9/23/2014","Stock","0","0","OCC","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","www.malvernfederal.com","19666","5092","14574","273","2107","0","137","0","1970","15800","7499","1743","6558","608","94","21","681","0","681","0","681","518","0","0","589.82"
"14230","0","756343","3070415","Malvern Trust & Savings Bank","Malvern","IA","51551","12/31/2014","2/18/2015","NM","404 Main Street","MALVERN BANCSHARES, INC.","1","0","0","2","1","Mills","36540","Omaha-Council Bluffs, NE-IA","1/1/1892","4/10/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Chicago","Western","Western","www.malvernbank.com","3076","460","2616","286","154","0","55","0","99","1867","1160","158","549","617","0","17","600","0","600","0","600","148","203","0","600"
"30470","5398","459671","2589714","Manasquan Savings Bank","Manasquan","NJ","8736","12/31/2014","2/18/2015","SB","2221 Landmark Place","MSB MUTUAL HOLDING COMPANY","8","0","0","4","0","Monmouth","35620","New York-Newark-Jersey City, NY-NJ-PA","1/1/1874","7/7/1950","2/13/2013","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","http://www.manasquanbank.com","32738","5304","27434","1320","1891","0","348","0","1543","17610","9826","1948","5836","10395","363","4044","6714","0","6714","0","6714","422","0","0","6481.68"
"19205","9911","92050","1131620","Mancos Valley Bank","Mancos","CO","81328","12/31/2014","2/18/2015","NM","138 North Main Street","SOUTHERN COLORADO CORP.","2","0","0","2","1","Montezuma","","","8/17/1964","8/17/1964","2/25/2008","Stock","0","0","FDIC","DIF","Dallas","CHICAGO","Denver","Kansas City","Western","Western","http://www.mancosvalleybank.com","2101","187","1914","-313","100","0","76","0","24","1619","738","277","604","708","4","0","712","0","712","0","712","-50","1391","0","708"
"11823","0","614751","2851318","Manhattan Bank","Manhattan","MT","59741","12/31/2014","2/18/2015","NM","124 South Broadway","MSB FINANCIAL, INC.","4","0","0","2","1","Gallatin","","","10/5/1905","1/1/1934","12/14/2007","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","www.manhattanbank.com","5349","320","5029","0","725","0","229","0","496","4286","2677","492","1117","1468","23","0","1491","0","1491","0","1491","-36","868","0","1468"
"7907","13213","80020","0","Manor Bank","Manor","PA","15665","12/31/2014","2/18/2015","NM","83 Race Street","","2","0","0","5","0","Westmoreland","38300","Pittsburgh, PA","10/2/1902","1/1/1934","1/11/2011","Stock","0","0","FDIC","DIF","New York","NEW YORK","Wexford","Cleveland","Northeastern","Northeast","www.manorbank.com","907","24","883","72","76","0","30","0","46","984","375","165","444","-97","0","-15","-82","0","-82","0","-82","44","0","0","-82"
"26448","8465","163370","0","Mansfield Co-operative Bank","Mansfield","MA","2048","12/31/2014","2/18/2015","SM","80 North Main Street","","5","0","0","4","0","Bristol","39300","Providence-Warwick, RI-MA","1/1/1883","12/5/1985","3/24/2014","Non-Stock","0","0","FED","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","WWW.Mansfieldbankonline.com","16666","2661","14005","487","2049","0","413","0","1636","12992","8319","1446","3227","2575","109","644","2040","0","2040","0","2040","27","0","0","1957.16"
"223","0","868442","1143212","Manson State Bank","Manson","IA","50563","12/31/2014","2/18/2015","NM","1001 Main St","ROG-LEE, INCORPORATED","1","0","0","2","1","Calhoun","","","1/1/1933","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","www.mansonbank.com","1039","83","956","0","122","0","73","0","49","795","476","104","215","283","16","15","284","0","284","0","284","0","270","0","268.8"
"588","11394","501105","1037003","Manufacturers and Traders Trust Company","Buffalo","NY","14203","12/31/2014","2/18/2015","SM","One M And T Plaza","M&T BANK CORPORATION","753","3","1","4","0","Erie","15380","Buffalo-Cheektowaga-Niagara Falls, NY","1/1/1856","1/1/1934","5/16/2011","Stock","0","1","FED","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","http://www.mtb.com","2937193","221424","2715769","123150","1500106","213898","341933","26762","917513","2442300","1305937","255167","881196","1650425","0","546176","1104249","0","1104249","0","1104249","119928","500000","63497","1104249"
"18618","12962","930965","3133262","Manufacturers Bank","Los Angeles","CA","90071","12/31/2014","2/18/2015","NM","515 South Figueroa Street","SUMITOMO MITSUI FINANCIAL GROUP, INC.","10","0","0","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","10/29/1962","10/29/1962","3/4/2014","Stock","0","1","FDIC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (North)","San Francisco","Western","Western","http://www.manufacturers-ca.com","63430","7931","55499","3000","7744","230","2296","0","5218","43877","28607","4251","11019","16366","0","6890","9476","0","9476","0","9476","-1721","0","0","9476"
"16307","14046","215345","2269977","Manufacturers Bank & Trust Company","Forest City","IA","50436","12/31/2014","2/18/2015","NM","245 J Street","MBT CORP.","6","0","1","2","1","Winnebago","","","9/1/1945","9/1/1945","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","www.mbtbank.com","11202","1342","9860","290","2980","0","647","0","2333","8151","4859","1163","2129","4399","0","211","4188","0","4188","0","4188","-43","1848","0","4188"
"57581","0","3151417","3151426","Maple Bank","Champlin","MN","55316","12/31/2014","2/18/2015","NM","11660 Theatre Drive North","MAPLE FINANCIAL HOLDING COMPANY","1","0","0","4","0","Hennepin","33460","Minneapolis-St. Paul-Bloomington, MN-WI","8/4/2003","8/4/2003","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","http://www.maple-bank.com","2048","333","1715","209","137","0","86","0","51","2183","892","232","1059","-540","0","-221","-319","0","-319","0","-319","1","0","0","-319"
"28585","1899","548472","0","Maple City Savings Bank, FSB","Hornell","NY","14843","12/31/2014","2/18/2015","SA","145 Main Street","","1","0","0","5","0","Steuben","","","1/1/1905","1/5/1953","7/21/2011","Stock","0","0","OCC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","http://www.maplecitysavings.com","2727","377","2350","120","329","0","145","0","184","2531","1084","354","1093","28","0","2","26","0","26","0","26","176","0","0","26"
"17903","9612","683449","1200311","Maquoketa State Bank","Maquoketa","IA","52060","12/31/2014","2/18/2015","SM","203 North Main Street","OHNWARD BANCSHARES, INC.","4","0","0","2","0","Jackson","","","9/2/1958","9/2/1958","3/31/2006","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","http://www.maquoketasb.com","11171","1989","9182","-250","2651","878","402","0","1371","7016","4290","503","2223","5067","0","1071","3996","0","3996","0","3996","-421","875","0","3996"
"29745","4000","596978","0","Marathon Savings Bank","Wausau","WI","54401","12/31/2014","2/18/2015","SB","500 Scott Street","","4","0","0","5","0","Marathon","48140","Wausau, WI","1/1/1902","3/12/1958","3/14/2014","Non-Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","www.marathonsavingsbank.com","6247","1417","4830","750","694","0","194","0","500","4736","2537","556","1643","38","-2510","-39","-2433","0","-2433","0","-2433","860","0","0","26.8"
"90234","8425","816304","0","Marblehead Bank","Marblehead","MA","1945","12/31/2014","2/18/2015","SM","21 Atlantic Avenue","","3","0","0","5","0","Essex","14460","Boston-Cambridge-Newton, MA-NH","3/18/1871","9/17/1985","10/22/2008","Non-Stock","0","0","FED","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","www.marblebank.com","6300","380","5920","23","1063","0","357","0","706","6518","4000","655","1863","442","0","83","359","0","359","0","359","53","0","0","359"
"20250","0","258445","1823608","Marine Bank","Springfield","IL","62704","12/31/2014","2/18/2015","NM","3050 West Wabash Avenue","MARINE BANCORP, INC.","13","0","0","4","1","Sangamon","44100","Springfield, IL","9/4/1970","9/4/1970","10/4/2013","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","www.ibankmarine.com","22372","2314","20058","395","6846","1106","1290","0","4450","21125","13363","1899","5863","5384","0","12","5372","0","5372","0","5372","1028","4600","0","5372"
"34233","0","2587916","0","Marine Bank & Trust Company","Vero Beach","FL","32963","12/31/2014","2/18/2015","NM","571 Beachland Boulevard","","2","0","0","4","0","Indian River","42680","Sebastian-Vero Beach, FL","7/1/1997","7/1/1997","3/31/2006","Stock","0","1","FDIC","DIF","Atlanta","NEW YORK","South Florida","Atlanta","Southern","Southeast","marinebankandtrust.com","5712","430","5282","0","794","0","259","0","535","4629","2651","353","1625","1447","73","586","934","0","934","0","934","-4","0","2523","887.28"
"11685","13176","428631","1097182","Marine Bank and Trust","Carthage","IL","62321","12/31/2014","2/18/2015","NM","410 Buchanan","UNITED COMMUNITY BANCORP, INC.","3","0","0","2","1","Hancock","","","5/1/1920","1/1/1934","11/4/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","www.marinebk.com","8389","1125","7264","165","1256","126","368","0","762","4777","2148","675","1954","3578","0","57","3521","0","3521","0","3521","189","1360","0","3521"
"35479","0","3010000","3227947","MARINERS BANK","Edgewater","NJ","7020","12/31/2014","2/18/2015","NM","935 River Road","MARINER'S BANCORP","7","0","0","4","1","Bergen","35620","New York-Newark-Jersey City, NY-NJ-PA","5/1/2001","5/1/2001","7/21/2010","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","http://www.marinersbank.com","10864","1600","9264","315","606","0","299","0","307","7986","3746","2053","2187","1569","237","0","1806","0","1806","0","1806","987","0","30","1569"
"14184","0","449832","1248023","Marion Bank and Trust Company","Marion","AL","36756","12/31/2014","2/18/2015","NM","332 South Washington Street","MARION BANCSHARES, INC.","2","0","0","4","1","Perry","","","3/17/1934","4/2/1934","2/24/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","https://www.marion-bank.com","11688","3282","8406","125","338","0","326","0","12","5156","2564","374","2218","3463","66","197","3332","0","3332","0","3332","33","1602","0","3269.96"
"7909","11479","947525","1138928","Marion Center Bank","Indiana","PA","15701","12/31/2014","2/18/2015","NM","1271 Indian Springs Road","COMMUNITY BANKERS' CORPORATION","8","0","0","4","0","Indiana","","","7/6/1905","1/1/1934","6/24/2011","Stock","0","0","FDIC","DIF","New York","NEW YORK","Wexford","Cleveland","Northeastern","Northeast","http://www.marioncenterbank.com","10221","2011","8210","55","960","0","616","0","344","7913","4842","793","2278","1202","493","441","1254","0","1254","0","1254","125","912","0","889.18"
"30819","5968","441078","0","Marion County Savings Bank","Salem","IL","62881","12/31/2014","2/18/2015","SB","301 W Main Street","","3","0","0","5","0","Marion","","","1/1/1910","8/27/1956","9/1/2012","Non-Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","WWW.MARIONCOUNTYSAVINGS.COM","5627","994","4633","81","771","0","285","0","486","4533","2668","445","1420","790","122","220","692","0","692","0","692","126","0","0","599.28"
"15272","16045","97943","1200245","Marion County State Bank","Pella","IA","50219","12/31/2014","2/18/2015","NM","800 Main Street","PELLA FINANCIAL GROUP, INC.","2","0","0","2","1","Marion","","","9/21/1935","9/21/1935","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","http://www.marioncountybank.com","10838","1494","9344","120","1435","0","292","0","1143","4870","3467","270","1133","5789","36","296","5529","0","5529","0","5529","-1","3597","0","5494.8"
"15355","0","484057","3828250","Marion State Bank","Marion","TX","78124","12/31/2014","2/18/2015","NM","301 West San Antonio Street","MARION BANCSHARES, INC.","1","0","0","7","1","Guadalupe","41700","San Antonio-New Braunfels, TX","1/1/1906","2/11/1936","10/4/2007","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","www.marionstatebanktx.com","2838","229","2609","100","296","0","217","0","79","1656","992","166","498","1149","171","0","1320","0","1320","0","1320","25","594","0","1149"
"9320","0","678454","0","Marion State Bank","Marion","LA","71260","12/31/2014","2/18/2015","NM","345 Main Street","","3","0","0","4","0","Union","33740","Monroe, LA","2/1/1907","1/1/1934","2/21/2008","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Shreveport","Dallas","Southern","Western","www.marionstatebank.com","7437","916","6521","220","843","0","363","0","480","5135","3046","583","1506","2009","5","620","1394","0","1394","0","1394","195","57","0","1390.55"
"1517","13003","489641","1406850","Markesan State Bank","Markesan","WI","53946","12/31/2014","2/18/2015","SM","84 N. Bridge Street","MARKESAN BANCSHARES, INC.","4","0","0","2","0","Green Lake","","","11/3/1891","1/1/1934","3/31/2006","Stock","0","1","FED","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","www.markesanstatebank.com","7556","853","6703","3188","478","30","191","0","257","3704","2201","421","1082","289","0","62","227","0","227","0","227","2840","570","-106","227"
"90235","16539","818401","3469354","Marlborough Savings Bank","Marlborough","MA","1752","12/31/2014","2/18/2015","SB","81 Granger Boulevard","MARLBOROUGH BANCSHARES MHC","6","0","0","4","0","Middlesex","14460","Boston-Cambridge-Newton, MA-NH","4/3/1860","11/15/1985","9/13/2010","Stock","0","0","FDIC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","WWW.MARLBOROUGHSAVINGS.COM","16991","2066","14925","530","1369","0","499","-51","921","12422","7155","1400","3867","3342","1164","1430","3076","0","3076","0","3076","-10","0","0","2284.48"
"58267","0","3716852","3832583","Marlin Business Bank","Salt Lake City","UT","84121","12/31/2014","2/18/2015","SM","2795 E Cottonwood Parkway, #","MARLIN BUSINESS SERVICES CORP.","1","0","0","8","0","Salt Lake","41620","Salt Lake City, UT","3/12/2008","3/12/2008","1/13/2009","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","San Francisco","Western","West","","76477","4855","71622","9019","5005","0","0","0","5005","34370","935","170","33265","33238","0","12754","20484","0","20484","0","20484","8896","0","0","20484"
"16250","10700","716833","1207486","Marquette Bank","Chicago","IL","60636","12/31/2014","2/18/2015","SM","6316 South Western Avenue","MARQUETTE NATIONAL CORPORATION","25","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","5/12/1945","5/12/1945","10/20/2006","Stock","0","1","FED","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","www.emarquettebank.com","51043","2489","48554","-2228","15480","1724","5884","0","7872","53310","27043","8661","17606","12952","-632","3673","8647","0","8647","0","8647","2506","3900","0","9089.4"
"18094","0","388258","0","Marquette Farmers State Bank of Marquette","Marquette","KS","67464","12/31/2014","2/18/2015","NM","205 North Washington","","1","0","0","2","0","Mcpherson","","","7/26/1906","10/15/1959","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","www.mfsb.com","1219","194","1025","20","99","0","46","0","53","861","504","60","297","243","44","74","213","0","213","0","213","12","10","0","180.44"
"30544","5523","304173","0","Marquette Savings Bank","Erie","PA","16501","12/31/2014","2/18/2015","SB","920 Peach Street","","12","0","0","5","0","Erie","21500","Erie, PA","1/1/1908","6/7/1954","8/28/2009","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Wexford","Cleveland","Northeastern","Northeast","www.marquettesavings.com","29818","5581","24237","616","2013","0","391","0","1622","16379","8354","2572","5453","9255","414","2473","7196","0","7196","0","7196","635","0","0","6889.64"
"58345","0","3625002","0","Marquis Bank","Coral Gables","FL","33134","12/31/2014","2/18/2015","NM","355 Alhambra Circle, # 125","","1","0","0","4","0","Miami-Dade","33100","Miami-Fort Lauderdale-West Palm Beach, FL","8/13/2007","8/13/2007","6/27/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","www.marquisbank.com","9260","1258","8002","204","313","0","241","0","72","5747","3386","858","1503","2364","0","927","1437","0","1437","0","1437","34","35","201","1437"
"16318","0","104542","1491780","Marseilles Bank","Marseilles","IL","61341","12/31/2014","2/18/2015","NM","101 East Bluff Street","MARSEILLES BANCORPORATION, INC.","2","0","0","8","1","La Salle","","","9/24/1945","9/24/1945","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","http://www.marseillesbank.com","1985","242","1743","41","234","0","128","0","106","1176","614","126","436","760","1","-2","763","0","763","0","763","52","417","0","762"
"9752","0","720157","0","Marshall County State Bank","Newfolden","MN","56738","12/31/2014","2/18/2015","NM","118 East Minnesota","","1","0","0","2","1","Marshall","","","10/20/1922","1/1/1934","2/18/2009","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Forks","Minneapolis","Central","West","www.mcsbnewfolden.com","770","70","700","3","107","0","91","0","16","473","281","27","165","331","0","0","331","0","331","0","331","2","291","0","331"
"90190","13953","196800","0","Martha's Vineyard Savings Bank","Edgartown","MA","2539","12/31/2014","2/18/2015","SB","78 Main Street","","9","0","0","5","0","Dukes","","","4/15/1955","11/4/1985","9/9/2013","Non-Stock","0","1","FDIC","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","http://www.mvbank.com","20652","1802","18850","-300","3358","1376","656","0","1326","16051","8584","1820","5647","6457","0","2540","3917","0","3917","0","3917","18","0","0","3917"
"8270","13728","810553","1133099","Martinsburg Bank and Trust","Mexico","MO","65265","12/31/2014","2/18/2015","NM","400 South Muldrow","MARTINSBURG BANCORP, INC.","9","0","0","2","1","Audrain","","","4/3/1893","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Columbia Mo","St. louis","Western","West","www.martinsburgbank.com","7178","912","6266","54","1104","48","439","0","617","4961","2875","755","1331","2355","24","2","2377","0","2377","0","2377","-15","874","0","2353"
"29685","3881","104971","0","Martinsville First Savings Bank","Martinsville","VA","24114","12/31/2014","2/18/2015","SA","25 W Church Street","","1","0","0","5","0","Martinsville City","","","1/1/1924","1/3/1950","7/21/2011","Non-Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","www.martinsvillefirst.com","1704","456","1248","35","87","0","0","0","87","939","434","123","382","361","-84","141","136","0","136","0","136","87","0","0","189.76"
"57821","0","3284100","0","Maryland Financial Bank","Towson","MD","21204","12/31/2014","2/18/2015","NM","502 Washington Ave, # 300","","1","0","0","4","0","Baltimore","12580","Baltimore-Columbia-Towson, MD","10/25/2004","10/25/2004","4/28/2009","Stock","0","0","FDIC","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","http://www.mdfinbank.com","2398","370","2028","106","308","0","13","0","295","2190","1407","131","652","40","0","-1","41","0","41","0","41","154","0","1","41"
"18013","13316","268006","0","Mascoma Savings Bank","Lebanon","NH","3766","12/31/2014","2/18/2015","SA","67 North Park Street","","29","0","1","4","0","Grafton","","","1/1/1899","7/2/1959","8/16/2014","Stock","0","1","OCC","DIF","New York","NEW YORK","Concord","Boston","Northeastern","Northeast","www.mascomabank.com","43610","5072","38538","1610","8594","706","1471","0","6417","39349","22196","5666","11487","6173","90","973","5290","0","5290","0","5290","440","0","0","5214.4"
"3327","14756","368054","3026896","Mason Bank","Mason","TX","76856","12/31/2014","2/18/2015","SM","111 Westmoreland Street","MASON BANK EMPLOYEE'S STOCK OWNERSHIP PLAN AND TRUST","1","0","0","2","1","Mason","","","1/15/1904","1/1/1934","1/1/2013","Stock","0","0","FED","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","http://www.masonbank.com","3676","276","3400","0","330","0","265","0","65","2215","1429","299","487","1515","0","0","1515","0","1515","0","1515","3","0","0","1515"
"16198","0","108746","1399019","Mason City National Bank","Mason City","IL","62664","12/31/2014","2/18/2015","N","104 West Pine Street","MASON CITY BANCORP, INC.","1","0","0","2","1","Mason","","","10/9/1944","10/9/1944","3/31/2006","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","onlinebanking.masoncitynationalbank.com","2176","254","1922","0","94","3","43","0","48","1276","784","197","295","740","94","9","825","0","825","0","825","13","433","0","731.94"
"1001","10973","49344","1249132","Mason State Bank","Mason","MI","48854","12/31/2014","2/18/2015","NM","322 South Jefferson Street","CAPITAL DIRECTIONS, INC.","4","0","0","8","1","Ingham","29620","Lansing-East Lansing, MI","6/7/1886","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","www.masonstate.com","4365","1161","3204","-50","761","0","170","0","591","3054","1861","399","794","961","0","0","961","0","961","0","961","-5","1081","0","961"
"30303","5138","29878","0","Maspeth Federal Savings and Loan Association","Maspeth","NY","11378","12/31/2014","2/18/2015","SA","56-18 69th St","","6","0","0","4","0","Queens","35620","New York-Newark-Jersey City, NY-NJ-PA","1/1/1947","2/3/1947","7/21/2011","Non-Stock","0","0","OCC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","www.maspethfederal.com","72414","5181","67233","433","-119","0","20","0","-139","28905","16036","2931","9938","37776","0","16258","21518","0","21518","0","21518","411","0","0","21518"
"30429","5323","454975","0","Massena Savings and Loan","Massena","NY","13662","12/31/2014","2/18/2015","SA","255 Main Street","","2","0","0","5","0","Saint Lawrence","","","1/1/1924","10/14/1949","7/21/2011","Non-Stock","0","0","OCC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","www.massenasavingsloan.com","6300","1544","4756","273","373","0","37","0","336","3508","1888","368","1252","1348","0","430","918","0","918","0","918","233","0","0","918"
"2359","9252","857811","3045011","Mauch Chunk Trust Company","Jim Thorpe","PA","18229","12/31/2014","2/18/2015","NM","1111 North Street","MAUCH CHUNK TRUST FINANCIAL CORP.","8","0","0","7","0","Carbon","10900","Allentown-Bethlehem-Easton, PA-NJ","8/25/1902","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","http://www.mauchchunk.com","10852","1031","9821","365","2489","322","705","0","1462","9431","4993","1241","3197","2514","1099","520","3093","0","3093","0","3093","937","1592","0","2147.86"
"15930","0","694146","1133615","Maxwell State Bank","Maxwell","IA","50161","12/31/2014","2/18/2015","NM","122 Main Street","DENTEL BANCORPORATION","1","0","0","2","1","Story","11180","Ames, IA","2/1/1943","2/1/1943","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","www.maxwellstatebank.com","940","158","782","0","46","0","42","0","4","361","243","34","84","467","0","20","447","0","447","0","447","0","140","0","447"
"13736","15541","1009840","1204355","Maynard Savings Bank","Maynard","IA","50655","12/31/2014","2/18/2015","NM","310 West Main Street","FAYETTE BANCORPORATION","2","0","0","2","1","Fayette","","","1/1/1895","1/13/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","http://www.maynardsavingsbank.com","2570","265","2305","147","177","0","144","0","33","1178","740","155","283","1157","0","66","1091","0","1091","0","1091","176","768","0","1091"
"30585","5592","411576","0","Mayville Savings Bank","Mayville","WI","53050","12/31/2014","2/18/2015","SB","200 South Main Street","","1","0","0","5","0","Dodge","","","1/1/1922","7/6/1953","8/5/2014","Non-Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Milwaukee","Chicago","Central","Central","http://www.mayvillesavings.com","2282","353","1929","60","129","0","21","0","108","1570","899","183","488","428","0","138","290","0","290","0","290","49","0","0","290"
"12899","15618","358448","2907251","Mayville State Bank","Mayville","MI","48744","12/31/2014","2/18/2015","NM","6104 Fulton","MAYVILLE FINANCIAL CORPORATION","3","0","0","8","0","Tuscola","","","4/15/1885","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","www.mayvillestatebank.com","2913","358","2555","196","667","0","483","0","184","2411","1399","266","746","615","2","145","472","0","472","0","472","139","354","0","470.48"
