cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,inst.webaddr,ntrtmlg,cd3les,cd3t12,cd1t3,cdov3
"9313","9854","148715","1134283","PBK BANK, INC.","Stanford","KY","40484","12/31/2014","2/18/2015","NM","120 Frontier Boulevard","COMMUNITY BANCSHARES, INC.","6","0","0","4","0","Lincoln","","","1/1/1906","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","http://www.pbkbank.com","9206","4026","3786","1093","301"
"14522","0","188449","1200049","PCSB Bank","Clarinda","IA","51632","12/31/2014","2/18/2015","NM","120 East Washington St","WHITMORE COMPANY, INC.","6","0","0","2","1","Page","","","1/1/1866","6/28/1934","7/1/2013","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Chicago","Western","Western","WWW.PCSBBANK.COM","5471","1792","2139","1282","258"
"57232","0","3121081","0","PCSB Commercial Bank","Brewster","NY","10509","12/31/2014","2/18/2015","NM","2477 Route 6","","1","0","0","7","0","Putnam","35620","New York-Newark-Jersey City, NY-NJ-PA","6/14/2002","6/14/2002","8/16/2011","Stock","15995","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","","0","0","0","0","0"
"57923","0","3348468","0","Peach State Bank & Trust","Gainesville","GA","30501","12/31/2014","2/18/2015","NM","325 Washington Street","","2","0","0","4","0","Hall","23580","Gainesville, GA","4/27/2005","4/27/2005","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","http://www.peachstatebank.com","22389","2545","9763","5030","5051"
"11035","0","236706","2651590","Peapack-Gladstone Bank","Gladstone","NJ","7934","12/31/2014","2/18/2015","SM","190 Main St","PEAPACK-GLADSTONE FINANCIAL CORPORATION","23","0","0","4","0","Somerset","35620","New York-Newark-Jersey City, NY-NJ-PA","9/21/1921","1/1/1934","4/11/2013","Stock","0","1","FED","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","www.pgbank.com","118053","8059","25240","64491","20263"
"18132","0","723868","2184043","Pearland State Bank","Pearland","TX","77581","12/31/2014","2/18/2015","NM","2301 North Main Street","COASTAL BANCSHARES, INC.","1","0","0","7","1","Brazoria","26420","Houston-The Woodlands-Sugar Land, TX","1/6/1960","1/6/1960","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","www.pearlandbank.com","41023","11310","22737","6976","0"
"29582","3697","515979","0","Pee Dee Federal Savings Bank","Marion","SC","29571","12/31/2014","2/18/2015","SA","106 East Court Street","","2","0","0","8","0","Marion","","","12/11/1935","12/11/1935","7/21/2011","Non-Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","","4406","0","3864","542","0"
"58483","0","3465392","0","Pegasus Bank","Dallas","TX","75209","12/31/2014","2/18/2015","NM","4515 W. Mockingbird Lane","","1","0","0","4","0","Dallas","19100","Dallas-Fort Worth-Arlington, TX","1/24/2007","1/24/2007","4/22/2008","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","http://www.pegasusbankdallas.com","7798","5362","2013","0","423"
"19430","0","864341","3183913","Pekin National Bank","Pekin","IL","61554","12/31/2014","2/18/2015","N","333 Court Street","PNB BANCSHARES, INC.","3","0","0","5","0","Tazewell","37900","Peoria, IL","5/8/1965","5/8/1965","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","http://www.pekinnationalbank.com","4603","1511","1597","122","1373"
"15441","11578","634731","1839421","Pelham Banking Company","Pelham","GA","31779","12/31/2014","2/18/2015","NM","180 Mathewson Ave","PBC BANCSHARES, INC.","2","0","0","2","1","Mitchell","","","1/1/1910","12/9/1936","3/31/2006","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","www.pelhambank.com","10439","2756","6907","617","159"
"8329","15866","854258","3309713","Pender State Bank","Pender","NE","68047","12/31/2014","2/18/2015","NM","222 Main Street","FRONTIER HOLDINGS, LLC","1","0","0","2","1","Thurston","","","1/1/1888","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux City","Kansas City","Western","West","www.penderstate.com","35503","6352","3671","10587","14893"
"6176","0","370020","3137082","Pendleton Community Bank, Inc.","Franklin","WV","26807","12/31/2014","2/18/2015","NM","300 North Main Street","ALLEGHENY BANCSHARES, INC.","5","0","1","4","0","Pendleton","","","10/5/1925","1/1/1934","5/22/2013","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Scott Depot","Richmond","Northeastern","Northeast","http://www.yourbank.com","40721","5279","13672","17301","4469"
"57844","0","3277988","3277979","Penn Liberty Bank","Wayne","PA","19087","12/31/2014","2/18/2015","NM","724 W Lancaster Ave Ste 210","PENN LIBERTY FINANCIAL CORP","13","0","0","4","0","Chester","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","9/1/2004","9/1/2004","12/31/2009","Stock","0","0","FDIC","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","www.pennlibertybank.com","40490","6430","15252","16584","2224"
"90208","0","635907","0","Pentucket  Bank","Haverhill","MA","1830","12/31/2014","2/18/2015","SB","One Merrimack Street","","5","0","1","4","0","Essex","14460","Boston-Cambridge-Newton, MA-NH","1/1/1891","10/8/1985","3/31/2006","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","www.pentucketbank.com","129914","28692","57332","26829","17061"
"22756","8951","942539","1426782","People's Bank and Trust Company of Pickett County","Byrdstown","TN","38549","12/31/2014","2/18/2015","NM","19 Courthouse Square","EMPLOYEE STOCK OWNERSHIP TRUST OF PEOPLE'S BANK AND TRUST COMPANY OF PICKETT COUNTY","1","0","0","4","0","Pickett","","","11/27/1978","11/27/1978","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Knoxville","Atlanta","Southern","Southeast","https://www.peoplesbankbyrdstown.com","36893","8571","18237","3739","6346"
"34146","0","2396592","4096645","People's Bank of Seneca","Seneca","MO","64865","12/31/2014","2/18/2015","NM","1615 Cherokee Avenue","PBS BANCSHARES, INC.","2","0","0","4","0","Newton","27900","Joplin, MO","3/15/1996","3/15/1996","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","Kansas City","Western","West","peoplesbankofseneca.com","10871","3983","3449","2228","1211"
"27334","18027","613307","0","People's United Bank","Bridgeport","CT","6604","12/31/2014","2/18/2015","SA","850 Main Street","","411","0","1","4","0","Fairfield","14860","Bridgeport-Stamford-Norwalk, CT","7/6/1988","7/6/1988","2/13/2014","Stock","0","1","OCC","DIF","New York","NEW YORK","Hartford","New York","Northeastern","Northeast","www.peoples.com","2067425","456500","848244","708268","54413"
"58597","0","3548763","0","PeopleFirst Bank","Joliet","IL","60435","12/31/2014","2/18/2015","NM","3100 Theodore Street","","2","0","0","4","0","Will","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/8/2007","1/8/2007","1/8/2007","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","www.PeopleFirstBank.com","27247","3338","12995","10022","892"
"5956","12325","220527","2818245","Peoples Bank","Newton","NC","28658","12/31/2014","2/18/2015","NM","518 West C Street","PEOPLES BANCORP OF NORTH CAROLINA, INC.","23","0","0","4","0","Catawba","25860","Hickory-Lenoir-Morganton, NC","1/1/1912","1/1/1934","10/11/2013","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Charlotte","Richmond","Northeastern","Southeast","https://www.peoplesbanknc.com","94004","22137","36319","29822","5726"
"6158","12995","455972","1030947","Peoples Bank","Bellingham","WA","98226","12/31/2014","2/18/2015","NM","3100 Woburn Street","PEOPLES BANCORP","25","0","0","4","0","Whatcom","13380","Bellingham, WA","1/7/1921","1/1/1934","6/20/2013","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","http://www.peoplesbank-wa.com","263627","64564","134258","36053","28752"
"9366","12640","70638","4189314","Peoples Bank","Mendenhall","MS","39114","12/31/2014","2/18/2015","NM","154 Maud Avenue","PEOPLES BANCSHARES, INC.","7","0","1","4","1","Simpson","27140","Jackson, MS","11/5/1908","1/1/1934","8/21/2012","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Jackson Ms","Atlanta","Southern","West","http://www.peoplesbank-ms.com","38858","7926","16471","12552","1909"
"27398","11115","1293078","1406953","Peoples Bank","Paris","TX","75460","12/31/2014","2/18/2015","NM","35 South Plaza","TEXAS PEOPLES NATIONAL BANCSHARES, INC.","3","0","0","8","1","Lamar","","","12/15/1988","12/15/1988","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","www.pbparis.com","7370","1592","4328","1315","135"
"16265","15434","998844","1249646","Peoples Bank","Rock Valley","IA","51247","12/31/2014","2/18/2015","NM","1230 Valley Drive","PEOPLES BANCORP","7","0","1","2","1","Sioux","","","6/1/1945","6/1/1945","1/10/2008","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Sioux City","Chicago","Western","Western","www.peoples-ebank.com","39043","14070","14256","10266","451"
"2320","14454","539452","2606321","Peoples Bank","Westville","OK","74965","12/31/2014","2/18/2015","NM","121 South Williams Avenue","PEOPLES COMMERCIAL BANCORP, INC.","2","0","0","2","1","Adair","","","2/3/1903","1/1/1934","6/1/2010","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","http://www.pb-ok.com","11359","4362","5042","905","1050"
"35367","0","2886178","3182765","Peoples Bank","Elkhorn","WI","53121","12/31/2014","2/18/2015","NM","837 N. Wisconsin Street","PEOPLES BANCSHARES, INC.","3","0","0","4","0","Walworth","","","3/5/2001","3/5/2001","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Milwaukee","Chicago","Central","Central","http://www.peoplesbankwi.com","19589","4747","8101","4526","2215"
"9489","11773","148238","4262525","Peoples Bank","Clifton","TN","38425","12/31/2014","2/18/2015","NM","129 Main Street","PB BANCSHARES, INC. EMPLOYEES STOCK OWNERSHIP PLAN","3","0","0","4","0","Wayne","","","1/1/1890","1/1/1934","3/5/2013","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Nashville","Atlanta","Southern","Southeast","pbbanking.com","36706","8219","14360","11828","2299"
"9882","53020","278153","3236912","Peoples Bank","Tulsa","OK","74150","12/31/2014","2/18/2015","NM","445 South Lewis Avenue","PEOPLES STATE BANCSHARES, INC.","2","0","0","4","1","Tulsa","46140","Tulsa, OK","1/1/1907","1/1/1934","2/12/2011","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","http://www.peoplesbanktulsa.com","17608","10260","5163","2185","0"
"57058","0","2939391","4639435","PEOPLES BANK","Sheridan","AR","72150","12/31/2014","2/18/2015","SM","1120 South Rock Street","PEOPLES BANCORP, INC.","2","0","0","4","0","Grant","30780","Little Rock-North Little Rock-Conway, AR","9/13/2000","9/13/2000","6/28/2011","Stock","0","0","FED","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","http://www.peoplesbankar.com","15463","4064","8159","3240","0"
"4751","15399","177957","1995103","Peoples Bank","Lawrence","KS","66049","12/31/2014","2/18/2015","SM","4831 West 6th Street","WINTER TRUST OF 12/3/74","13","0","1","4","0","Douglas","29940","Lawrence, KS","11/8/1871","1/1/1934","3/31/2006","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","http://www.bankingunusual.com","10367","2351","6437","1378","201"
"19788","0","819855","2814528","Peoples Bank","Lubbock","TX","79424","12/31/2014","2/18/2015","SM","5820 82nd Street","PEOPLES BANCORP, INC.","7","0","0","2","0","Lubbock","31180","Lubbock, TX","2/13/1968","2/13/1968","3/31/2006","Stock","0","1","FED","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","www.peoplesbanktexas.com","61778","14222","31677","11432","4447"
"15216","14483","715032","1081725","Peoples Bank","Lyons","GA","30436","12/31/2014","2/18/2015","NM","299 West Liberty Street","SOUTH GEORGIA BANKSHARES CORPORATION","3","0","0","4","0","Toombs","","","1/1/1931","7/2/1935","6/2/2008","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","http://www.ourpeoplesbank.com","7455","2068","5387","0","0"
"9328","0","923257","0","Peoples Bank","Chatham","LA","71226","12/31/2014","2/18/2015","NM","Front And Barnett Streets","","1","0","0","4","0","Jackson","","","1/1/1908","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Shreveport","Dallas","Southern","Western","","22929","2324","12094","6556","1955"
"1562","10019","519445","1928727","Peoples Bank","Lebanon","KY","40033","12/31/2014","2/18/2015","NM","265 Old Springfield Road","COMMUNITY FINANCIAL OF KENTUCKY, INC.","2","0","0","4","0","Marion","","","9/16/1910","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Elizabethtown","St. louis","Central","Southeast","http://www.pboflebanon.com","8319","1305","3527","2315","1172"
"12230","10084","948250","2618427","Peoples Bank","Cuba","MO","65453","12/31/2014","2/18/2015","NM","408 W, Washington Street","PEOPLES BANCORPORATION, INC.","5","0","0","4","1","Crawford","","","6/22/1901","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","www.peoplesbk.com","25619","1307","4499","16881","2932"
"14636","0","723756","3343070","Peoples Bank","Coldwater","KS","67029","12/31/2014","2/18/2015","SM","101 East Main Street","STOCKGROWERS STATE BANK EMPLOYEE STOCK OWNERSHIP PLAN","1","0","0","2","1","Comanche","","","12/5/1905","8/6/1934","3/31/2006","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","http://www.peoplesbankcoldwater.com","6888","3454","3197","237","0"
"17320","10767","922344","1209480","Peoples Bank & Trust","Pana","IL","62557","12/31/2014","2/18/2015","NM","200 South Locust Street","PEOPLE FIRST BANCSHARES, INC.","11","0","0","2","1","Christian","","","5/1/1954","5/1/1954","8/7/2014","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","http://www.bankpbt.com","32742","13547","5447","11150","2598"
"25795","0","109136","3466504","Peoples Bank & Trust","Buford","GA","30518","12/31/2014","2/18/2015","NM","1899 Buford Highway","PEOPLES BANKTRUST, INC.","1","0","0","4","0","Gwinnett","12060","Atlanta-Sandy Springs-Roswell, GA","12/13/1984","12/13/1984","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","WWW.PEOPLESBANKTRUST.COM","83751","11010","35872","21234","15635"
"8903","14347","909055","1097173","Peoples Bank & Trust Co.","Troy","MO","63379","12/31/2014","2/18/2015","SM","430 East Wood Street","LINCOLN COUNTY BANCORP, INC.","7","0","0","4","1","Lincoln","41180","St. Louis, MO-IL","3/10/1924","1/1/1934","9/22/2007","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","pbtc.net","41092","7546","18449","12980","2117"
"8129","11241","282048","1096420","Peoples Bank & Trust Company","Owenton","KY","40359","12/31/2014","2/18/2015","NM","101 North Main Street","OWENTON BANCORP, INC.","1","0","0","2","1","Owen","","","1/1/1902","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Elizabethtown","St. louis","Central","Southeast","www.peoplesowenton.com","4824","1170","2149","710","795"
"1475","0","28732","1131554","Peoples Bank & Trust Company","Manchester","TN","37355","12/31/2014","2/18/2015","NM","1203 Hillsboro Boulevard","PEOPLES BANCORP, INC.","1","0","0","4","0","Coffee","","","7/6/1905","1/1/1934","11/24/2008","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Nashville","Atlanta","Southern","Southeast","www.bankwithpeoples.com","10355","3826","4425","2104","0"
"12438","0","857147","1133950","Peoples Bank & Trust Company","North Carrollton","MS","38947","12/31/2014","2/18/2015","NM","106 E Main St","PEOPLES COMMERCE CORPORATION","2","0","0","7","0","Carroll","","","1/1/1918","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Jackson Ms","St. louis","Southern","West","","17468","3424","4307","6940","2797"
"8117","10834","814711","1357082","Peoples Bank & Trust Company of Hazard","Hazard","KY","41701","12/31/2014","2/18/2015","SM","524 Main Street","HAZARD BANCORP","7","0","0","4","1","Perry","","","3/19/1923","1/1/1934","6/19/2009","Stock","0","1","FED","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","http://www.peopleshazard.com","66970","18779","39879","6756","1556"
"1365","12788","153353","1248658","Peoples Bank and Trust Company","Mcpherson","KS","67460","12/31/2014","2/18/2015","NM","101 South Main Street","PBT BANCSHARES, INC.","12","0","0","4","0","Mcpherson","","","11/1/1898","1/1/1934","2/11/2013","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","http://www.peoplesbankonline.com","26284","9844","9417","6659","364"
"2331","15697","243955","0","Peoples Bank and Trust Company","Ryan","OK","73565","12/31/2014","2/18/2015","NM","517 Washington Street","","1","0","0","2","1","Jefferson","","","3/5/1906","1/1/1934","7/17/2008","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","www.peoplesbankusa.com","12892","3492","3124","4739","1537"
"58172","0","3335301","1426782","Peoples Bank and Trust Company of Clinton County","Albany","KY","42602","12/31/2014","2/18/2015","NM","403 North Cross Street","EMPLOYEE STOCK OWNERSHIP TRUST OF PEOPLE'S BANK AND TRUST COMPANY OF PICKETT COUNTY","1","0","0","8","0","Clinton","","","3/20/2006","3/20/2006","6/2/2014","Stock","0","0","FDIC","DIF","Chicago","DALLAS","Elizabethtown","St. louis","Central","Southeast","https://www.peoplesbankalbany.com","15261","1449","3846","5716","4250"
"20281","12646","746513","1966671","Peoples Bank and Trust Company of Madison County","Berea","KY","40403","12/31/2014","2/18/2015","SM","419 Chestnut Street","WHITAKER BANK CORPORATION OF KENTUCKY","11","0","0","4","0","Madison","","","10/19/1970","10/19/1970","3/31/2006","Stock","0","1","FED","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","http://www.whitakerbank.com","47748","14783","25328","3266","4371"
"23090","15605","8033","1084883","Peoples Bank and Trust Company of Pointe Coupee Parish","New Roads","LA","70760","12/31/2014","2/18/2015","NM","805 Hospital Road","PEOPLES BANCSHARES OF POINTE COUPEE PARISH, INC.","3","0","0","4","0","Pointe Coupee","12940","Baton Rouge, LA","3/31/1980","3/31/1980","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","WWW.THEFRIENDLYBANK.COM","38765","10972","20584","6859","350"
"5347","10918","456157","1863659","Peoples Bank Midwest","Hayward","WI","54843","12/31/2014","2/18/2015","SM","10583 Main","HAYWARD BANCSHARES, INC.","3","0","1","4","1","Sawyer","","","3/2/1925","1/1/1934","12/7/2013","Stock","0","0","FED","DIF","Chicago","CHICAGO","Eau Claire","Minneapolis","Central","Central","www.pbmbank.com","22146","2569","10552","6845","2180"
"16970","10588","995517","2356701","Peoples Bank of  Kentucky, Inc.","Flemingsburg","KY","41041","12/31/2014","2/18/2015","NM","106 South Main","PEOPLES OF FLEMING COUNTY BANCORP, INC.","8","0","0","2","0","Fleming","","","4/6/1906","12/27/1950","1/1/2013","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","http://www.pbfco.com","47332","9555","24166","7138","6473"
"22537","13233","60330","1136595","Peoples Bank of Alabama","Cullman","AL","35055","12/31/2014","2/18/2015","NM","1912 Cherokee Avenue, Sw","ALTRUST FINANCIAL SERVICES, INC.","24","0","0","4","1","Cullman","","","10/24/1977","10/24/1977","8/18/2014","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","http://www.peoplesbankal.com","47948","10824","21829","10070","5225"
"12226","15375","941541","1097173","Peoples Bank of Altenburg","Altenburg","MO","63732","12/31/2014","2/18/2015","SM","8537 Main St","LINCOLN COUNTY BANCORP, INC.","2","0","0","8","1","Perry","","","1/1/1910","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","peoplesoa.com","3606","1535","1430","641","0"
"35604","0","2967796","0","PEOPLES BANK OF BEDFORD COUNTY","Shelbyville","TN","37160","12/31/2014","2/18/2015","NM","1122 North Main Street","","1","0","0","4","0","Bedford","","","12/11/2000","12/11/2000","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Nashville","Atlanta","Southern","Southeast","HTTPS://WWW.PBOBC.COM","24720","3578","11635","5970","3537"
"10192","11597","151751","1127913","Peoples Bank of Commerce","Cambridge","MN","55008","12/31/2014","2/18/2015","NM","234 First Avenue East","DUKE FINANCIAL GROUP, INC.","6","0","0","4","1","Isanti","33460","Minneapolis-St. Paul-Bloomington, MN-WI","11/28/1916","1/1/1934","4/17/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","www.e-peoplesbank.com","15600","2853","9510","3237","0"
"34685","0","2661861","0","Peoples Bank of Commerce","Medford","OR","97504","12/31/2014","2/18/2015","NM","1311 Barnett Rd. Suite 301","","5","0","0","4","0","Jackson","32780","Medford, OR","3/2/1998","3/2/1998","11/12/2012","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Portland","San Francisco","Western","West","http://www.peoplesbankofcommerce.com","10049","1682","2731","5328","308"
"26941","0","639857","1144077","Peoples Bank of Deer Lodge","Deer Lodge","MT","59722","12/31/2014","2/18/2015","NM","430 Main Street","SANDQUIST CORP.","1","0","0","8","0","Powell","","","4/9/1987","4/9/1987","3/31/2006","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","www.pbdl.net","565","211","354","0","0"
"34517","0","2614344","3403161","Peoples Bank of East Tennessee","Madisonville","TN","37354","12/31/2014","2/18/2015","NM","4511 Ushwy 411","PEOPLES BANCSHARES OF TN, INC.","11","0","1","8","0","Monroe","","","9/22/1997","9/22/1997","7/10/2013","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Knoxville","Atlanta","Southern","Southeast","www.PeoplesBank-TN.com","35441","5648","11335","11642","6816"
"21692","0","717232","1085415","Peoples Bank of Graceville","Graceville","FL","32440","12/31/2014","2/18/2015","NM","5306 Brown St","PBG FINANCIAL SERVICES, INC.","1","0","0","7","1","Jackson","","","7/12/1974","7/12/1974","2/22/2007","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Pensacola","Atlanta","Southern","Southeast","www.peoplesgraceville.com","12344","1252","5631","5461","0"
"1730","0","320034","1086775","Peoples Bank of Greensboro","Greensboro","AL","36744","12/31/2014","2/18/2015","NM","1402 State Street","GREENSBORO BANCSHARES, INC.","1","0","0","2","1","Hale","46220","Tuscaloosa, AL","3/7/1904","1/1/1934","2/24/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","http://www.peoplesbankofgreensboro.com","19726","5000","9581","4695","450"
"18566","11022","821036","1201813","Peoples Bank of Kankakee County","Bourbonnais","IL","60914","12/31/2014","2/18/2015","NM","315 Main Street, N.W.","ROMY HAMMES, INC.","2","0","0","4","1","Kankakee","28100","Kankakee, IL","6/20/1962","6/29/1962","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","http://www.peoplesbankdirect.com","10963","2351","3103","4818","691"
"19105","0","418436","0","Peoples Bank of Macon","Macon","IL","62544","12/31/2014","2/18/2015","NM","191 North Front Street","","1","0","0","7","0","Macon","19500","Decatur, IL","5/11/1964","5/11/1964","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","","1802","890","606","306","0"
"15792","0","915056","3300260","Peoples Bank of Moniteau County","Jamestown","MO","65046","12/31/2014","2/18/2015","NM","105 Row Street","JAMESTOWN BANCSHARES, INC.","2","0","0","2","0","Moniteau","27620","Jefferson City, MO","1/13/1941","1/13/1941","6/23/2008","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Columbia Mo","St. louis","Western","West","http://www.pbomc.com","9151","946","4224","1536","2445"
"4945","0","277736","0","Peoples Bank of the South","La Follette","TN","37766","12/31/2014","2/18/2015","NM","106 West Central Ave","","4","0","0","4","1","Campbell","28940","Knoxville, TN","1/1/1917","1/1/1934","3/1/2012","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Knoxville","Atlanta","Southern","Southeast","www.peoplesbanksouth.com","31161","9551","18040","3570","0"
"15415","0","223452","1097995","Peoples Bank of Wyaconda, Missouri","Kahoka","MO","63445","12/31/2014","2/18/2015","NM","310 South Johnson","CLARK COUNTY BANCSHARES, INC.","3","0","0","2","0","Clark","","","12/17/1914","8/24/1936","10/18/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","http://www.pbwbank.com","11997","2413","6886","2473","225"
"29523","3589","568470","2237118","Peoples Bank SB","Munster","IN","46321","12/31/2014","2/18/2015","SB","9204 Columbia Avenue","NORTHWEST INDIANA BANCORP","14","0","0","4","0","Lake","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/1/1916","1/22/1936","4/1/2014","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","http://www.ibankpeoples.com","85646","15887","52162","14740","2857"
"6544","10185","577128","1070578","Peoples Bank, National Association","Marietta","OH","45750","12/31/2014","2/18/2015","N","138 Putnam Street","PEOPLES BANCORP INC.","56","0","1","4","0","Washington","","","5/26/1902","1/1/1934","10/25/2014","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","www.peoplesbancorp.com","187389","38219","57369","64682","27119"
"829","0","947628","2332303","Peoples Community Bank","Montross","VA","22520","12/31/2014","2/18/2015","SM","15960 Kings Highway","PEOPLES BANKSHARES, INCORPORATED","5","0","0","4","0","Westmoreland","","","6/17/1913","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","www.peoplescommunitybank.biz","22589","3091","8096","9972","1430"
"22394","0","784159","1119431","Peoples Community Bank","Greenville","MO","63944","12/31/2014","2/18/2015","NM","St Hwy 67 & Sycamore St","GREENVILLE BANCSHARES, INC.","14","0","0","4","1","Wayne","","","1/3/1977","1/3/1977","1/1/2014","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","WWW.PEOPLESCOMMUNITYBANK.COM","47848","14404","28113","4979","352"
"57686","0","3272956","3272947","Peoples Community National Bank","Bremen","GA","30110","12/31/2014","2/18/2015","N","400 U.S. Highway 27 Bypass","PCNB BANCSHARES, INC.","1","0","0","4","0","Haralson","12060","Atlanta-Sandy Springs-Roswell, GA","10/4/2004","10/4/2004","3/31/2006","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","www.pcnb.us","39529","6831","14946","15181","2571"
