cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,inst.webaddr,lnlsnet,lnatres,lnlsgr,lncontra,idlnls,lnre,lnredom,lnrecons,lnrenres,LNRENROW,LNRENROT,lnremult,lnreres,lnreag,lnrefor,lnag,lnci,lncinus,lncon,lncrcd,lnconrp,LNAUTO,lnconoth,lnotci,lnfg,lnmuni,idothlns,ls,lndepac,lncomre,lnrenus,rslnltot,rslnls,LNRECNFM,LNRECNOT,RB2LNRES,lnlsgrf
"34014","0","1435092","2299040","Texas National Bank","Sweetwater","TX","79556","12/31/2014","2/18/2015","N","400 East Broadway","MESA FINANCIAL CORPORATION","2","0","0","7","1","Nolan","","","5/8/1995","5/8/1995","3/1/2014","Stock","0","0","OCC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","www.tnbnetbank.com","28775","621","29396","84","29480","17792","17792","102","8276","4498","3778","599","5656","3159","","1683","6839","","2784","0","0","1755","1029","382","0","382","0","0","0","0","","0","0","102","0","621",""
"3337","0","497954","3305434","Texas National Bank","Mercedes","TX","78570","12/31/2014","2/18/2015","N","201 S. Texas","MNB VENTURES, INC.","3","0","0","4","0","Hidalgo","32580","McAllen-Edinburg-Mission, TX","11/26/1920","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","www.texasnational.com","106953","1520","108473","0","108473","97720","97720","15574","32858","16859","15999","1916","42461","4911","","1640","5540","","2787","212","13","626","1936","786","0","0","786","0","0","0","","397","126","4535","11039","1232",""
"26181","0","739355","2716471","Texas National Bank of Jacksonville","Jacksonville","TX","75766","12/31/2014","2/18/2015","N","300 Neches Street","TEXAS NATIONAL BANCORPORATION","6","0","0","4","0","Cherokee","","","3/19/1985","3/19/1985","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","http://WWW.Txnationalbank.COM","365194","5592","370786","0","370786","292178","292178","9245","167500","83329","84171","2639","112470","324","","1728","57684","0","17088","0","720","4092","12276","2108","0","1573","535","0","0","0","0","279","216","8865","380","3956",""
"26906","0","380458","4076937","Texas Regional Bank","Harlingen","TX","78550","12/31/2014","2/18/2015","SM","2019 S. 77 Sunshine Strip","TEXAS STATE BANKSHARES, INC.","9","0","0","4","0","Cameron","15180","Brownsville-Harlingen, TX","3/5/1987","3/5/1987","10/10/2014","Stock","0","1","FED","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","http://www.texasregionalbank.com","255911","1804","257715","1466","259181","184428","184428","35231","95753","39925","55828","7907","29143","16394","","4175","58754","2","5524","0","0","442","5082","6300","0","2000","4300","0","0","13703","183","2707","2492","3433","31798","1804",""
"3400","0","735067","4215745","Texas Republic Bank, National Association","Frisco","TX","75034","12/31/2014","2/18/2015","N","2595 Preston Rd, Bldg 100","TXRB HOLDINGS, INC.","3","0","0","4","0","Collin","19100","Dallas-Fort Worth-Arlington, TX","5/21/1891","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","www.texasrepublicbank.com","114704","1456","116160","0","116160","95178","95178","17626","19686","14313","5373","2808","52322","2736","","712","17026","","2852","0","0","421","2431","392","0","392","0","0","0","0","","0","0","13491","4135","1162",""
"58739","0","3619216","4400354","Texas Security Bank","Dallas","TX","75207","12/31/2014","2/18/2015","NM","1212 Turtle Creek Blvd.","TEXAS SECURITY BANKSHARES, INC.","3","0","0","4","0","Dallas","19100","Dallas-Fort Worth-Arlington, TX","5/5/2008","5/5/2008","8/31/2012","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","http://www.texassecuritybank.com","201206","2222","203428","424","203852","161313","161313","8021","101209","59806","41403","700","51383","0","","0","40884","","1650","0","1193","200","257","5","0","0","5","0","0","246","","0","0","0","8021","2297",""
"5567","11854","274164","1109553","Texas Star Bank","Van Alstyne","TX","75495","12/31/2014","2/18/2015","SM","177 East Jefferson Street","VAN ALSTYNE FINANCIAL CORPORATION","7","0","0","4","0","Grayson","43300","Sherman-Denison, TX","6/1/1890","1/1/1934","4/24/2009","Stock","0","0","FED","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","http://www.texasstarbank.com","228617","2624","231241","0","231241","130810","130810","31527","62048","43422","18626","289","31477","5469","","3431","61307","0","21072","0","0","7112","13960","14621","0","0","5520","9101","0","0","0","0","0","2181","29346","2624",""
"16218","16011","821652","1107184","Texas Star Bank, SSB","Lott","TX","76656","12/31/2014","2/18/2015","SB","101 Gassaway Avenue","SOUTHERN BANCSHARES, INC.","3","0","0","8","0","Falls","47380","Waco, TX","1/2/1943","1/2/1945","12/31/2014","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","www.texas-star-bank.com","100441","342","100783","0","100783","45429","45429","10267","7559","3315","4244","428","25631","1544","","893","1792","","1562","0","0","576","986","51107","0","0","51107","0","0","0","","49","0","4081","6186","342",""
"18698","10985","748964","2472973","Texas State Bank","San Angelo","TX","76901","12/31/2014","2/18/2015","NM","2201 Sherwood Way","TEXAS BANCORP, INC.","4","0","0","8","1","Tom Green","41660","San Angelo, TX","2/16/1963","2/16/1963","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","www.txbank.com","122607","1009","123616","0","123616","96198","96198","6319","27788","20601","7187","2957","36846","22288","","2850","21085","","3446","0","29","1247","2170","37","0","0","37","0","0","0","","0","0","4704","1615","1009",""
"12504","13097","926155","1108958","Texas State Bank","Joaquin","TX","75954","12/31/2014","2/18/2015","NM","120 N. Preston","JOAQUIN BANKSHARES, INC.","8","0","0","4","1","Shelby","","","9/17/1926","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","www.texasstatebank.net","95334","861","96195","0","96195","54617","54617","2097","18045","12829","5216","0","22496","11979","","2254","27601","","10015","499","0","4958","4558","1708","0","364","1344","0","0","0","","0","0","377","1720","861",""
"19693","0","256049","1132841","Texico State Bank","Texico","IL","62889","12/31/2014","2/18/2015","SM","13766 E Dix Texico Rd","TEXICO BANCSHARES CORPORATION","1","0","0","8","0","Jefferson","","","1/1/1920","3/23/1967","3/9/2011","Stock","0","0","FED","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","","4749","57","4806","0","4806","4550","4550","603","0","0","0","0","3759","188","","20","30","","206","0","0","86","120","0","0","0","0","0","0","0","","0","0","285","318","57",""
"57704","0","3211937","4091819","TexStar National Bank","Universal City","TX","78148","12/31/2014","2/18/2015","N","600 Pat Booker Rd.","TEXSTAR BANCSHARES, INC.","6","0","0","4","1","Bexar","41700","San Antonio-New Braunfels, TX","1/20/2004","1/20/2004","9/21/2013","Stock","0","0","OCC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","www.texstar-bank.com","163426","3314","166740","0","166740","137540","137540","9088","108267","80882","27385","1189","17858","1138","","0","26683","","2509","0","6","743","1760","8","0","0","8","0","0","0","","0","0","9088","0","2058",""
"11475","12522","157155","1058932","Thayer County Bank","Hebron","NE","68370","12/31/2014","2/18/2015","NM","402 Lincoln Avenue","THAYER AGENCY, INC.","2","0","0","4","0","Thayer","","","7/1/1874","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","http://www.thayercountybank.com","35914","360","36274","0","36274","23999","23999","1453","8037","7736","301","605","8914","4990","","2863","7488","","1611","0","92","598","921","313","0","313","0","0","0","0","","103","12","1441","12","395",""
"660","0","645317","3138267","The Adirondack Trust Company","Saratoga Springs","NY","12866","12/31/2014","2/18/2015","SM","473 Broadway","ADIRONDACK TRUST COMPANY EMPLOYEE STOCK OWNERSHIP TRUST, THE","12","0","0","4","0","Saratoga","10580","Albany-Schenectady-Troy, NY","1/1/1901","1/1/1934","3/31/2006","Stock","0","1","FED","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","www.adirondacktrust.com","614020","9338","623358","433","623791","451240","451240","26838","245022","95964","149058","9095","170285","0","","0","66553","0","94176","1723","341","76161","15951","11822","0","8227","3595","0","0","2464","0","72","0","1461","25377","8066",""
"17652","0","359650","1063749","The Alden State Bank","Sterling","KS","67579","12/31/2014","2/18/2015","NM","124 North Broadway Avenue","ALDEN BANCSHARES, INC.","1","0","0","8","0","Rice","","","1/1/1904","8/30/1956","3/1/2012","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","www.aldenst8.com","10540","166","10706","0","10706","6420","6420","0","791","784","7","0","4194","1435","","1020","1945","","1167","0","0","770","397","154","0","0","0","154","0","0","","0","0","0","0","136",""
"17920","0","360955","2841458","The Alta Vista State Bank","Alta Vista","KS","66834","12/31/2014","2/18/2015","NM","619 Main St","ALTA VISTA BANCSHARES, INC.","1","0","0","2","0","Wabaunsee","45820","Topeka, KS","6/1/1900","10/30/1958","8/9/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","http://www.altavistastatebank.com","7358","184","7542","0","7542","3563","3563","91","110","52","58","0","2334","1028","","3187","547","","240","0","0","89","151","4","0","0","4","0","0","0","","0","0","91","0","105",""
"2312","0","287856","0","The American Bank","Wagoner","OK","74467","12/31/2014","2/18/2015","NM","201 East Cherokee Street","","1","0","0","7","0","Wagoner","46140","Tulsa, OK","4/24/1923","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","http://www.americanbankwagoner.com","5417","73","5490","0","5490","2165","2165","0","342","342","0","117","1274","432","","862","366","","1859","0","0","772","1087","238","0","0","0","238","0","0","","0","0","0","0","73",""
"5283","0","510648","3009938","The American National Bank of Beaver Dam","Beaver Dam","WI","53916","12/31/2014","2/18/2015","N","115 Front Street","AMERICAN NATIONAL BANK OF BEAVER DAM EMPLOYEE STOCK OWNERSHIP TRUST","5","0","0","4","0","Dodge","","","6/30/1891","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Milwaukee","Chicago","Central","Central","http://www.anbnet.com","78964","944","79908","0","79908","69907","69907","4758","29766","10382","19384","1644","33542","197","","2357","5638","","1492","0","19","1264","209","514","0","514","0","0","0","0","","662","0","876","3882","944",""
"22942","0","764067","4552356","The American National Bank of Mount Pleasant","Mount Pleasant","TX","75455","12/31/2014","2/18/2015","N","301 South Madison Avenue","NORTHEAST TEXAS BANCSHARES, INC.","1","0","0","8","1","Titus","","","8/31/1979","8/31/1979","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","www.anbmp.com","56153","1256","57409","0","57409","31816","31816","1537","8474","6059","2415","1868","18034","1903","","5149","8961","","8704","0","0","3726","4978","2779","0","2541","238","0","0","0","","0","0","485","1052","659",""
"5475","0","718556","1061268","The American National Bank of Sidney","Sidney","NE","69162","12/31/2014","2/18/2015","N","901 10th","AMERICAN NATIONAL SIDNEY CORP.","2","0","0","2","1","Cheyenne","","","1/1/1889","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","http://www.anbsidney.com","32673","330","33003","0","33003","9383","9383","1312","2991","957","2034","0","3347","1733","","9711","4935","","8974","0","40","5096","3838","0","0","0","0","0","0","8","","0","0","1304","8","336",""
"23474","0","599764","1895007","The American National Bank of Texas","Terrell","TX","75160","12/31/2014","2/18/2015","N","102 West Moore Ave","A.N.B. HOLDING COMPANY, LTD.","26","0","0","4","0","Kaufman","19100","Dallas-Fort Worth-Arlington, TX","7/1/1981","7/1/1981","9/27/2011","Stock","0","1","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","www.anbtx.com","1619001","25125","1644126","0","1644126","1216356","1216356","207728","625347","440191","185156","11067","360406","11808","","8627","149512","0","39589","0","15380","8499","15710","230042","0","170233","59809","0","0","0","0","2154","2154","56336","151392","20492",""
"10663","10317","27614","1071913","The Andover Bank","Andover","OH","44003","12/31/2014","2/18/2015","SM","19 Public Square","ANDOVER BANCORP, INC.","8","0","0","5","0","Ashtabula","","","11/1/1884","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","www.andoverbankohio.com","147332","1547","148879","0","148879","111877","111877","90","9566","9501","65","583","100296","1342","","659","15791","0","3289","299","754","553","1683","17263","0","10691","6572","0","0","0","0","920","62","90","0","1547",""
"3759","0","855844","1142877","The Anna -Jonesboro National Bank","Anna","IL","62906","12/31/2014","2/18/2015","N","201 South Main Street","UNION COUNTY BANCSHARES, INC.","4","0","0","8","0","Union","","","1/1/1900","1/1/1934","5/2/2007","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","www.ajnational.com","115074","1700","116774","0","116774","95929","95929","3642","19990","11672","8318","1276","63202","7819","","1062","6625","","13039","0","17","3250","9772","119","0","0","99","20","0","0","","0","0","1066","2576","1418",""
"14523","13523","91615","1129896","The Antwerp Exchange Bank Company","Antwerp","OH","45813","12/31/2014","2/18/2015","NM","305 South Main Street","DIAMOND BANCSHARES, INC.","2","0","0","2","0","Paulding","","","1/1/1893","7/2/1934","1/4/2012","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","www.antwerpexchangebank.com","69128","632","69760","0","69760","51041","51041","3210","7669","297","7372","24","25168","14970","","6935","7590","","3149","0","0","2022","1127","1045","0","1035","10","0","0","0","","0","0","779","2431","632",""
"737","12343","213912","1248993","The Apple Creek Banking Company","Apple Creek","OH","44606","12/31/2014","2/18/2015","SM","3 West Main Street","APPLE CREEK BANC CORP","6","0","0","4","0","Wayne","","","2/1/1904","1/1/1934","6/30/2008","Stock","0","0","FED","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","www.applecreekbank.com","80169","625","80794","0","80794","74569","74569","2799","26094","18457","7637","3727","33791","8158","","439","5010","","438","0","0","246","192","338","0","0","338","0","0","126","","49","0","332","2467","626",""
"34977","0","2781152","0","The Arlington Bank","Upper Arlington","OH","43221","12/31/2014","2/18/2015","SB","2130 Tremont Center","","3","0","0","4","0","Franklin","18140","Columbus, OH","3/8/1999","3/8/1999","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","www.arlingtonbank.com","219910","3390","223300","965","224265","217811","217811","21888","60642","19972","40670","10712","124525","44","","0","5016","","1355","549","14","105","687","83","0","0","83","0","0","0","","1876","745","11872","10016","2408",""
"3601","14570","672238","2971270","The Atlanta National Bank","Atlanta","IL","61723","12/31/2014","2/18/2015","N","105 Southwest Church Street","ANB BANCORP, INC.","2","0","0","2","0","Logan","","","8/2/1887","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","WWW.THEATLANTANATIONALBANK.COM","15788","112","15900","0","15900","8382","8382","386","1249","0","1249","361","4408","1978","","3552","1299","","2339","0","23","1486","830","328","0","321","7","0","0","0","","0","0","386","0","112",""
"15257","0","998750","1065462","The Baileyville State Bank","Seneca","KS","66538","12/31/2014","2/18/2015","NM","611 North Second Street","BAILEYVILLE BANCSHARES, INC.","1","0","0","2","0","Nemaha","","","12/13/1894","8/21/1935","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","http://www.baileyvillestatebank.com","23537","251","23788","0","23788","12213","12213","536","889","889","0","0","6096","4692","","6855","3681","","911","0","0","841","70","128","0","0","128","0","0","0","","0","0","0","536","251",""
"10906","0","997155","0","The Baldwin State Bank","Baldwin City","KS","66006","12/31/2014","2/18/2015","NM","721 High Street","","2","0","0","2","1","Douglas","29940","Lawrence, KS","8/29/1892","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","http://www.baldwinstatebank.com","29933","608","30541","0","30541","18097","18097","836","3155","1690","1465","335","10747","3024","","5019","3333","","3827","0","0","1095","2732","265","0","0","0","265","0","0","","66","66","566","270","376",""
"17759","0","112510","0","The Baltic State Bank","Baltic","OH","43804","12/31/2014","2/18/2015","NM","101 East Main Street","","3","0","0","6","1","Tuscarawas","","","1/1/1902","5/8/1957","7/1/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","www.balticstatebank.com","33641","349","33990","0","33990","28811","28811","318","3827","3827","0","100","22794","1772","","143","2654","","2382","0","19","2124","239","0","0","0","0","0","0","0","","75","23","318","0","349",""
"35444","0","2858960","2858951","The Bancorp Bank","Wilmington","DE","19809","12/31/2014","2/18/2015","NM","409 Silverside Road","BANCORP, INC., THE","1","0","0","9","0","New Castle","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","7/28/2000","7/28/2000","11/7/2008","Stock","0","0","FDIC","DIF","New York","NEW YORK","Claymont","Philadelphia","Northeastern","Northeast","http://www.thebancorp.com","1991109","3638","1994747","0","1994747","1088648","1088648","177403","609950","190088","419862","71037","230258","0","","0","287113","0","422606","0","420864","38","1704","196380","0","0","1916","194464","0","0","0","2793","346","48502","128901","3638",""
"34409","0","2505460","2504874","The Bank","Jennings","LA","70546","12/31/2014","2/18/2015","NM","1304 North Cutting Avenue","BANCSHARES, INC., THE","6","0","0","4","0","Jefferson Davis","","","2/26/1997","2/26/1997","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","http://www.thebank-online.org","138825","2034","140859","0","140859","67248","67248","10539","7675","1655","6020","1160","47012","862","","9473","34587","","29449","0","0","14085","15364","102","0","0","102","0","0","0","","219","195","1142","9397","1705",""
"26522","9433","333650","1137855","The Bank","Oberlin","KS","67749","12/31/2014","2/18/2015","NM","205 S. Penn","DECATUR INVESTMENT, INC.","13","0","0","2","1","Decatur","","","11/21/1985","11/21/1985","8/16/2014","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","www.thebankks.com","224667","1796","226463","0","226463","125459","125459","0","5084","5084","0","432","2721","117222","","83483","12218","0","2467","0","247","1198","1022","2837","0","418","1512","907","0","0","0","0","0","0","0","1796",""
"58249","0","3415454","0","The Bank & Trust of Bryan/College Station","Bryan","TX","77802","12/31/2014","2/18/2015","NM","1716 Briarcrest Drive, # 400","","5","0","0","4","0","Brazos","17780","College Station-Bryan, TX","5/23/2006","5/23/2006","5/6/2010","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","www.banktbt.com","298169","4686","302855","5","302860","263967","263967","34090","122150","61180","60970","19060","81807","6860","","233","26641","0","3903","0","0","1181","2722","8116","0","7922","194","0","0","239","353","216","178","15861","18229","3602",""
"1184","13594","623454","0","The Bank and Trust, S.S.B.","Del Rio","TX","78840","12/31/2014","2/18/2015","SM","1200 Avenue F","","7","0","0","8","1","Val Verde","","","1/1/1910","1/1/1934","2/27/2014","Stock","0","0","FED","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","www.thebankandtrust.com","231712","1537","233249","0","233249","169237","169237","6678","23650","15092","8558","3983","128556","6370","","1359","23043","901","8579","0","0","2526","6053","31031","0","30978","53","0","0","0","0","90","90","1817","4861","1537",""
"9369","11236","879644","2848073","The Bank of Advance","Advance","MO","63730","12/31/2014","2/18/2015","SM","105 East Gabriel Street","MILES BANCSHARES, INC.","7","0","1","2","1","Stoddard","","","1/30/1902","1/1/1934","11/26/2013","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","www.bankofadvance.com","229063","4905","233968","0","233968","164534","164534","7582","18785","11861","6924","2526","90958","44683","","24468","21035","","22658","0","33","16345","6280","1273","0","1026","247","0","0","0","","1423","487","3410","4172","2767",""
"15035","0","855143","0","The Bank of Augusta","Augusta","AR","72006","12/31/2014","2/18/2015","NM","100 South Second Street","","3","0","0","4","0","Woodruff","","","3/4/1935","3/4/1935","12/2/2011","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","http://www.bankofaugusta.com","49191","509","49700","0","49700","33342","33342","2373","11794","5051","6743","1708","12532","4935","","3741","9488","","2724","0","96","855","1773","405","0","20","385","0","0","0","","276","276","1945","428","509",""
"352","0","222558","1128264","The Bank of Baker","Baker","MT","59313","12/31/2014","2/18/2015","NM","116 S Main Street","UNITED BANCORPORATION","1","0","0","2","1","Fallon","","","9/20/1924","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","www.bankofbaker.com","87970","1444","89414","0","89414","48551","48551","9444","8812","6983","1829","1228","9374","19693","","14083","21049","","3060","0","6","1422","1632","2671","0","1379","1292","0","0","0","","0","0","3284","6160","1299",""
"11862","52586","137456","1066263","The Bank of Beaver City","Beaver","OK","73932","12/31/2014","2/18/2015","NM","130 Douglas","BEAVER BANCORP, INC.","4","0","1","4","1","Beaver","","","1/1/1902","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","www.bankofbeaver.com","78949","1628","80577","0","80577","52489","52489","1083","19243","3949","15294","694","21093","10376","","9084","15020","","3917","0","0","1678","2239","67","0","0","67","0","0","0","","565","499","132","951","1127",""
"30350","5214","133579","0","The Bank of Bennington","Bennington","VT","5201","12/31/2014","2/18/2015","SA","155 North Street","","4","0","0","5","0","Bennington","","","1/1/1917","2/18/1955","7/21/2011","Stock","0","0","OCC","DIF","New York","NEW YORK","Springfield Ma","Boston","Northeastern","Northeast","www.thebankofbennington.com","296831","3790","300621","0","300621","291571","291571","5216","41152","24777","16375","8576","236627","0","","0","7761","0","980","0","0","30","950","309","0","230","79","0","0","344","0","239","193","3864","1352","2781",""
"21635","0","308836","1889565","The Bank of Bourbonnais","Bourbonnais","IL","60914","12/31/2014","2/18/2015","NM","One Heritage Plaza","ILLINOIS STATE BANCORP, INC.","1","0","0","4","0","Kankakee","28100","Kankakee, IL","6/21/1974","6/21/1974","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","http://www.bankofbourbonnais.com","40823","1425","42248","0","42248","37660","37660","3075","15136","5384","9752","10818","8553","78","","0","1999","","2549","0","0","2111","438","40","0","0","40","0","0","0","","0","0","0","3075","570",""
"2455","14788","517441","0","The Bank of Brodhead","Brodhead","WI","53520","12/31/2014","2/18/2015","SM","806 East Exchange","","1","0","0","2","0","Green","31540","Madison, WI","4/30/1896","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","www.bankofbrodhead.com","71792","1045","72837","0","72837","54890","54890","1096","13021","0","13021","2935","12715","25123","","6368","8096","","2308","0","0","1358","950","1175","0","987","188","0","0","0","","0","0","303","793","964",""
"15759","0","809856","1061688","The Bank of Burlington","Burlington","CO","80807","12/31/2014","2/18/2015","NM","410 14th Street","BURLINGTON BANCSHARES, INC.","1","0","0","2","1","Kit Carson","","","1/1/1931","7/22/1940","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","","14481","190","14671","0","14671","4257","4257","0","2304","0","2304","0","100","1853","","5397","4583","","434","0","0","162","272","0","0","0","0","0","0","0","","0","0","0","0","190",""
"90175","8486","853804","3223855","The Bank of Canton","Canton","MA","2021","12/31/2014","2/18/2015","SB","490 Turnpike Street","PONKAPOAG BANCORP, MHC","9","0","0","4","0","Norfolk","14460","Boston-Cambridge-Newton, MA-NH","3/4/1835","10/11/1985","2/4/2009","Stock","0","1","FDIC","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","www.thebankofcanton.com","524914","6501","531415","0","531415","510623","510623","38060","123436","46969","76467","18732","330395","0","","0","18997","0","1795","877","0","23","895","0","0","0","0","0","0","0","0","2568","1433","8398","29662","5112",""
"10828","12523","141341","1096774","The Bank of Carbondale","Carbondale","IL","62901","12/31/2014","2/18/2015","NM","216 East Main Street","CARBONDALE INVESTMENT CORPORATION, THE","5","0","0","4","0","Jackson","16060","Carbondale-Marion, IL","4/4/1919","1/1/1934","11/15/2009","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","http://www.tboc.com","138626","3181","141807","0","141807","114954","114954","7573","53235","44706","8529","15639","34780","3727","","30","19018","","6417","0","0","713","5704","1388","0","0","1388","0","0","0","","929","898","377","7196","1870",""
"13292","10899","165806","2367921","The Bank of Castile","Castile","NY","14427","12/31/2014","2/18/2015","NM","50 Main Street","TOMPKINS FINANCIAL CORPORATION","19","0","0","4","0","Wyoming","","","4/1/1869","1/1/1934","12/31/2014","Stock","0","1","FDIC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","http://www.BankofCastile.com","820117","6589","826706","0","826706","547297","547297","37876","177180","66324","110856","58794","217834","55613","","76554","157180","0","9421","0","593","3843","4985","36254","0","36154","100","0","0","0","0","52","15","7943","29933","6720",""
"14491","14157","667524","2835680","The Bank of Charlotte County","Phenix","VA","23959","12/31/2014","2/18/2015","SM","Berkley & Charlotte St.","BCC BANKSHARES, INC.","4","0","0","8","0","Charlotte","","","11/12/1912","6/20/1934","3/31/2006","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","http://www.bankofcharlotte.com","92335","1258","93593","30","93623","79485","79485","1681","9195","6668","2527","2198","51984","14427","","1969","6944","","4853","548","257","1798","2250","372","0","0","372","0","0","0","","1527","1174","473","1208","1128",""
"15671","13654","3720","0","The Bank of Clarendon","Manning","SC","29102","12/31/2014","2/18/2015","NM","106 South Brooks Street","","5","0","0","4","0","Clarendon","","","7/1/1939","7/1/1939","3/31/2006","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","Bank of Clarendon","135455","1645","137100","0","137100","104101","104101","11532","47215","22800","24415","200","33614","11540","","8840","14906","","6991","0","0","2164","4827","2262","0","2262","0","0","0","1","","481","1","3182","8350","1646",""
"57022","0","2948423","3324387","The Bank of Clovis","Clovis","NM","88101","12/31/2014","2/18/2015","NM","300 Main Street","CLOVIS BANCSHARES, INC.","2","0","0","7","0","Curry","","","10/16/2000","10/16/2000","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Albuquerque","Dallas","Western","West","http://www.bankofclovis.com","87956","1210","89166","0","89166","49194","49194","3993","28541","13874","14667","563","13156","2941","","11542","22353","","6077","0","39","3634","2404","0","0","0","0","0","0","1747","","0","0","2100","1893","1085",""
"35451","0","2938143","3169748","The Bank of Commerce","Sarasota","FL","34236","12/31/2014","2/18/2015","NM","1858 Ringling Boulevard","BANK OF COMMERCE HOLDINGS, INC.","3","0","0","4","0","Sarasota","35840","North Port-Sarasota-Bradenton, FL","9/1/2000","9/1/2000","7/27/2007","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","http://www.bankofcommercefl.com","143308","2873","146181","46","146227","133658","133658","11795","96144","53794","42350","8579","17140","0","","0","8647","0","931","0","835","0","96","2990","0","0","2990","0","0","1379","70","7969","7969","50","11745","2000",""
