cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,webaddr,ntlnlsr,ntrer,ntrecosr,ntrenrsr,ntremulr,ntreresr,ntrelocr,ntreothr,idntcir,idntconr,idntcrdr,idntcoor,idntothr,ntcomrer
"2286","0","870913","0","Buckeye State Bank","De Graff","OH","43318","12/31/2014","2/18/2015","NM","101 North Main Street","","1","0","0","8","0","Logan","","","1/1/1885","1/1/1934","10/7/2014","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","www.joinbsb.com","0.24681878016674","0.350672121566335","0","0","0","0.630450772302196","","0.630450772302196","0","0.128998968008256","0","0.130072840790843","0",""
"12121","0","316934","1492992","Buckley State Bank","Buckley","IL","60918","12/31/2014","2/18/2015","NM","102 S Railroad Ave","BUCKLEY BANCORP, INC.","1","0","0","2","0","Iroquois","","","11/19/1920","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","www.buckleystatebank.com","-8.19339870803039E-02","-0.216262975778547","","0","","0","","0","0","0","","0","0",""
"57804","0","3287503","0","Bucks County Bank","Doylestown","PA","18901","12/31/2014","2/18/2015","NM","200 S Main Street","","4","0","0","4","0","Bucks","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","8/16/2004","8/16/2004","7/26/2007","Stock","0","0","FDIC","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","http://WWW.buckscountybank.net","0.479287112516557","0.372708202925282","2.78372123488057","0.227759850014145","0","9.47398772500721E-02","-2.38902957618615E-02","0.119455283905391","1.0576915487288","0","0","0","0",""
"10844","14125","621441","1399578","Buena Vista National Bank","Chester","IL","62233","12/31/2014","2/18/2015","N","1309 Swanwick Street","BUENA VISTA BANCORP, INC.","8","0","0","8","0","Randolph","","","1/1/1905","1/1/1934","12/1/2012","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","www.bvnb.com","9.59116348190854E-02","7.74586671945331E-02","0","0","0","0.127907527594865","0","0.129340697769113","0.299482711679826","3.80268621754407E-02","","3.80268621754407E-02","0.214141933273374",""
"29696","3903","108072","3835100","Buffalo Federal Bank","Buffalo","WY","82834","12/31/2014","2/18/2015","SM","106 Fort Street","CRAZY WOMAN CREEK BANCORP","3","0","0","4","0","Johnson","","","5/1/1936","6/19/1936","6/2/2014","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Billings","Kansas City","Western","West","www.buffalofed.com","-0.132212782101838","-0.119883051399411","0","-0.329824368523761","0","1.95156984278153E-02","0","2.42100268247097E-02","-0.587709812403028","0.547141731594152","","0.547141731594152","0","0"
"10857","0","403937","0","Buffalo Prairie State Bank","Buffalo Prairie","IL","61237","12/31/2014","2/18/2015","NM","20228 183rd Ave West","","1","0","0","2","0","Rock Island","19340","Davenport-Moline-Rock Island, IA-IL","9/29/1920","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","","1.00716039580668","0","","0","","0","","0","-0.692307692307692","14.9990323204955","","14.9990323204955","0",""
"34613","15782","2595975","2595939","Builders Bank","Chicago","IL","60601","12/31/2014","2/18/2015","NM","203 N Lasalle St, Suite M-5","BUILDERS FINANCIAL CORPORATION","3","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","10/14/1997","10/14/1997","12/3/2014","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","www.buildersbank.com","-6.06991109365516E-02","-6.06281071904935E-02","-0.108299224386437","0","0","0","0","0","","","","","0",""
"11578","0","933621","0","Burke & Herbert Bank & Trust Company","Alexandria","VA","22314","12/31/2014","2/18/2015","NM","100 South Fairfax Street","","25","0","0","4","0","Alexandria City","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","1/1/1852","1/1/1934","4/16/2010","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","www.burkeandherbertbank.com","4.64752091746244E-02","2.64422589206037E-02","-4.82250871496218E-02","-1.66703423405106E-02","0","0.129495837031877","-2.79513088200355E-03","0.16277426408806","0.196171679942932","2.48008689355539","","2.4800868935554","3.0232311445847",""
"27556","15540","1404883","4352444","Burling Bank","Chicago","IL","60604","12/31/2014","2/18/2015","NM","141 West Jackson Boulevard","BURLING BANCORP, INC.","1","0","0","5","1","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","8/7/1989","8/7/1989","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","www.burlingbank.com","0.728701385077795","0.871102846616385","0","0","0","1.06185223041929","-5.40949908038516E-03","2.08525692232677","0","0","","0","",""
"13669","0","304155","2896092","Burton State Bank","Burton","TX","77835","12/31/2014","2/18/2015","NM","515 N Main Street","BURTON BANCSHARES, INC.","1","0","0","7","1","Washington","","","1/1/1906","1/1/1934","6/19/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","http://www.burtonbank.com","6.17329678741635E-03","0","0","0","","0","","0","0","3.47246336551149E-02","","3.47246336551149E-02","0",""
"16450","10287","416245","1203602","Busey Bank","Champaign","IL","61820","12/31/2014","2/18/2015","NM","100 West University Avenue","FIRST BUSEY CORPORATION","42","0","1","4","0","Champaign","16580","Champaign-Urbana, IL","7/8/1946","7/8/1946","1/22/2010","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","www.busey.com","9.07482697086654E-02","1.69994081846412E-02","-0.723439872472692","-0.156738282441165","2.76036623689888E-02","0.39899047473373","0.241992810796913","0.46194652337227","0.438067081427622","2.0245546908375","","2.0245546908375","5.10097088479174E-02","0"
"57978","0","3346268","0","Business Bank","Burlington","WA","98233","12/31/2014","2/18/2015","NM","1854 S. Burlington Blvd.","","3","0","0","4","0","Skagit","34580","Mount Vernon-Anacortes, WA","4/11/2005","4/11/2005","1/7/2015","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","www.savibank.com","0.133213674734274","-2.75345558676139E-02","-0.015208200261581","0","-0.171265461465271","-4.02153065643754E-02","-8.82223202470225E-02","-2.14979791899561E-02","1.2895972488592","0","","0","0","0"
"58545","0","3606971","0","Business Bank of Texas, N.A.","Austin","TX","78758","12/31/2014","2/18/2015","N","1910 W Braker Lane, Ste 100","","1","0","0","4","1","Travis","12420","Austin-Round Rock, TX","8/6/2007","8/6/2007","8/6/2007","Stock","0","0","OCC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","http://www.businessbankoftexas.com","5.23372613118938E-02","0","0","0","0","0","","0","0.115219626333889","0","","0","0",""
"58228","0","3408728","3488850","Business First Bank","Baton Rouge","LA","70809","12/31/2014","2/18/2015","NM","8440 Jefferson Hwy, # 101","BUSINESS FIRST BANCSHARES, INC.","6","0","0","4","0","East Baton Rouge","12940","Baton Rouge, LA","2/1/2006","2/1/2006","7/17/2014","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","www.b1bank.com","2.05116302791577E-02","4.44252990129005E-02","0","0","0","0.388548276453439","-0.104730319427474","0.478008445871083","-3.1743445243086E-03","-0.085966782435267","","-0.085966782435267","-0.112389198909336","0"
"16110","15723","1004256","1055687","Butte State Bank","Butte","NE","68722","12/31/2014","2/18/2015","SM","Thayer And Park Streets","BUTTE STATE COMPANY","2","0","0","2","1","Boyd","","","1/1/1944","1/3/1944","3/31/2006","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Sioux City","Kansas City","Western","West","http://www.buttebank.com","-4.35319445323878E-02","0","0","0","","0","","0","0","-1.15490111159232","0","-1.18853067894815","0.048929424198536",""
"902","13272","325534","1203107","Byron Bank","Byron","IL","61010","12/31/2014","2/18/2015","NM","200 North Walnut","BYRON BANCSHARES, INC.","5","0","0","4","1","Ogle","","","7/1/1932","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","http://www.byronbank.com","0.21694970485985","0.197506376934617","-0.174388188106726","0.488673700995994","4.77159944013233E-02","8.30469279024901E-02","-7.00515579466487E-03","0.122375803856062","0.658580758465507","-0.33713926099074","0","-0.368967383283318","0",""
"22350","0","233451","2249410","Byron State Bank","Byron","NE","68325","12/31/2014","2/18/2015","NM","115 Kansas","BYRON STATE, INC.","1","0","0","2","0","Thayer","","","10/20/1976","10/20/1976","5/16/2008","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","www.byronstatebank.com","0.142588262134261","0.291140995424927","0","1.89537528430629","0","0.847542127829295","0","0.86814421407415","0.123553395659157","-0.132813883477953","","-0.132813883477953","0",""
"18443","10771","900146","1200496","C US Bank","Cresco","IA","52136","12/31/2014","2/18/2015","SM","111 North Elm Street","HOW-WIN DEVELOPMENT CO.","5","0","0","2","1","Howard","","","4/1/1888","10/3/1961","8/20/2013","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","http://www.cusb.com","0.605040688735194","2.14478745156355E-02","0","0","0","5.76268226665502E-02","0.467859472027675","0","3.69937784235914","1.06330875908646","4.5045045045045","1.02849852234706","0",""
"30119","4779","805876","0","C&G Savings Bank","Altoona","PA","16601","12/31/2014","2/18/2015","SB","1201 12th Street","","6","0","0","5","0","Blair","11020","Altoona, PA","1/1/1939","11/26/1940","7/10/2008","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Wexford","Philadelphia","Northeastern","Northeast","www.cgsbonline.com","7.98084596967279E-02","0.06426735218509","0","0","","6.53282686108359E-02","0.536097212294496","5.57498721388802E-02","0","0.211864406779661","","0.211864406779661","8.10810810810811",""
"34092","14450","2362074","4558901","C1 Bank","Saint Petersburg","FL","33701","12/31/2014","2/18/2015","NM","100 5th Street South","C1 FINANCIAL, INC.","33","0","0","4","0","Pinellas","45300","Tampa-St. Petersburg-Clearwater, FL","11/17/1995","11/17/1995","8/2/2013","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","WWW.C1BANK.COM","0.265538531900297","-0.118133588950336","-0.460369746126412","1.00786022994331E-02","-3.75290850409067E-02","-0.381697258181172","-0.445510623714873","-0.373687657338634","4.56522375820056","0.612690538277258","","0.612690538277259","1.3427734375",""
"1419","0","641047","3484012","Cabool State Bank","Cabool","MO","65689","12/31/2014","2/18/2015","NM","600 Main Street","CABOOL STATE BANK EMPLOYEE STOCK OWNERSHIP PLAN","1","0","0","2","0","Texas","","","3/26/1913","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","St. louis","Western","West","https://www.caboolstatebank.com","9.95458556638902E-02","0.176723749592842","0","0","0","0.68974326223017","","0.68974326223017","0","-0.302617642608564","","-0.302617642608564","-0.230128411653703",""
"34328","0","2506328","0","Cache Bank and Trust","Greeley","CO","80634","12/31/2014","2/18/2015","NM","4601 West 20th Street","","3","0","0","7","0","Weld","24540","Greeley, CO","10/11/1996","10/11/1996","10/31/2013","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","http://www.cachebankandtrust.com","7.25610419765628E-02","0","0","0","0","0","0","0","0.357955797048241","5.20345509418254E-02","","5.20345509418254E-02","0",""
"22134","10858","995076","2324997","Cache Valley Bank","Logan","UT","84321","12/31/2014","2/18/2015","NM","101 North Main Street","CACHE VALLEY BANKING COMPANY","15","0","0","4","0","Cache","30860","Logan, UT-ID","10/2/1975","10/2/1975","3/1/2014","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","San Francisco","Western","West","http://www.cachevalleybank.com","-3.03985425666196E-02","-0.107380159813106","-0.577159720785373","-2.39294150625412E-02","0","0.297077058818287","0.590553708292144","0.208719851576994","0.289453714786391","0.901468105199897","0.837170364169109","0.918058755760369","0.136676038737894","0"
"4999","10349","4262534","4037349","Cadence Bank, N.A.","Birmingham","AL","35203","12/31/2014","2/18/2015","N","2100 Third Avenue North","CADENCE BANCORP LLC","87","0","1","4","0","Jefferson","13820","Birmingham-Hoover, AL","5/1/1887","1/1/1934","12/14/2012","Stock","0","1","OCC","DIF","Atlanta","DALLAS","Shelby","Atlanta","Southern","Southeast","www.cadencebank.com","8.19979245789403E-02","0.224941503069644","-7.63943823021324E-02","0.434797020488029","0","0.147915839253215","0.40480016988335","0.10371036011476","-2.82588468506562E-02","-0.122776903638011","0","-0.123157716010264","0.517718682214206","0"
"11785","9983","925354","1108985","Caldwell Bank & Trust Company","Columbia","LA","71418","12/31/2014","2/18/2015","NM","202 Main Street","CALDWELL HOLDING COMPANY","3","0","0","2","1","Caldwell","","","1/1/1902","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Shreveport","Dallas","Southern","Western","http://www.caldwellbankandtrust.com","0.129117642311851","0.096586119696544","0","0.17039645575372","","0.122940112797554","","0.122940112797554","8.20434283213915E-02","0.555055022845743","","0.555055022845743","0",""
"9024","12454","498625","1357046","Calhoun County Bank, Inc.","Grantsville","WV","26147","12/31/2014","2/18/2015","NM","372 Main Street","CALHOUN BANKSHARES, INC.","4","0","0","6","0","Calhoun","","","1/1/1900","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Scott Depot","Richmond","Northeastern","Northeast","www.calhounbanks.com","0.196807820407457","5.36869144340711E-02","0","0","","7.27164245893387E-02","0","0.075556209945522","0.622694268862937","0.814582843075141","","0.814582843075141","0",""
"20852","0","837260","1027004","California Bank & Trust","San Diego","CA","92130","12/31/2014","2/18/2015","NM","11622 El Camino Real, # 200","ZIONS BANCORPORATION","100","0","0","4","0","San Diego","41740","San Diego-Carlsbad, CA","11/9/1972","11/9/1972","7/17/2009","Stock","0","1","FDIC","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","http://www.calbanktrust.com","6.38943208896717E-02","2.25404086131535E-02","-6.65540696354063E-02","4.71145659247323E-02","3.02922444281203E-04","1.93173584031793E-02","0.178837899789241","-9.21929877187932E-03","0.242937183321965","0.274466750313676","2.21008539492259","-0.407946803736793","-0.114735244306469","-0.810142057467751"
"58583","0","3614958","0","California Bank of Commerce","Lafayette","CA","94549","12/31/2014","2/18/2015","NM","3595 Mt Diablo Blvd, 2nd Fl","","1","0","0","4","0","Contra Costa","41860","San Francisco-Oakland-Hayward, CA","7/17/2007","7/17/2007","7/31/2013","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","http://www.californiabankofcommerce.com","-0.124710726759125","0","0","0","0","0","0","0","-0.2420498381252","0","","0","0","-9.32073544433095"
"58037","0","3390337","0","California Business Bank","Los Angeles","CA","90017","12/31/2014","2/18/2015","NM","800 W. 6th St., Suite 1000","","1","0","0","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","11/1/2005","11/1/2005","5/27/2014","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (North)","San Francisco","Western","Western","http://www.californiabusinessbank.com","-0.544832408872112","0","0","0","0","0","","0","-3.3931629352445","","","","0",""
"35331","0","2907439","2907381","California First National Bank","Irvine","CA","92614","12/31/2014","2/18/2015","N","28 Executive Park","CALIFORNIA FIRST NATIONAL BANCORP","1","0","0","4","0","Orange","31080","Los Angeles-Long Beach-Anaheim, CA","5/23/2001","5/23/2001","9/1/2013","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","www.calfirst.com","2.32054311847579E-04","0","","0","","","","","0","","","","3.38402833379243E-04",""
"23242","0","50461","0","California Pacific Bank","San Francisco","CA","94104","12/31/2014","2/18/2015","NM","250 Montgomery St., 5th Fl.","","2","0","0","4","0","San Francisco","41860","San Francisco-Oakland-Hayward, CA","10/16/1980","10/16/1980","3/5/2013","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","www.calpacificbank.com","-0.352993087218709","-0.279272874987306","0","-0.457222934777445","0","0","","0","-0.42466765140325","","","","0",""
"58663","0","3669930","4346751","California Republic Bank","Irvine","CA","92612","12/31/2014","2/18/2015","SM","18400 Von Karmen Ave, Ste 11","CALIFORNIA REPUBLIC BANCORP","4","0","0","4","0","Orange","31080","Los Angeles-Long Beach-Anaheim, CA","12/5/2007","12/5/2007","12/31/2012","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","http://crbnk.com","0.139356501665601","0","0","0","0","0","0","0","0","0.447788617367377","","0.447788617367377","0",""
"57904","0","3353172","4392132","California United Bank","Encino","CA","91436","12/31/2014","2/18/2015","NM","15821 Ventura Blvd, # 100","CU BANCORP","11","0","0","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","5/23/2005","5/23/2005","12/1/2014","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (West)","San Francisco","Western","Western","www.cunb.com","3.04351604574661E-02","9.19610656063968E-03","0","1.44199225650158E-03","0","7.71972428808441E-02","0.112442760818738","4.02482512134848E-03","7.71491272250245E-02","0","0","0","0","0"
"11607","0","37743","2504762","Calumet County Bank","Brillion","WI","54110","12/31/2014","2/18/2015","SM","103 North Main Street","CALUMET BANCSHARES, INC.","2","0","0","4","0","Calumet","11540","Appleton, WI","1/19/1921","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","http://www.calumetcountybank.com","1.56919716790246","0.60671620731822","0","1.18470304058415","0","8.5525640587048E-03","0","9.35243724514609E-03","4.61623353027469","1.464953797611","7.6271186440678","0.519885625162464","0",""
"58512","0","3571015","3571006","Calusa Bank","Punta Gorda","FL","33950","12/31/2014","2/18/2015","SM","3105 Tamiami Trail","CALUSA FINANCIAL CORPORATION, INC.","5","0","0","4","0","Charlotte","39460","Punta Gorda, FL","4/23/2007","4/23/2007","4/26/2014","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","http://www.calusabank.com","0.694630269751143","0.509655584312164","0","1.79703199876333","0","7.48798735645369E-02","0","7.64071100880145E-02","4.77547562196719","0","","0","-5.48005260850504E-02",""
"5874","0","39327","2391300","Calvin B. Taylor Banking Company of Berlin, Maryland","Berlin","MD","21811","12/31/2014","2/18/2015","NM","24 North Main Street","CALVIN B. TAYLOR BANKSHARES, INC.","10","0","1","4","0","Worcester","41540","Salisbury, MD-DE","1/1/1890","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","WWW.TAYLORBANK.COM","0.120125967036363","8.41958131806842E-02","0.118170717296254","0","0","0.188469417617793","","0.188469417617793","0.718883769565075","0","","0","0.180456555084363","0"
"17870","14455","758703","2687795","Cambridge Savings Bank","Cambridge","MA","2138","12/31/2014","2/18/2015","SB","1374 Massachusetts Avenue","CAMBRIDGE FINANCIAL GROUP, INC.","19","0","0","4","0","Middlesex","14460","Boston-Cambridge-Newton, MA-NH","4/2/1834","7/2/1958","1/7/2013","Stock","0","1","FDIC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","www.cambridgesavings.com","0.045655878584113","0","0","0","0","0","0","0","0.717436911308912","4.63628052762178","","4.63628052762178","0","0"
"14823","13954","43744","3613504","Cambridge State Bank","Cambridge","WI","53523","12/31/2014","2/18/2015","NM","221 West Main Street","JOHN T. VUCUREVICH FOUNDATION","1","0","0","4","0","Dane","31540","Madison, WI","1/1/1892","10/23/1934","10/16/2012","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","www.cambridgebank.com","-6.37295406198907E-02","4.56173710949129E-02","-0.606638356876679","0.617433681007299","0","-0.481977694804403","0","-0.492058548738711","-1.34036665513663","-2.09080047789725","0","-3.35892514395394","-0.344194584671868",""
"10987","0","338851","0","Cambridge State Bank","Cambridge","MN","55008","12/31/2014","2/18/2015","NM","127 South Main","","4","0","0","4","1","Isanti","33460","Minneapolis-St. Paul-Bloomington, MN-WI","2/19/1914","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","http://www.cambridgestatebank.com","-1.77425405290319E-02","-3.04918952542414E-03","-1.39384478144514","-2.12314225053079E-02","0","0.35781129582737","0","0.391861341371515","0","0","","0","-48.3870967741936",""
"8152","0","736206","1115013","Cambridge Trust Company","Cambridge","MA","2138","12/31/2014","2/18/2015","NM","1336 Massachusetts Avenue","CAMBRIDGE BANCORP","14","0","1","4","0","Middlesex","14460","Boston-Cambridge-Newton, MA-NH","1/1/1890","1/1/1934","9/29/2006","Stock","0","1","FDIC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","WWW.CAMBRIDGETRUST.COM","-1.10154745386319E-03","-2.48818329299592E-03","0","-3.76820356338077E-03","0","-2.54739427040081E-03","-0.056774692785829","2.58951350610567E-03","4.14276902681752E-02","-2.89318365929869E-02","","-2.89318365929869E-02","1.51929504709815E-02",""
"10471","0","302133","1206649","Camp Grove State Bank","Camp Grove","IL","61424","12/31/2014","2/18/2015","SM","26 Main Street","CAMP GROVE BANCORP, INC.","1","0","0","2","1","Marshall","37900","Peoria, IL","1/1/1902","1/1/1934","1/1/2013","Stock","0","0","FED","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","","0","0","","0","","0","","0","0","0","","0","0","0"
"16161","15594","293651","0","Campbell County Bank, Inc.","Herreid","SD","57632","12/31/2014","2/18/2015","NM","110 North Main St.","","2","0","0","2","1","Campbell","","","6/13/1944","6/13/1944","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","http://www.campbellcountybank.com","-0.026614944956967","-0.293556436224864","","-7.06090026478376","","","","","0","0","","0","0",""
"10840","0","424437","0","Campus State Bank","Campus","IL","60920","12/31/2014","2/18/2015","NM","206 Center St","","1","0","0","2","0","Livingston","","","1/1/1899","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","http://www.campustatebank.com","0","0","","0","","0","0","0","0","0","","0","0",""
"21801","14346","708454","3195804","Canon National Bank","Canon City","CO","81212","12/31/2014","2/18/2015","N","816 Royal Gorge Boulevard","CANON BANK CORPORATION","9","0","0","4","0","Fremont","","","10/23/1974","10/23/1974","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","http://www.canonbank.com","4.73822996209416E-02","1.75153220991581E-02","-6.87757909215956E-02","-4.92075130030853E-03","0","0.119318881635669","0","0.121209277592706","0.239164972581444","2.34864300626305","","2.34864300626305","0",""
"26450","5824","379470","0","Canton Co-operative Bank","Canton","MA","2021","12/31/2014","2/18/2015","SM","671 Washington Street","","1","0","0","5","0","Norfolk","14460","Boston-Cambridge-Newton, MA-NH","1/1/1891","12/5/1985","5/18/2011","Non-Stock","0","0","FED","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","www.cantoncoopbank.com","0.185593839100339","0.185973129948214","2.22157121234315","0","0","0","0","0","0","0","","0","0",""
"15285","0","481140","1095021","Canton State Bank","Canton","MO","63435","12/31/2014","2/18/2015","NM","345 Lewis Street","CANTON BANCSHARES, INC.","1","0","0","2","0","Lewis","","","9/27/1935","10/1/1935","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","www.bankcantonstate.com","8.45522955948254E-02","0.120877714415734","-2.15208034433286","0.928053738730776","0","0","0","0","-0.113999088007296","-0.445632798573975","","-0.445632798573975","0",""
"35547","0","2919423","3247561","Canyon Community Bank, National Association","Tucson","AZ","85704","12/31/2014","2/18/2015","N","7981 North Oracle Road","CANYON BANCORPORATION, INC.","4","0","0","4","0","Pima","46060","Tucson, AZ","10/10/2000","10/10/2000","3/31/2006","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Phoenix","San Francisco","Western","Western","http://www.canyoncommunity.com","1.29159406089421","1.40678531364642","1.83387270765912","1.11444426633691","0","8.25852782764812","15.5591572123177","3.98481973434535","0","0","","0","0",""
"17524","13642","253440","1097285","Capaha Bank, SB","Tamms","IL","62988","12/31/2014","2/18/2015","SB","145 Russell Avenue","TAMMCORP, INC.","6","0","1","2","0","Alexander","16020","Cape Girardeau, MO-IL","11/26/1955","11/26/1955","7/30/2010","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","www.capahabank.com","0.129748770492369","0.128531033103882","0","0","0","0.441853329242099","2.39181397706393","-2.66394690373257E-02","0.29882974416318","0.858199102191708","","0.858199102191708","0",""
"90203","0","627108","0","Cape Ann Savings Bank","Gloucester","MA","1930","12/31/2014","2/18/2015","SB","109 Main Street","","3","0","0","8","0","Essex","14460","Boston-Cambridge-Newton, MA-NH","4/15/1846","10/22/1985","1/16/2015","Non-Stock","0","1","FDIC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","http://capeannsavingsbank.com","1.10482181065564E-03","0","0","0","0","0","0","0","0","0.252482747012288","","0.252482747012288","0","0"
"28395","1504","106377","0","Cape Bank","Cape May Court H","NJ","8210","12/31/2014","2/18/2015","SB","225 North Main Street","","15","0","0","4","0","Cape May","36140","Ocean City, NJ","1/1/1923","6/21/1948","12/31/2011","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","http://www.capebanknj.com","0.376359961511244","8.50770196439236E-02","0","8.31781874962465E-02","0.241935125872853","7.16126734330173E-02","0.162888557078865","6.23028374788949E-02","3.76559612961355","0","","0","1.70035896467032",""
"26517","1456","119779","3444801","Cape Cod Co-operative Bank","Yarmouth Port","MA","2675","12/31/2014","2/18/2015","SB","121 Main Street","COASTAL AFFILIATES, MHC","12","0","0","5","0","Barnstable","12700","Barnstable Town, MA","1/1/1921","1/22/1986","5/7/2007","Stock","0","0","FDIC","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","WWW.MYCAPECODBANK.COM","0.120648074141317","8.31550489084736E-02","0","0.139595591571218","0","7.54911029294545E-02","0.254991788400035","5.49357820504509E-02","0.152299725860493","17.054385413392","","17.054385413392","",""
"35322","0","2848493","4135209","Capital  Bank, SSB","El Paso","TX","79925","12/31/2014","2/18/2015","SB","8700 Montana","STRATEGIC GROWTH BANK INCORPORATED","4","0","0","4","0","El Paso","21340","El Paso, TX","10/25/1999","10/25/1999","12/9/2010","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Albuquerque","Dallas","Southern","West","www.capitalbankep.com","-4.82329587597484E-03","3.44914806042907E-02","-4.25587638315982E-02","0","0","0.26796696538394","0","0.275823400676446","-0.221177972124324","0","","0","2.35078398645948E-02","0"
