cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,webaddr,ntlnlsr,ntrer,ntrecosr,ntrenrsr,ntremulr,ntreresr,ntrelocr,ntreothr,idntcir,idntconr,idntcrdr,idntcoor,idntothr,ntcomrer
"19195","14472","80936","1081378","Capital Bank","Fort Oglethorpe","GA","30742","12/31/2014","2/18/2015","NM","625 Battlefield Parkway","CATOOSA BANCSHARES, INC.","3","0","0","4","1","Catoosa","16860","Chattanooga, TN-GA","8/7/1964","8/7/1964","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","http://www.capitalbank-ga.com","1.25722906713603E-03","-6.75541426584542E-02","-0.207573142220377","0.014195995593563","-0.446384287273088","-9.72053462940462E-02","-0.306072477962782","-7.04837534948194E-02","0.794957696893987","4.17972831765935","","4.17972831765935","0","0"
"19401","0","596156","3035227","Capital Bank","Jacinto City","TX","77029","12/31/2014","2/18/2015","NM","10304 East Freeway","JSA FAMILY LIMITED PARTNERSHIP","6","0","0","4","0","Harris","26420","Houston-The Woodlands-Sugar Land, TX","4/10/1965","4/10/1965","1/1/2014","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","capitalbanktx.com","-1.21979483050951E-03","-0.013841979956813","0","0","0","-0.118213910108512","0","-0.123657885535439","7.08229628280621E-02","1.48288747849813E-02","","1.48288747849813E-02","9.9009900990099",""
"17640","12273","826255","1123401","Capital Bank","St. Paul","MN","55117","12/31/2014","2/18/2015","NM","1020 Rice Street","FIRST SLEEPY EYE BANCORPORATION, INC.","2","0","0","4","1","Ramsey","33460","Minneapolis-St. Paul-Bloomington, MN-WI","7/30/1956","7/30/1956","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","www.firstsecuritybank.com","-0.301196755106958","-0.529374397101381","","-0.571966037927704","","0","0","0","0","0","","0","0",""
"58462","0","3597305","0","Capital Bank","San Juan Capistr","CA","92675","12/31/2014","2/18/2015","SM","31351 Rancho Viejo Rd, # 101","","1","0","0","4","0","Orange","31080","Los Angeles-Long Beach-Anaheim, CA","3/26/2008","3/26/2008","3/31/2008","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","www.mycapitalbank.com","0","0","0","0","0","0","0","0","0","0","","0","0",""
"35164","15674","2921659","0","Capital Bank and Trust Company","Irvine","CA","92618","12/31/2014","2/18/2015","SA","6455 Irvine Center Drive","","1","0","0","7","0","Orange","31080","Los Angeles-Long Beach-Anaheim, CA","7/1/2000","7/1/2000","7/21/2011","Stock","0","1","OCC","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","www.americanfunds.com","","","","","","","","","","","","","",""
"58464","0","3595262","0","Capital Bank of New Jersey","Vineland","NJ","8360","12/31/2014","2/18/2015","NM","175 South Main Road","","4","0","0","4","0","Cumberland","47220","Vineland-Bridgeton, NJ","4/23/2007","4/23/2007","4/3/2012","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","www.capitalbanknj.com","3.32410698568106E-02","3.20049904508747E-02","0","3.08333544159688E-02","0","5.26461259032101E-02","0","6.75761287325252E-02","4.00234136970128E-02","0","","0","0",""
"57495","0","3134399","0","Capital Bank of Texas","Carrizo Springs","TX","78834","12/31/2014","2/18/2015","NM","200 North Fifth Street","","2","0","0","4","0","Dimmit","","","5/9/2003","5/9/2003","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","http://www.capitalbankoftexas.com","-3.29007975153318E-03","0","0","0","0","0","","0","0","-9.14913083257091E-02","","-9.14913083257091E-02","0",""
"59049","0","4160667","4160939","Capital Bank, National Association","Coral Gables","FL","33134","12/31/2014","2/18/2015","N","121 Alhambra Plaza, # 1601","CAPITAL BANK FINANCIAL CORP.","169","0","1","4","0","Miami-Dade","33100","Miami-Fort Lauderdale-West Palm Beach, FL","7/16/2010","7/16/2010","10/11/2012","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","http://www.capitalbank-us.com","0.12795690193312","5.21442541379663E-02","3.76359212039546E-02","9.35824323575842E-03","0","0.12453977842385","0.40102120179144","1.78510384395336E-02","-4.74179505568441E-02","1.4274762626076","","1.4274762626076","1.99741194859771",""
"35278","0","2808602","2808590","Capital Bank, National Association","Rockville","MD","20850","12/31/2014","2/18/2015","N","One Church Street","CAPITAL BANCORP, INC.","4","0","1","4","0","Montgomery","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","12/14/1999","12/14/1999","5/10/2013","Stock","0","0","OCC","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","http://www.capitalbankmd.com","0.091311865366756","7.49094276919724E-02","0","1.47217081892446E-02","0","0.194975323435628","0","0.249873761693311","0.231996346978156","0","0","0","0",""
"16803","13715","348551","1055427","Capital City Bank","Topeka","KS","66609","12/31/2014","2/18/2015","NM","3710 Southwest Topeka Blvd.","CAPITAL CITY BANCSHARES, INC.","11","0","0","4","0","Shawnee","45820","Topeka, KS","1/30/1892","6/29/1949","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","www.capcitybank.com","0.154677421044024","0.231043328759471","1.60789304432311","0.178367872460821","0","0.030142699083662","0","3.11004434557349E-02","-7.64067223006996E-02","-1.63767973535096E-02","","-1.63767973535096E-02","0",""
"9622","13205","876634","1085509","Capital City Bank","Tallahassee","FL","32301","12/31/2014","2/18/2015","SM","217 North Monroe Street","CAPITAL CITY BANK GROUP, INC.","69","0","1","9","0","Leon","45220","Tallahassee, FL","6/13/1907","1/1/1934","3/31/2006","Stock","0","1","FED","DIF","Atlanta","ATLANTA","Gainesville","Atlanta","Southern","Southeast","www.ccbg.com","0.526124503862689","0.454858665471416","0.247773707355392","0.397896164976469","-1.78061409819018E-02","0.501948814237449","0.491853303246633","0.508827194351471","0.57085315342391","0.440594517476378","","0.445974181914429","5.77619030778843","0"
"33823","13865","2068107","2641621","Capital Community Bank","Provo","UT","84604","12/31/2014","2/18/2015","NM","3280 N. University Avenue","CAPITAL COMMUNITY BANCORPORATION, INC.","4","0","0","4","0","Utah","39340","Provo-Orem, UT","7/29/1993","7/29/1993","6/13/2014","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","San Francisco","Western","West","http://www.ccbankutah.com","-3.14351728148626E-02","-4.82329947237298E-02","-0.227970455029028","0","0","-0.123521600839947","0","-0.200250312891114","-5.03256066751885E-03","6.74490759476595E-02","","6.74490759476595E-02","0",""
"33954","0","2253891","2277860","Capital One Bank (USA), National Association","Glen Allen","VA","23060","12/31/2014","2/18/2015","N","4851 Cox Road","CAPITAL ONE FINANCIAL CORPORATION","1","2","0","3","0","Henrico","40060","Richmond, VA","11/22/1994","11/22/1994","5/1/2012","Stock","0","0","OCC","DIF","Atlanta","WASHINGTON","Richmond","Richmond","Northeastern","Southeast","www.capitalone.com","3.50375978396504","","","","","","","","2.6496252992455","3.58283892399929","3.58416874306411","","0",""
"4297","11780","112837","2277860","Capital One, National Association","Mclean","VA","22102","12/31/2014","2/18/2015","N","1680 Capital One Drive","CAPITAL ONE FINANCIAL CORPORATION","876","1","1","9","0","Fairfax","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","5/22/1933","1/1/1934","11/1/2012","Stock","0","1","OCC","DIF","Atlanta","WASHINGTON","Richmond","Richmond","Northeastern","Southeast","www.capitalone.com","0.867981260752688","3.79289678917532E-02","-0.11542864420011","0.101864110576585","-4.06019386820302E-02","4.71572140222183E-02","0.067889254686985","4.58430171497866E-02","0.157010053214295","2.18522203512298","2.86744216788229","1.87064347569325","0.116612187726839","0"
"57562","0","3204993","3589702","Capital Pacific Bank","Portland","OR","97205","12/31/2014","2/18/2015","NM","805 Sw Broadway, Suite 780","CAPITAL PACIFIC BANCORP","1","0","0","4","0","Multnomah","38900","Portland-Vancouver-Hillsboro, OR-WA","8/4/2003","8/4/2003","2/16/2010","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Portland","San Francisco","Western","West","http://www.capitalpacificbank.com","0.102882987063493","0.154633237506636","3.15187708955414","0","0","0","0","0","-3.04702576429563E-02","-31.3014827018122","","-31.3014827018122","0","0"
"58507","0","3560783","0","CapitalMark Bank & Trust","Chattanooga","TN","37402","12/31/2014","2/18/2015","SM","801 Broad Street","","4","0","0","4","0","Hamilton","16860","Chattanooga, TN-GA","3/5/2007","3/5/2007","3/5/2007","Stock","0","0","FED","DIF","Dallas","DALLAS","Knoxville","Atlanta","Southern","Southeast","http://www.CapitalMark.com","0.461008835618124","0.22791160279583","-0.213366824407777","9.54322647811565E-02","1.64575680961694","0.518007920162476","1.23413032245391","3.07064950378304E-03","1.13979739302416","3.84609467546653E-02","","3.84609467546653E-02","0","0"
"34074","14016","2339599","2339610","Capitol Bank","Madison","WI","53717","12/31/2014","2/18/2015","NM","710 North High Point Road","CAPITOL BANKSHARES, INC.","14","0","0","4","0","Dane","31540","Madison, WI","10/9/1995","10/9/1995","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","http://www.capitolbank.com","-2.44121817872104E-02","-1.65730392253148E-02","-0.105027307099846","0","0","-3.78293040921219E-02","0","-5.75537360048499E-02","-0.116770236789732","0.291919663708547","0","0.358886017800747","0",""
"33938","0","2243977","2710675","Capitol City Bank & Trust Company","Atlanta","GA","30310","12/31/2014","2/18/2015","NM","562 Lee Street, S.W.","CAPITOL CITY BANCSHARES, INC.","8","0","0","4","0","Fulton","12060","Atlanta-Sandy Springs-Roswell, GA","10/3/1994","10/3/1994","4/2/2014","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","http://www.capitolcitybank-atl.com","1.63927172085315","1.354437029601","1.16629146437386","1.31264693227241","0","2.14755189483756","-0.428939090649128","2.4630829393568","10.2682465833091","4.08694036782463","0","4.09264254487955","4.26136363636364",""
"27981","670","968070","0","Capitol Federal Savings Bank","Topeka","KS","66603","12/31/2014","2/18/2015","SA","700 S Kansas Ave","","47","0","1","5","0","Shawnee","45820","Topeka, KS","1/1/1893","9/16/1938","7/21/2011","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","www.capfed.com","1.12027011875058E-02","1.09834263838369E-02","0","0","0","1.11801131129311E-02","0.045730591936782","1.05428825421673E-02","","0.314183123877917","","0.314183123877917","0",""
"24199","0","285544","0","Capitol National Bank","Lansing","MI","48933","12/31/2014","2/18/2015","N","200 Washington Square North","","3","0","0","4","0","Ingham","29620","Lansing-East Lansing, MI","11/22/1982","11/22/1982","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","http://www.capitolnational.com","0.207038238370025","0.17685486319572","0","4.68252481738153E-02","0","0.766883950452628","-8.23994726433751E-02","0.862468700732635","0.357930034097545","0.613496932515337","","0.613496932515338","0","0"
"58823","0","3715444","0","CapStar Bank","Nashville","TN","37219","12/31/2014","2/18/2015","SM","201 4th Ave North, # 950","","5","0","0","4","0","Davidson","34980","Nashville-Davidson-Murfreesboro-Franklin, TN","7/14/2008","7/14/2008","8/1/2012","Stock","0","0","FED","DIF","Dallas","DALLAS","Nashville","Atlanta","Southern","Southeast","www.capstarbank.com","0.150501128470698","3.90243188579533E-02","0","5.09555833472723E-02","0","4.30480918933268E-02","6.76041103299081E-02","0","0.231156234419617","1.87670191104678","","1.87670191104678","0","0"
"22769","15607","450034","3681277","Capstone Bank","Tuscaloosa","AL","35401","12/31/2014","2/18/2015","NM","2301 University Boulevard","CAPSTONE BANCSHARES, INC.","8","0","0","4","0","Tuscaloosa","46220","Tuscaloosa, AL","12/15/1978","12/15/1978","3/21/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","http://www.capstonebankal.com","6.09598166888728E-02","2.83761287393432E-02","0.116593952158869","0","0","5.57298434671031E-02","0","8.05263674752038E-02","0.146030679365736","0.268414342273022","","0.268414342273022","0",""
"34733","0","2683014","2682996","Cardinal Bank","Mclean","VA","22102","12/31/2014","2/18/2015","NM","8270 Greensboro Dr Suite 500","CARDINAL FINANCIAL CORPORATION","33","0","1","4","0","Fairfax","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","6/8/1998","6/8/1998","11/7/2014","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","www.cardinalbank.com","5.66528936198157E-02","5.02063163276943E-02","-4.36597736309674E-03","0.121629086732647","0","-5.34070071386592E-03","-0.104247104247104","1.21616233280159E-02","0.127563090385176","0.295159386068477","0.907852927825692","0.155359917141378","0",""
"19278","0","732954","0","Carmine State Bank","Carmine","TX","78932","12/31/2014","2/18/2015","NM","235 Centennial Street","","1","0","0","7","0","Fayette","","","7/1/1907","11/4/1964","6/13/2007","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","www.carminestatebank.com","-5.91226203145323E-03","0","0","0","","0","","0","0","-1.71356112272525E-02","","-1.71356112272525E-02","0",""
"58432","0","3486623","0","Carolina Alliance Bank","Spartanburg","SC","29306","12/31/2014","2/18/2015","NM","200 South Church Street","","5","0","1","4","0","Spartanburg","43900","Spartanburg, SC","1/8/2007","1/8/2007","4/4/2014","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","WWW.CAROLINAALLIANCEBANK.COM","0.250496862592519","0.32301334932115","0","0.384280015124274","0","0.323704738825111","0.665241668120747","0","-0.014485615783527","-0.235197271711648","","-0.235197271711648","0",""
"34348","15549","2516626","2943473","Carolina Bank","Greensboro","NC","27401","12/31/2014","2/18/2015","NM","101 North Spring Street","CAROLINA BANK HOLDINGS, INC.","8","0","0","4","0","Guilford","24660","Greensboro-High Point, NC","11/25/1996","11/25/1996","9/22/2008","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Charlotte","Richmond","Northeastern","Southeast","WWW.CAROLINABANK.COM","0.51740332943726","0.219002887374176","-1.57804871120762E-02","0.381445950297485","-1.29160585355773E-02","0.168775630053858","0.350867997926822","3.08722286661874E-02","2.73268910172886","5.32670454545455","","5.32670454545455","-0.155537121526338",""
"16723","0","355120","1076525","Carolina Bank & Trust Co.","Lamar","SC","29069","12/31/2014","2/18/2015","NM","114 South Main Street","FIRST CAROLINA BANCSHARES CORPORATION","16","0","0","4","0","Darlington","22500","Florence, SC","3/3/1936","8/16/1948","3/31/2006","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","www.carolinabank.net","2.46147041426168E-02","1.81694259081832E-02","4.33751662714707E-02","0","0","4.12403973867809E-02","0.54265669211985","1.53469327620182E-03","-6.08498698488895E-02","0.582249701943605","","0.582249701943605","0",""
"58516","0","3551521","4262253","Carolina Premier Bank","Charlotte","NC","28277","12/31/2014","2/18/2015","NM","13024 Ballantyne Corp Pl","PREMARA FINANCIAL, INC.","7","0","1","4","0","Mecklenburg","16740","Charlotte-Concord-Gastonia, NC-SC","8/29/2007","8/29/2007","7/2/2012","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Charlotte","Richmond","Northeastern","Southeast","http://www.carolinapremierbank.com","0.328877147318541","0.38562738069135","0","0.74580322651787","0","-4.61034869603971E-02","6.34142216961191E-02","-7.04304710389903E-02","0","0.820568927789934","","0.820568927789934","-5.68181818181818",""
"57026","0","2966614","0","Carolina Trust Bank","Lincolnton","NC","28092","12/31/2014","2/18/2015","NM","901 East Main Street","","7","0","0","4","0","Lincoln","16740","Charlotte-Concord-Gastonia, NC-SC","12/8/2000","12/8/2000","10/15/2009","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Charlotte","Richmond","Northeastern","Southeast","http://www.carolinatrust.com","-7.01209410931504E-03","-2.69532557978008E-02","0.118821292775665","-7.50046481753799E-02","0","-2.73394354953359E-03","-3.52149874986794E-03","-2.23426740606023E-03","-1.60136308025391E-02","0.82815734989648","","0.82815734989648","4.17052826691381",""
"2380","10331","541857","1848825","Carroll Bank and Trust","Huntingdon","TN","38344","12/31/2014","2/18/2015","NM","19510 West Main Street","CARROLL FINANCIAL SERVICES, INC.","7","0","0","8","0","Carroll","","","9/9/1907","1/1/1934","12/1/2008","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Nashville","St. louis","Southern","Southeast","www.carrollbank.com","0.493752496658105","0.242309556227356","-1.28601610582075","0.892913943998619","0","3.90070819524345E-02","","3.90070819524345E-02","3.55016032982135","0.09262286150158","","0.09262286150158","0.436427116671516",""
"32393","8217","395274","4256159","Carroll Community Bank","Sykesville","MD","21784","12/31/2014","2/18/2015","NM","1321 Liberty Road","CARROLL BANCORP, INC.","2","0","0","4","0","Carroll","12580","Baltimore-Columbia-Towson, MD","4/4/1904","10/25/1985","10/12/2011","Stock","0","0","FDIC","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","http://www.carrollcobank.com","-0.028587437536449","-2.94375312037831E-02","-0.2924897628583","0","0","-2.40121981966839E-02","0","-2.63679471234767E-02","0","0","","0","0",""
