cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,inst.webaddr,scrdebt,scpt3les,scpt3t12,scpt1t3,scpt3t5,scpt5t15,scptov15,sco3yles,scoov3y,scnm3les,scnm3t12,scnm1t3,scnm3t5,scnm5t15,scnmov15,sc1les
"13883","0","801056","1064689","The Farmers State Bank","Mcpherson","KS","67460","12/31/2014","2/18/2015","NM","2074 East Kansas Avenue","GALVA BANCSHARES, INC.","4","0","0","8","1","Mcpherson","","","10/9/1909","2/12/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","www.fsb-online.com","41226","0","1989","2233","318","13715","1152","546","2570","0","0","0","1868","15688","1147","0"
"16387","12239","571443","0","The Farmers State Bank","Brookston","IN","47923","12/31/2014","2/18/2015","SM","309 South Prairie","","2","0","0","5","0","White","","","6/28/1905","2/23/1946","3/4/2009","Stock","0","1","FED","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","www.fsbbrookston.com","13965","276","742","533","471","2748","1629","0","462","0","0","690","1705","4709","0","0"
"15853","0","652959","0","The Farmers State Bank","Fairview","KS","66425","12/31/2014","2/18/2015","NM","412 West Commercial Street","","1","0","0","2","1","Brown","","","9/14/1929","10/11/1941","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","","6239","0","0","0","0","0","0","0","0","300","249","200","2999","2491","0","549"
"15258","10927","863652","1717707","The Farmers State Bank","Holton","KS","66436","12/31/2014","2/18/2015","NM","209 Montana Avenue","FARMERS STATE BANKSHARES, INC.","1","0","0","8","0","Jackson","45820","Topeka, KS","10/30/1900","8/21/1935","8/16/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","http://www.fsbks.com","17169","0","0","519","0","157","5955","1736","1253","0","0","322","1145","6082","0","1583"
"14991","10240","370721","1071605","The Farmers State Bank","New Madison","OH","45346","12/31/2014","2/18/2015","NM","101 South Main Street","FSB FINANCIAL CORP","6","0","0","2","0","Darke","","","1/1/1919","1/17/1935","1/4/2012","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","www.myfsbdirect.com","25691","0","429","2045","1386","11354","0","0","0","0","152","0","595","7849","1881","157"
"8503","0","944748","1249187","The Farmers State Bank","Marcus","IA","51035","12/31/2014","2/18/2015","NM","106 E. Cedar St","WEST IOWA BANC CORP.","1","0","0","2","1","Cherokee","","","12/28/1928","1/1/1934","6/3/2010","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Sioux City","Chicago","Western","Western","http://www.fsbmarcus.com","24042","0","0","0","81","256","436","60","278","0","1828","7285","10604","3214","0","1828"
"404","12842","647759","1055539","The Farmers State Bank","Quinton","OK","74561","12/31/2014","2/18/2015","SM","1101 West Main Street","F.S.B. PROPERTIES, INC.","3","0","0","8","1","Pittsburg","","","3/8/1908","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","http://www.fsb1908.com","36250","0","743","3022","1430","8266","4773","287","974","0","191","652","596","4655","10661","191"
"15352","0","138752","0","The Farmers State Bank","Atwood","KS","67730","12/31/2014","2/18/2015","NM","411 Page Street","","1","0","0","2","0","Rawlins","","","10/1/1919","2/11/1936","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","","6476","0","0","0","0","0","0","0","0","301","2137","3038","0","1000","0","2438"
"16941","0","72351","1250688","The Farmers State Bank","Wathena","KS","66090","12/31/2014","2/18/2015","NM","211 St Joseph Street","WATHENA BANCSHARES, INC.","1","0","0","8","1","Doniphan","41140","St. Joseph, MO-KS","5/3/1903","10/14/1950","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","www.fsbwathena.com","28914","0","0","0","0","4583","4397","564","389","0","262","998","2450","14474","797","262"
"17632","0","976954","0","The Farmers State Bank","Dwight","KS","66849","12/31/2014","2/18/2015","NM","624 Main Street","","1","0","0","2","0","Morris","","","1/1/1921","7/18/1956","6/24/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","","3505","0","0","0","0","0","0","0","0","0","252","1846","1407","0","0","252"
"11747","11417","481944","1099793","The Farmers State Bank and Trust Company","Jacksonville","IL","62650","12/31/2014","2/18/2015","NM","200 West State Street","FARMERS HOLDING COMPANY","2","0","0","4","0","Morgan","","","1/1/1910","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Springfield Il","St. louis","Central","Central","http://www.fsbtco.com","75504","1023","423","0","2166","23252","1400","8348","5638","140","5205","6201","11162","10546","0","5371"
"18120","0","138051","0","The Farmers State Bank of Aliceville, Kansas","Westphalia","KS","66093","12/31/2014","2/18/2015","NM","305 Dobell Street","","3","0","0","2","0","Coffey","","","1/1/1908","11/30/1959","7/11/2009","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","http://www.fsbaliceville.com","13548","0","0","0","0","0","0","0","0","365","4094","7376","30","1534","149","4459"
"17629","0","1017854","1055865","The Farmers State Bank of Blue Mound","Blue Mound","KS","66010","12/31/2014","2/18/2015","NM","205 South Fifth Street","DALE SPRAGUE ENTERPRISES, INC.","3","0","0","2","1","Linn","28140","Kansas City, MO-KS","8/1/1913","7/12/1956","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","","6450","0","0","0","4","0","0","0","0","0","300","1744","664","3738","0","300"
"10407","0","621151","1062528","The Farmers State Bank of Brush","Brush","CO","80723","12/31/2014","2/18/2015","NM","200 Clayton Street","FIRST PIONEER BANK CORP.","3","0","0","2","0","Morgan","","","10/9/1915","1/1/1934","11/11/2009","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","www.fsbbrushakron.com","31662","0","0","0","0","0","0","0","0","0","363","2969","12679","15426","225","363"
"18101","0","14753","0","The Farmers State Bank of Bucklin, Kansas","Bucklin","KS","67834","12/31/2014","2/18/2015","NM","111 N Main St","","1","0","0","2","0","Ford","","","1/1/1909","10/15/1959","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","www.fsbbucklin.com","17334","0","0","0","67","1100","363","1386","0","372","1040","2144","3992","6870","0","1412"
"1867","13340","278256","1248836","The Farmers State Bank of Oakley, Kansas","Oakley","KS","67748","12/31/2014","2/18/2015","NM","100 Center Avenue","SECURITY BANCSHARES, INC.","1","0","0","2","0","Logan","","","3/17/1907","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","http://www.fsboakley.com","44538","0","65","83","479","5852","3158","8241","1049","808","1943","3301","8728","10581","250","2751"
"6084","0","496957","0","The Farmers State Bank of Turton","Turton","SD","57477","12/31/2014","2/18/2015","NM","123 E. Center St.","","1","0","0","2","0","Spink","","","8/13/1915","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","","4334","3","2","11","27","2843","0","0","0","0","0","388","112","948","0","5"
"13033","12942","879747","1209284","The Farmers State Bank of Waupaca","Waupaca","WI","54981","12/31/2014","2/18/2015","SM","112 West Fulton Street","FARMERS STATE BANCORPORATION, INC.","4","0","0","8","0","Waupaca","","","1/11/1911","9/17/1935","3/31/2006","Stock","0","0","FED","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","http://www.fsbwaupaca.com","57190","0","0","0","0","0","0","0","0","0","228","4194","5899","46869","0","228"
"15164","52779","615851","0","The Farmers State Bank of Westmoreland","Westmoreland","KS","66549","12/31/2014","2/18/2015","NM","307 Main Street","","3","0","0","2","0","Pottawatomie","31740","Manhattan, KS","1/1/1898","5/24/1935","11/8/2014","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","www.fsbwesty.com","38426","0","0","0","0","0","0","0","0","0","133","910","2588","27399","7396","133"
"6923","11584","976226","1076600","The Fauquier Bank","Warrenton","VA","20186","12/31/2014","2/18/2015","SM","10 Court House Square","FAUQUIER BANKSHARES, INC.","11","0","0","4","0","Fauquier","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","2/14/1902","1/1/1934","3/31/2006","Stock","0","1","FED","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","www.fauquierbank.com","57040","0","3","0","81","18215","0","3413","14603","281","3162","5273","4490","7519","0","281"
"6762","15828","488420","2355759","The Fayette County National Bank of Fayetteville","Fayetteville","WV","25840","12/31/2014","2/18/2015","N","101 N. Court St","FCNB BANCORP, INC.","4","0","0","6","0","Fayette","13220","Beckley, WV","6/1/1900","1/1/1934","6/1/2010","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Scott Depot","Richmond","Northeastern","Northeast","www.fcnbonline.com","28628","0","0","0","0","0","0","0","0","0","1414","7335","10821","9058","0","1414"
"35518","16195","2806877","0","The Federal Savings Bank","Chicago","IL","60607","12/31/2014","2/18/2015","SA","300 N Elizabeth St, Fl 3e","","2","0","1","5","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","7/3/2000","7/3/2000","11/7/2013","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","www.thefederalsavingsbank.com","2609","0","0","0","0","899","1710","0","0","0","0","0","0","0","0","0"
"11507","12777","584920","1249002","The Fidelity Bank","Fuquay Varina","NC","27526","12/31/2014","2/18/2015","NM","100 South Main Street","FIDELITY BANCSHARES (N.C.), INC.","61","0","1","4","0","Wake","39580","Raleigh, NC","1/1/1909","1/1/1934","11/15/2013","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Raleigh","Richmond","Northeastern","Southeast","http://www.fidelitybanknc.com","320515","0","0","0","0","93544","2132","0","0","0","0","219839","5000","0","0","0"
"11868","11124","1007819","2858773","The Fidelity Deposit and Discount Bank","Dunmore","PA","18512","12/31/2014","2/18/2015","NM","Blakely And Drinker Streets","FIDELITY D&D BANCORP, INC.","14","0","0","4","0","Lackawanna","42540","Scranton-Wilkes-Barre-Hazleton, PA","5/11/1903","1/1/1934","1/21/2011","Stock","0","1","FDIC","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","http://www.bankatfidelity.com","97302","0","0","6031","2782","25734","11323","0","0","1000","0","6078","6241","15623","22490","1000"
"10920","9668","638850","1060234","The Fidelity State Bank and Trust Company","Dodge City","KS","67801","12/31/2014","2/18/2015","SM","510 North Second Avenue","FIDELITY BANC CORPORATION, DODGE CITY, KANSAS","3","0","0","2","0","Ford","","","1/2/1933","1/1/1934","3/31/2006","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","www.fidelitybankdc.com","60056","12","74","2","0","0","0","0","0","2290","9107","16104","12493","19689","285","11410"
"16082","10825","696551","1135860","The First and Farmers Bank","Portland","ND","58274","12/31/2014","2/18/2015","NM","Park And Morrison Avenue","FIRST AND FARMERS BANK HOLDING COMPANY, THE","2","0","0","2","0","Traill","","","1/1/1886","8/30/1943","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Forks","Minneapolis","Central","West","www.ffbnk.com","13692","3","0","37","521","1808","1465","1387","6999","50","0","0","72","1350","0","0"
"22918","11070","223322","1988646","The First Bank and Trust Company","Lebanon","VA","24266","12/31/2014","2/18/2015","SM","359 West Main Street","FIRST BANCORP, INC.","22","0","1","2","0","Russell","","","8/3/1979","8/3/1979","2/1/2007","Stock","0","1","FED","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","http://www.firstbank.com","71821","6390","8301","2","112","2312","325","465","0","0","0","46321","6508","1085","0","0"
"3818","0","303747","1097678","The First Bank and Trust Company of Murphysboro","Murphysboro","IL","62966","12/31/2014","2/18/2015","NM","1403 Walnut Street","FIRST OF MURPHYSBORO CORP.","2","0","0","4","0","Jackson","16060","Carbondale-Marion, IL","1/1/1889","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","www.fb-t.com","28492","0","678","0","0","409","4631","0","0","633","925","3164","3297","13754","1001","1261"
"5336","10712","143952","1128639","The First Bank of Baldwin","Baldwin","WI","54002","12/31/2014","2/18/2015","SM","990 Main Street","BALDWIN BANCSHARES, INC.","4","0","0","4","1","Saint Croix","33460","Minneapolis-St. Paul-Bloomington, MN-WI","9/23/1883","1/1/1934","8/4/2007","Stock","0","0","FED","DIF","Chicago","CHICAGO","Eau Claire","Minneapolis","Central","Central","http://WWW.FIRSTBANKBALDWIN.COM","38136","696","1887","0","0","0","0","1308","5937","0","0","6217","12929","9162","0","0"
"3133","0","871956","1107492","The First Bank of Celeste","Celeste","TX","75423","12/31/2014","2/18/2015","NM","301 N. Hwy 69","METROPLEX NORTH BANCSHARES, INC.","1","0","0","4","1","Hunt","19100","Dallas-Fort Worth-Arlington, TX","1/1/1900","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","www.firstbankceleste.com","6598","0","0","0","0","4899","1699","0","0","0","0","0","0","0","0","0"
"4096","0","182652","2584429","The First Bank of Fairland","Fairland","OK","74343","12/31/2014","2/18/2015","SM","32 West Conner Avenue","FIRST FAIRLAND BANCSHARES, INC.","1","0","0","2","1","Ottawa","","","12/1/1897","1/1/1934","6/1/2010","Stock","0","0","FED","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","","150","0","0","0","0","0","0","0","0","0","0","150","0","0","0","0"
"58307","0","3466988","0","The First Bank of Greenwich","Cos Cob","CT","6807","12/31/2014","2/18/2015","NM","444 East Putnam Avenue","","2","0","0","4","0","Fairfield","14860","Bridgeport-Stamford-Norwalk, CT","12/20/2006","12/20/2006","3/14/2012","Stock","0","0","FDIC","DIF","New York","NEW YORK","Hartford","New York","Northeastern","Northeast","http://greenwichfirst.com","15320","0","0","0","0","511","2484","0","0","0","0","0","0","11311","1014","0"
"1165","0","918150","0","The First Bank of Okarche","Okarche","OK","73762","12/31/2014","2/18/2015","NM","202 Oklahoma Avenue","","1","0","0","2","1","Canadian","36420","Oklahoma City, OK","10/28/1892","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","http://www.firstbankokarche.com","18657","0","0","10","0","1419","1722","3446","3320","0","3086","886","4358","410","0","586"
"34125","14769","2399119","2900355","The First Capital Bank of Kentucky","Louisville","KY","40207","12/31/2014","2/18/2015","SM","293 North Hubbards Lane","FCB BANCORP, INC.","11","0","0","4","0","Jefferson","31140","Louisville-Jefferson County, KY-IN","2/6/1996","2/6/1996","3/11/2013","Stock","0","0","FED","DIF","Chicago","CHICAGO","Elizabethtown","St. louis","Central","Southeast","http://www.fcbok.com","62408","4118","2172","0","0","34667","7677","0","2879","0","0","0","0","10895","0","0"
"15214","0","538222","2024318","The First Central National Bank of St. Paris","St. Paris","OH","43072","12/31/2014","2/18/2015","N","103 South Springfield","CENTRAL BANCSHARES, INC.","3","0","0","2","0","Champaign","","","8/8/1880","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","http://www.firststparis.com","23515","0","0","0","0","0","0","0","0","0","303","825","7413","14818","156","303"
"14355","0","230423","0","The First Citizens National Bank of Upper Sandusky","Upper Sandusky","OH","43351","12/31/2014","2/18/2015","N","100 North Sandusky","","7","0","0","8","0","Wyandot","","","12/1/1902","5/11/1934","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","http://www.firstcitizensnational.com","63808","0","0","0","0","0","0","0","0","0","2241","6632","35028","19897","10","2241"
"6212","11281","58207","1132636","The First Colebrook Bank","Colebrook","NH","3576","12/31/2014","2/18/2015","NM","132 Main Street","FIRST COLEBROOK BANCORP, INC.","4","0","0","4","0","Coos","","","11/1/1889","1/1/1934","5/3/2012","Stock","0","0","FDIC","DIF","New York","NEW YORK","Concord","Boston","Northeastern","Northeast","http://www.firstcolebrookbank.com","39374","0","514","0","634","4395","7554","0","2366","0","297","532","4207","16347","2528","297"
"2721","10796","511618","1071043","The First Commonwealth Bank of Prestonsburg, Inc.","Prestonsburg","KY","41653","12/31/2014","2/18/2015","NM","311 North Arnold Avenue","FIRST PRESTONSBURG BANCSHARES, INC.","12","0","0","8","1","Floyd","","","5/12/1904","1/1/1934","4/22/2011","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","www.myfcb.com","127419","0","0","0","0","7","0","3","0","0","1460","10989","48377","66583","0","1460"
"4222","12805","353957","0","The First Farmers National Bank of Waurika","Waurika","OK","73573","12/31/2014","2/18/2015","N","106 North Main","","1","0","0","2","1","Jefferson","","","3/26/1906","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","http://www.ffnbank.com","27764","0","6","10","68","0","3299","7654","2470","0","857","1481","470","5580","5869","857"
