cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,inst.webaddr,scrdebt,scpt3les,scpt3t12,scpt1t3,scpt3t5,scpt5t15,scptov15,sco3yles,scoov3y,scnm3les,scnm3t12,scnm1t3,scnm3t5,scnm5t15,scnmov15,sc1les
"4228","11338","988452","1051175","First Bethany Bank & Trust","Bethany","OK","73008","12/31/2014","2/18/2015","SM","6500 Northwest 39th Expwy.","FIRST BETHANY BANCORP, INC.","3","0","0","4","1","Oklahoma","36420","Oklahoma City, OK","1/1/1923","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","","103305","0","832","1552","0","46151","8738","0","5105","473","100","1771","2266","26545","9772","101"
"15229","10824","537449","1247428","First Business Bank","Madison","WI","53719","12/31/2014","2/18/2015","NM","401 Charmany Drive","FIRST BUSINESS FINANCIAL SERVICES, INC.","4","0","0","4","0","Dane","31540","Madison, WI","5/1/1909","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","http://www.firstbusiness.com","151009","0","0","0","119","42363","268","46262","33294","9160","0","0","4254","15289","0","7650"
"35445","0","2882125","1247428","First Business Bank-Milwaukee","Brookfield","WI","53045","12/31/2014","2/18/2015","NM","18500 West Corporate Drive","FIRST BUSINESS FINANCIAL SERVICES, INC.","1","0","0","4","0","Waukesha","33340","Milwaukee-Waukesha-West Allis, WI","6/8/2000","6/8/2000","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Milwaukee","Chicago","Central","Central","http://www.firstbusiness.com","43288","0","0","0","400","15081","280","8905","10659","2750","0","5213","0","0","0","2750"
"58636","0","3633016","0","First Cahawba Bank","Selma","AL","36701","12/31/2014","2/18/2015","NM","2610 Citizens Parkway","","2","0","0","4","0","Dallas","","","9/10/2007","9/10/2007","11/19/2013","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","","13829","0","0","0","0","876","5747","0","0","500","0","0","1381","5075","250","0"
"57552","0","3177426","3684746","First Capital Bank","Germantown","TN","38138","12/31/2014","2/18/2015","NM","7575 Poplar Avenue","GERMANTOWN CAPITAL CORPORATION, INC.","2","0","0","4","0","Shelby","32820","Memphis, TN-MS-AR","5/19/2003","5/19/2003","5/4/2007","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Memphis","St. louis","Southern","Southeast","http://www.firstcapitalbanktn.com","20895","0","0","0","0","753","1060","0","0","0","0","0","0","19082","0","0"
"34802","0","2742153","3454172","First Capital Bank","Glen Allen","VA","23060","12/31/2014","2/18/2015","SM","11001 West Broad Street","FIRST CAPITAL BANCORP, INC.","8","0","0","4","0","Henrico","40060","Richmond, VA","12/18/1998","12/18/1998","8/25/2008","Stock","0","0","FED","DIF","Atlanta","NEW YORK","Richmond","Richmond","Northeastern","Southeast","http://1capitalbank.com","76654","1901","2542","10330","1071","7807","5914","11340","8451","5184","0","2043","2612","15057","2402","0"
"3399","15546","919568","2366755","First Capital Bank","Quanah","TX","79252","12/31/2014","2/18/2015","SM","Third And Mercer Streets","QUANAH FINANCIAL CORPORATION EMPLOYEE STOCK OWNERSHIP PLAN","2","0","0","2","0","Hardeman","","","1/1/1907","1/1/1934","5/19/2011","Stock","0","0","FED","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","http://www.fcbqt.com","465","16","14","0","0","435","0","0","0","0","0","0","0","0","0","0"
"34966","15575","2849463","0","First Capital Bank","Bennettsville","SC","29512","12/31/2014","2/18/2015","SA","207 Hwy. 15-401 By-Pass E.","","2","0","1","4","0","Marlboro","","","9/27/1999","9/27/1999","1/1/2015","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Raleigh","Richmond","Northeastern","Southeast","www.fcbcarolinas.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"35530","0","2963266","4346706","First Carolina Bank","Rocky Mount","NC","27804","12/31/2014","2/18/2015","NM","171 North Winstead Avenue","FIRST CAROLINA FINANCIAL SERVICES, INC.","3","0","0","4","0","Nash","40580","Rocky Mount, NC","11/29/2000","11/29/2000","8/29/2013","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Raleigh","Richmond","Northeastern","Southeast","www.firstcarolinabank.com","14955","0","0","1","0","1523","1959","1239","2044","7220","10","0","0","959","0","850"
"25268","0","386852","1094314","First Central Bank","Warrensburg","MO","64093","12/31/2014","2/18/2015","SM","401 North Maguire Street","CENTRAL BANCOMPANY, INC","7","0","0","8","0","Johnson","","","7/16/1984","7/16/1984","2/19/2014","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","www.firstcentral.net","65294","1033","0","0","650","996","0","2774","3397","1272","5554","19851","10186","19581","0","6330"
"10637","0","134156","1050495","First Central Bank","Cambridge","NE","69022","12/31/2014","2/18/2015","NM","623 Patterson","CENTRAL BANCSHARES, INC.","3","0","0","2","0","Furnas","","","6/15/1907","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","http://www.firstcentral.com","12516","0","0","0","0","0","0","0","0","0","460","2623","3156","5599","678","460"
"34995","0","2726050","1050495","First Central Bank McCook","Mccook","NE","69001","12/31/2014","2/18/2015","NM","904 North Highway 83","CENTRAL BANCSHARES, INC.","1","0","0","2","0","Red Willow","","","1/4/1999","1/4/1999","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","http://www.firstcentral.com","9923","0","0","248","199","0","0","0","0","0","430","1952","2990","3196","908","430"
"34969","0","2797359","0","First Central Savings Bank","Glen Cove","NY","11542","12/31/2014","2/18/2015","SB","70 Glen Street","","10","0","0","4","0","Nassau","35620","New York-Newark-Jersey City, NY-NJ-PA","4/5/1999","4/5/1999","3/31/2006","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","HTTP://www.firstcentralsavings.com","114540","6302","4605","2862","1840","8957","1404","14350","19333","0","0","3971","18237","31701","978","0"
"19716","9647","639549","1200311","First Central State Bank","De Witt","IA","52742","12/31/2014","2/18/2015","NM","914 Sixth Avenue","OHNWARD BANCSHARES, INC.","4","0","0","2","0","Clinton","","","6/12/1967","6/12/1967","4/11/2014","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","http://www.firstcentralsb.com","59008","0","0","0","0","951","0","448","0","501","4659","23210","16325","12053","861","5160"
"1700","12840","999935","1135646","First Century Bank","Tazewell","TN","37879","12/31/2014","2/18/2015","NM","1780 North Broad Street","CLAIBORNE HOLDING COMPANY, INC.","9","0","0","4","0","Claiborne","","","10/10/1899","1/1/1934","8/28/2007","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Knoxville","Atlanta","Southern","Southeast","http://www.fcbtn.com","32342","534","0","0","0","12145","0","310","0","0","793","10536","4580","3444","0","793"
"6750","10126","569422","1076365","First Century Bank, Inc.","Bluefield","WV","24701","12/31/2014","2/18/2015","SM","500 Federal Street","FIRST CENTURY BANKSHARES, INC.","12","0","1","4","0","Mercer","","","10/9/1891","1/1/1934","1/21/2012","Stock","0","1","FED","DIF","Atlanta","ATLANTA","Scott Depot","Richmond","Northeastern","Northeast","http://www.firstcentury.com","114459","0","0","0","0","9672","5292","0","0","1000","626","21086","37348","39435","0","1626"
"57123","0","2997748","2997739","First Century Bank, National Association","Gainesville","GA","30501","12/31/2014","2/18/2015","N","807 Dorsey Street","FIRST CENTURY BANCORP.","1","0","0","8","0","Hall","23580","Gainesville, GA","3/25/2002","3/25/2002","9/25/2007","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","www.myfirstcenturybank.com","29556","214","0","2010","0","4284","4042","376","2213","0","0","0","1229","14579","609","32"
"57252","0","3075474","3031902","First Chatham Bank","Savannah","GA","31401","12/31/2014","2/18/2015","NM","111 Barnard Street","FCB FINANCIAL CORP.","8","0","0","4","0","Chatham","42340","Savannah, GA","1/23/2002","1/23/2002","1/1/2007","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","www.firstchatham.com","44274","0","0","0","713","8079","0","0","1454","500","0","300","0","16463","16765","0"
"57966","0","3374878","0","First Choice Bank","Cerritos","CA","90703","12/31/2014","2/18/2015","NM","17414 Carmenita Road","","4","0","0","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","8/18/2005","8/18/2005","2/12/2014","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (North)","San Francisco","Western","Western","www.firstchoicebankca.com","41100","0","0","0","0","0","15145","0","10417","0","0","0","0","15538","0","0"
"58471","0","3582673","0","First Choice Bank","Lawrenceville","NJ","8648","12/31/2014","2/18/2015","NM","669 Whitehead Road","","8","0","1","4","0","Mercer","45940","Trenton, NJ","3/23/2007","3/23/2007","2/28/2014","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","www.firstchoice-bank.com","525877","0","0","974","5812","78514","112","28293","326798","0","0","2023","9711","64635","9005","0"
"19304","14376","786742","1098732","First Citizens Bank","Elizabethtown","KY","42701","12/31/2014","2/18/2015","SM","425 West Dixie Avenue","FARMERS CAPITAL BANK CORPORATION","6","0","0","4","0","Hardin","21060","Elizabethtown-Fort Knox, KY","12/14/1964","12/14/1964","3/9/2012","Stock","0","1","FED","DIF","Chicago","CHICAGO","Elizabethtown","St. louis","Central","Southeast","https://www.first-citizens.com","80711","0","0","0","0","9713","11082","695","4256","2786","2712","11020","18720","19727","0","3373"
"23152","14558","541231","1143379","First Citizens Bank","Luverne","AL","36049","12/31/2014","2/18/2015","NM","100 West Third Street","FIRST CITIZENS-CRENSHAW BANCSHARES, INC.","5","0","0","8","0","Crenshaw","","","7/8/1980","7/8/1980","3/19/2010","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","http://www.fcbl.com","96940","0","0","0","877","30514","9199","1054","2392","501","405","2963","7082","37348","4605","906"
"15504","0","93721","1075612","First Citizens Bank and Trust Company, Inc.","Columbia","SC","29201","12/31/2014","2/18/2015","NM","1230 Main Street","FIRST CITIZENS BANCSHARES, INC.","178","0","1","9","0","Richland","17900","Columbia, SC","2/1/1936","6/21/1937","12/31/2014","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","firstcitizensonline.com","1663107","0","0","0","1927","709615","69690","0","60971","1000","3545","816153","0","0","206","529"
"22502","0","666358","2351247","First Citizens Bank of Butte","Butte","MT","59701","12/31/2014","2/18/2015","SM","3220 Harrison Avenue","BUTTE BANK SHARES, INC.","2","0","0","4","1","Silver Bow","","","7/27/1977","7/27/1977","3/31/2006","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","www.fcbob.com","11009","4","3","0","0","1124","0","0","0","0","0","993","7892","993","0","0"
"21478","12088","620752","1128330","First Citizens Bank of Polson, National Association","Polson","MT","59860","12/31/2014","2/18/2015","N","213 First Street West","FLATHEAD LAKE BANCORPORATION, INC.","1","0","0","4","0","Lake","","","3/5/1974","3/5/1974","8/23/2006","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","www.thehometownbank.com","1262","0","0","0","0","0","0","0","0","0","0","699","414","149","0","0"
"7593","9836","978118","1118368","First Citizens Community Bank","Mansfield","PA","16933","12/31/2014","2/18/2015","SM","15 South Main Street","CITIZENS FINANCIAL SERVICES, INC.","17","0","1","8","0","Tioga","","","6/11/1932","1/1/1934","6/29/2012","Stock","0","1","FED","DIF","New York","NEW YORK","Harrisburg","Philadelphia","Northeastern","Northeast","http://www.firstcitizensbank.com","304456","2009","944","3189","0","10119","6583","4026","2858","6888","8774","51554","83628","103160","20724","15662"
"4433","11448","186744","1203509","First Citizens National Bank","Mason City","IA","50401","12/31/2014","2/18/2015","N","2601 Fourth Street, S.W.","FIRST CITIZENS FINANCIAL CORP.","10","0","1","2","1","Cerro Gordo","","","1/9/1892","1/1/1934","7/1/2014","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","www.firstcitizensnb.com","469215","4792","22468","24237","12243","78953","1368","20249","32834","20335","11512","35508","64109","131303","9304","17511"
"4972","10429","133850","1098796","First Citizens National Bank","Dyersburg","TN","38024","12/31/2014","2/18/2015","N","One First Citizens Place","FIRST CITIZENS BANCSHARES, INC.","20","0","0","4","0","Dyer","","","1/1/1889","1/1/1934","12/10/2012","Stock","0","1","OCC","DIF","Dallas","DALLAS","Memphis","St. louis","Southern","Southeast","http://www.firstcnb.com","506714","25","81","0","1110","70200","40829","53168","191963","1048","1702","6920","8860","130497","311","2726"
"11228","12845","831642","1203536","First Citizens State Bank","Whitewater","WI","53190","12/31/2014","2/18/2015","NM","207 West Main Street","WHITEWATER BANCORP, INC.","8","0","0","4","0","Walworth","","","10/25/1863","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Milwaukee","Chicago","Central","Central","http://www.firstcitizensww.com","72167","0","0","2","0","0","0","0","0","9245","17669","20879","15597","6435","2340","26914"
"34899","0","2765602","3547841","First Citrus Bank","Tampa","FL","33618","12/31/2014","2/18/2015","NM","10824 N. Dale Mabry Highway","FIRST CITRUS BANCORPORATION, INC.","5","0","0","4","0","Hillsborough","45300","Tampa-St. Petersburg-Clearwater, FL","2/1/1999","2/1/1999","7/10/2008","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","www.firstcitrus.com","1646","0","0","0","159","626","107","0","0","0","0","504","250","0","0","504"
"741","9425","978417","0","First City Bank","Columbus","OH","43212","12/31/2014","2/18/2015","NM","1885 Northwest Boulevard","","1","0","0","4","1","Franklin","18140","Columbus, OH","1/1/1907","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","http://www.myfirstcitybank.com","5789","12","18","194","299","3363","136","0","0","85","0","100","499","1083","0","0"
"16748","11266","695134","1246382","First City Bank of Florida","Fort Walton Beac","FL","32548","12/31/2014","2/18/2015","NM","135 Perry Avenue, S.E.","FLORIDA FIRST CITY BANKS, INC.","4","0","0","4","0","Okaloosa","18880","Crestview-Fort Walton Beach-Destin, FL","11/17/1948","11/17/1948","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Pensacola","Atlanta","Southern","Southeast","www.firstcitybank.com","26399","0","22","0","0","4958","0","1224","9892","9430","0","0","0","0","873","103"
"30330","5174","116871","3438284","First Clover Leaf Bank, National Association","Edwardsville","IL","62025","12/31/2014","2/18/2015","N","6814 Goshen Road","FIRST CLOVER LEAF FINANCIAL CORP","6","0","0","4","0","Madison","41180","St. Louis, MO-IL","1/1/1921","3/17/1948","8/15/2014","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","www.firstcloverleafbank.com","104226","0","769","675","0","17322","14013","0","0","812","1497","7367","9695","50503","1573","2310"
"33005","0","1459717","1250473","First Collinsville Bank","Collinsville","IL","62234","12/31/2014","2/18/2015","NM","800 Belt Line Road","FIRST CO BANCORP, INC.","9","0","1","6","0","Madison","41180","St. Louis, MO-IL","7/9/1990","7/9/1990","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","http://www.fcbbanks.com","132852","0","6","0","0","709","0","169","0","3506","16333","51982","38185","21962","0","19840"
"58644","0","3688548","0","First Colony Bank of Florida","Maitland","FL","32751","12/31/2014","2/18/2015","NM","711 North Orlando Avenue","","1","0","0","4","1","Orange","36740","Orlando-Kissimmee-Sanford, FL","1/28/2008","1/28/2008","3/9/2009","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","http://www.firstcolonybank.net","24407","0","0","515","151","5239","0","0","3519","2000","0","0","8040","4943","0","1000"
"3047","0","587752","3556375","First Colorado National Bank","Paonia","CO","81428","12/31/2014","2/18/2015","N","133 Grand Avenue","FIRST COLORADO FINANCIAL CORP.","2","0","0","4","1","Delta","","","1/4/1903","1/1/1934","3/14/2012","Stock","0","0","OCC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","www.firstcoloradobank.com","119","0","0","0","44","0","26","0","0","49","0","0","0","0","0","0"
"686","11521","881012","1118283","First Columbia Bank & Trust Co.","Bloomsburg","PA","17815","12/31/2014","2/18/2015","NM","232 East Street","CCFNB BANCORP, INC.","13","0","0","8","0","Columbia","14100","Bloomsburg-Berwick, PA","2/1/1926","1/1/1934","12/31/2008","Stock","0","1","FDIC","DIF","New York","NEW YORK","Harrisburg","Philadelphia","Northeastern","Northeast","www.firstcolumbiabank.com","171601","5213","23444","18654","4556","11143","24","470","0","0","1182","21303","32509","42731","10372","1182"
"34415","13570","2568063","0","First Command Bank","Fort Worth","TX","76109","12/31/2014","2/18/2015","SA","1 Firstcomm Plaza","","1","0","0","7","1","Tarrant","19100","Dallas-Fort Worth-Arlington, TX","4/18/1997","4/18/1997","7/21/2011","Stock","0","1","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","www.firstcommandbank.com","358085","8273","10810","0","3814","0","0","37812","100325","28414","26809","30412","34377","66134","10905","37021"
"57465","0","3153297","3465909","First Commerce Bank","Lewisburg","TN","37091","12/31/2014","2/18/2015","NM","500 North Ellington Parkway","FIRST COMMERCE BANCORP, INC.","4","0","0","4","0","Marshall","","","12/2/2002","12/2/2002","1/11/2007","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Nashville","Atlanta","Southern","Southeast","http://www.firstcommercebank.net","50227","0","0","0","0","1560","2656","0","0","1000","11332","5447","1188","15421","11623","12332"
"58054","0","3404373","0","First Commerce Bank","Lakewood","NJ","8701","12/31/2014","2/18/2015","NM","105 River Avenue","","5","0","0","4","0","Ocean","35620","New York-Newark-Jersey City, NY-NJ-PA","1/30/2006","1/30/2006","6/25/2011","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","http://www.firstcommercebk.com","21977","623","334","0","0","267","3031","0","0","883","0","0","0","12336","4503","883"
"57273","52503","3041358","3123366","First Commerce Bank","Marysville","KS","66508","12/31/2014","2/18/2015","NM","902 Broadway","FIRST COMMERCE FINANCIAL CORPORATION","1","0","0","2","1","Marshall","","","8/21/2002","8/21/2002","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","firstcommercebankonline.com","1083","0","0","0","0","537","0","0","0","0","186","227","0","133","0","186"
"57069","0","2948058","3374935","FIRST COMMERCIAL BANK","Jackson","MS","39211","12/31/2014","2/18/2015","NM","1300 Meadowbrook Road","FIRST COMMERCIAL BANCSHARES, INC.","2","0","0","4","0","Hinds","27140","Jackson, MS","10/12/2000","10/12/2000","1/20/2015","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Jackson Ms","Atlanta","Southern","West","http://www.firstcommercialbk.com","16427","304","11","0","35","4187","238","0","0","505","754","5234","3317","1842","0","766"
"34377","14715","2396547","2374787","First Commercial Bank","Edmond","OK","73013","12/31/2014","2/18/2015","NM","1601 South Kelly","FIRST COMMERCIAL BANCSHARES, INC.","9","0","1","4","0","Oklahoma","36420","Oklahoma City, OK","11/1/1996","11/1/1996","6/25/2010","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","www.fcbebanking.com","39299","166","2652","1203","1979","10065","1389","1884","894","752","1561","1169","4648","10937","0","2313"
"10621","0","720951","1138263","First Commercial Bank","Gideon","MO","63848","12/31/2014","2/18/2015","NM","First And Main Streets","GIDEON BANCSHARES COMPANY","9","0","0","4","0","New Madrid","","","10/1/1920","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","http://www.firstcb.net","50751","0","12","0","0","326","0","2703","0","1104","0","3698","14920","27988","0","1104"
"34496","0","2332910","3086210","First Commercial Bank (USA)","Alhambra","CA","91801","12/31/2014","2/18/2015","NM","200 East Main Street","FIRST FINANCIAL HOLDING CO., LTD.","7","0","0","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","5/20/1997","5/20/1997","11/7/2013","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (North)","San Francisco","Western","Western","http://bankfcb.com","9616","277","402","0","67","0","2810","77","0","5983","0","0","0","0","0","0"
"24603","0","400365","2299992","First Commercial Bank, National Association","Seguin","TX","78155","12/31/2014","2/18/2015","N","1336 East Court Street","FIRST COMMERCIAL FINANCIAL CORP","3","0","0","4","1","Guadalupe","41700","San Antonio-New Braunfels, TX","7/1/1983","7/1/1983","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","http://www.1cb.com","20922","0","0","0","0","5914","1721","0","0","271","1011","5062","2826","4117","0","1281"
"58923","0","3955053","0","First Commons Bank, National Association","Newton Center","MA","2459","12/31/2014","2/18/2015","N","718 Beacon Street","","2","0","0","4","0","Middlesex","14460","Boston-Cambridge-Newton, MA-NH","7/22/2009","7/22/2009","7/22/2009","Stock","0","0","OCC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","www.firstcommonsbank.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7468","10244","42420","1071306","First Commonwealth Bank","Indiana","PA","15701","12/31/2014","2/18/2015","NM","600 Philadelphia Street","FIRST COMMONWEALTH FINANCIAL CORPORATION","110","0","0","4","0","Indiana","","","9/21/1880","1/1/1934","6/24/2013","Stock","0","1","FDIC","DIF","New York","NEW YORK","Wexford","Cleveland","Northeastern","Northeast","www.fcbanking.com","1288858","867","767","4188","19348","444639","125092","57239","324677","28687","0","248721","0","34633","0","0"
"33832","0","2107341","1491548","First Community  Bank of the Ozarks","Branson","MO","65616","12/31/2014","2/18/2015","NM","121 South Commercial Street","ALTON BANCSHARES, INC.","4","0","0","4","1","Taney","","","10/1/1993","10/1/1993","5/16/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","St. louis","Western","West","www.fcboz.com","33482","26","5","0","3","3313","24","2308","1869","0","0","1694","6807","17433","0","0"
"33842","13601","2108348","2130778","First Community Bank","Elgin","IL","60123","12/31/2014","2/18/2015","NM","165 South Randall Road","FIRST COMMUNITY FINANCIAL CORPORATION","2","0","0","4","0","Kane","16980","Chicago-Naperville-Elgin, IL-IN-WI","10/4/1993","10/4/1993","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","www.firstcombank.com","30036","0","0","102","0","0","0","0","0","1422","1793","7977","5809","12933","0","3216"
"34047","0","2328137","2337401","First Community Bank","Lexington","SC","29072","12/31/2014","2/18/2015","NM","5455 Sunset Boulevard","FIRST COMMUNITY CORPORATION","15","0","1","4","0","Lexington","17900","Columbia, SC","8/17/1995","8/17/1995","9/26/2014","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","http://www.firstcommunitysc.com","279556","14737","0","0","70","29530","31738","27247","37733","36705","50","882","1406","66711","32747","5290"
"24353","12637","339456","2505929","First Community Bank","Corpus Christi","TX","78401","12/31/2014","2/18/2015","NM","416 North Water Street","COASTAL BEND BANCSHARES, INC.","10","0","0","4","1","Nueces","18580","Corpus Christi, TX","2/7/1983","2/7/1983","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","http://www.fcbot.com","58941","24","0","0","0","11543","25438","0","0","0","0","1849","550","13084","6453","0"
"2176","0","642857","2252009","First Community Bank","Glasgow","MT","59230","12/31/2014","2/18/2015","SM","540 Second Avenue South","FIRST COMMUNITY BANCORP, INC.","8","0","0","2","0","Valley","","","1/1/1891","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","www.fcbank.net","99632","0","523","519","485","23183","1366","237","3559","1008","5452","8816","22947","31537","0","4509"
"13179","10580","932745","1208102","First Community Bank","Harbor Springs","MI","49740","12/31/2014","2/18/2015","SM","200 East Main Street","HARBOR SPRINGS FINANCIAL CORPORATION","9","0","0","4","1","Emmet","","","11/1/1905","1/1/1934","12/1/2012","Stock","0","0","FED","DIF","Chicago","CHICAGO","Grand Rapids","Chicago","Central","Central","www.firstcb.com","17353","0","0","0","0","0","0","0","0","400","1109","6857","6641","2346","0","1509"
"11225","14233","742542","1990096","First Community Bank","Milton","WI","53563","12/31/2014","2/18/2015","NM","202 Merchant Row","FIRST COMMUNITY BANCSHARES CORP.","1","0","0","4","1","Rock","27500","Janesville-Beloit, WI","1/1/1911","1/1/1934","6/1/2012","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","http://www.fcbmilton.com","21218","0","212","171","337","8255","1282","295","1715","0","263","1622","1494","5572","0","263"
"8535","14362","1017555","1125058","First Community Bank","Lester Prairie","MN","55354","12/31/2014","2/18/2015","NM","500 Central Avenue","PRAIRIE BANCSHARES, INC.","2","0","0","8","1","Mcleod","","","9/15/1913","1/1/1934","1/1/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","http://www.fcblpsl.com","20846","0","0","0","215","3577","909","0","0","640","233","3410","7596","4266","0","0"
"5384","13628","993250","1059733","First Community Bank","Beemer","NE","68716","12/31/2014","2/18/2015","SM","201 Main Street","FIRST BEEMER CORPORATION","3","0","0","2","0","Cuming","","","4/7/1903","1/1/1934","6/10/2010","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","www.firstbeemer.com","13174","0","0","0","988","666","0","0","18","66","749","2534","3584","4020","549","668"
"34533","0","2596646","2641694","First Community Bank","Batesville","AR","72501","12/31/2014","2/18/2015","NM","1325 Harrison Street","FIRST COMMUNITY BANCSHARES, INC.","17","0","1","4","0","Independence","","","8/4/1997","8/4/1997","2/19/2010","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","http://www.firstcommunity.net","145934","0","0","0","0","2596","14784","8849","19457","1029","0","1459","13031","46449","38280","1029"
"14720","13794","186838","1132403","First Community Bank","Chatom","AL","36518","12/31/2014","2/18/2015","NM","34 Court St","SOUTHWEST BANC SHARES, INC.","10","0","0","4","1","Washington","","","7/8/1909","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Pensacola","Atlanta","Southern","Southeast","http://www.fcb-al.com","68602","2827","0","0","0","0","8818","517","1663","1000","351","181","610","27311","25324","351"
"14904","0","233246","2382335","First Community Bank","Newell","IA","50568","12/31/2014","2/18/2015","NM","Second And Fulton","NEWELL BANCSHARES, INC.","4","0","0","2","1","Buena Vista","","","1/1/1912","12/4/1934","3/24/2012","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Sioux City","Chicago","Western","Western","http://www.fcb4u.com","17156","0","0","0","0","0","0","0","0","500","35","2454","2899","11268","0","535"
